Row No.,DBMS,In-memory,"column-
orientedness", Multi-GPU,RAM size (GB),Evolution,Interconnect,"Database 
Size (GB)",Query Name,aggregation,subquery,# of joins,"# of attributes 
to be referenced 
(on the fact table)",# of (projection+selection) attributes to be referenced by query,"# of all tables 
to be referenced","# of distinct tables
 to be referenced",case-when,order by,HtoD time (㎲),DtoH time (㎲),GPU Page Fault,"# of kernels 
invoked","GPU utilization
(Kernel Time, ㎲)","GPU Utilization 
(Kernel Time, %)",Elapsed Time (㎲),"Elapsed Time 
on NVProf (ms)","Profiling 
Overhead (ms)","cudaLaunchKernel 
start time (ms)",,
859,OmniSci,T,T,F,64,1080ti,-,1,Q1,T,F,0,7,7,1,1,F,T,52107.28,19.393,,2,33138.72,0.6,61000,1178,13.62905,,,
860,OmniSci,T,T,F,64,1080ti,-,1,Q2,T,T,8,0,16,10,5,F,T,2219.42,705.491,,39,8950760,60.1,8882000,10602,9.35098,,,
861,OmniSci,T,T,F,64,1080ti,-,1,Q3,T,F,2,4,10,3,3,F,T,15581.64,160.773,,12,11120,0.2,117000,1089,8.64392,,,
862,OmniSci,T,T,F,64,1080ti,-,1,Q4,T,T,0,3,7,2,2,F,T,11968.47,14.55474,,69,2769.63,0,1019000,2182,10.87165,,,
863,OmniSci,T,T,F,64,1080ti,-,1,Q5,T,F,5,4,16,6,6,F,T,16021.75,78.02,,67,3034.21,0.1,38000,910,8.03661,,,
864,OmniSci,T,T,F,64,1080ti,-,1,Q6,T,F,0,4,4,1,1,F,F,15354.4,54.305,,1,576.173,0,12000,718,3.63876,,,
865,OmniSci,T,T,F,64,1080ti,-,1,Q7,T,T,5,5,15,6,5,F,T,16421.15,41.921,,12,10293.01,0.2,32000,845,8.23652,,,
866,OmniSci,T,T,F,64,1080ti,-,1,Q8,T,T,7,5,19,8,8,T,T,17528,121.122,,85,5835.24,0.1,49000,1058,8.66965,,,
867,OmniSci,T,T,F,64,1080ti,-,1,Q9,T,T,5,6,16,6,6,F,T,22085.97,23.809,,12,23501.46,0.4,45000,924,7.8578,,,
868,OmniSci,T,T,F,64,1080ti,-,1,Q10,T,F,3,4,16,4,4,F,T,15490.84,490.731,,16,35712.35,0.6,101000,1085,8.10108,,,
869,OmniSci,T,T,F,64,1080ti,-,1,Q11,T,T,4,0,8,6,3,F,T,1895.92,475.724,,68,992.985,0,80000,1105,8.8491,,,
870,OmniSci,T,T,F,64,1080ti,-,1,Q12,T,F,1,5,7,2,2,T,T,11800,43.17,,59,1181.24,0,29000,814,7.9145,,,
871,OmniSci,T,T,F,64,1080ti,-,1,Q13,T,T,1,0,6,2,2,F,T,1871.57,548.526,,59,5374370,60.7,5436000,6503,8.33876,,,
872,OmniSci,T,T,F,64,1080ti,-,1,Q14,T,F,1,4,6,2,2,T,F,13192.24,109.059,,5,927.989,0,18000,843,8.08318,,,
873,OmniSci,T,T,F,64,1080ti,-,1,Q15,T,T,1,4,8,2,2,F,T,13297.3,1.52823,,122,1609.8,0,230000,748,8.68887,,,
874,OmniSci,T,T,F,64,1080ti,-,1,Q16,T,T,1,0,8,3,3,F,T,1943.34,34.35519,,7,1847.43,0,1733000,2618,8.15409,,,
875,OmniSci,T,T,F,64,1080ti,-,1,Q17,T,T,2,3,6,3,2,F,F,11749.9,1674.03,,11,12062.05,0.2,340000,1263,8.38347,,,
876,OmniSci,T,T,F,64,1080ti,-,1,Q18,T,T,2,2,8,4,3,F,T,19057.19,14116.61,,17,8495.23,0.1,1281000,2412,9.15606,,,
877,OmniSci,T,T,F,64,1080ti,-,1,Q19,T,F,1,6,10,2,2,F,F,19919.38,54.56,,3,7292.5,0.1,27000,869,7.43661,,,
878,OmniSci,T,T,F,64,1080ti,-,1,Q20,T,T,2,3,17,5,5,F,T,14914.23,4.61444,,23,33369030,0.4,1673000,3098,10.35454,,,
879,OmniSci,T,T,F,64,1080ti,-,1,Q21,T,T,3,4,16,6,4,F,T,,,,,,-,,-,,,,
880,OmniSci,T,T,F,64,1080ti,-,1,Q22,T,T,0,0,4,3,2,F,T,,,,,,-,,-,,,,
881,OmniSci,T,T,F,64,1080ti,-,2,Q1,T,F,0,7,7,1,1,F,T,107268.57,20.032,,2,65841.1,1.1,76000,1328,10.78895,,,
882,OmniSci,T,T,F,64,1080ti,-,2,Q2,T,T,8,0,16,10,5,F,T,4008.08,1434.11,,39,37308520,83.1,35338000,39075,9.51955,,,
883,OmniSci,T,T,F,64,1080ti,-,2,Q3,T,F,2,4,10,3,3,F,T,31608.48,205.153,,12,22657.94,0.4,210000,1244,8.25279,,,
884,OmniSci,T,T,F,64,1080ti,-,2,Q4,T,T,0,3,7,2,2,F,T,25575.89,27273.92,,69,5040.79,0.1,1951000,3162,11.83994,,,
885,OmniSci,T,T,F,64,1080ti,-,2,Q5,T,F,5,4,16,6,6,F,T,35228.33,77.792,,67,6018.5,0.1,37000,962,8.18022,,,
886,OmniSci,T,T,F,64,1080ti,-,2,Q6,T,F,0,4,4,1,1,F,F,30929.73,52.24,,1,982.891,0,8000,729,3.60549,,,
887,OmniSci,T,T,F,64,1080ti,-,2,Q7,T,T,5,5,15,6,5,F,T,34125.45,42.016,,12,20645.39,0.4,35000,897,7.98012,,,
888,OmniSci,T,T,F,64,1080ti,-,2,Q8,T,T,7,5,19,8,8,T,T,35197.88,121.92,,85,13935.94,0.2,54000,1075,8.22925,,,
889,OmniSci,T,T,F,64,1080ti,-,2,Q9,T,T,5,6,16,6,6,F,T,45276.53,24.16,,12,50296.93,0.9,67000,1005,8.1356,,,
890,OmniSci,T,T,F,64,1080ti,-,2,Q10,T,F,3,4,16,4,4,F,T,31093.86,1195.72,,16,71245.94,1.2,164000,1224,8.32018,,,
891,OmniSci,T,T,F,64,1080ti,-,2,Q11,T,T,4,0,8,6,3,F,T,3645.42,1647.28,,30,837.45,0,115000,1160,8.92968,,,
892,OmniSci,T,T,F,64,1080ti,-,2,Q12,T,F,1,5,7,2,2,T,T,24616.51,42.688,,59,2027.42,0,28000,839,7.97816,,,
893,OmniSci,T,T,F,64,1080ti,-,2,Q13,T,T,1,0,6,2,2,F,T,3638.09,1.06225,,59,21351350,79.4,22114000,22832,8.26103,,,
894,OmniSci,T,T,F,64,1080ti,-,2,Q14,T,F,1,4,6,2,2,T,F,27066.75,108.995,,5,2958440,0.1,17000,858,8.44572,,,
895,OmniSci,T,T,F,64,1080ti,-,2,Q15,T,T,1,4,8,2,2,F,T,27153.57,200.994,,12,1939.8,0,195000,779,8.72342,,,
896,OmniSci,T,T,F,64,1080ti,-,2,Q16,T,T,1,0,8,3,3,F,T,2751.4,68241.58,,7,3534.58,0,3429000,4358,8.42007,,,
897,OmniSci,T,T,F,64,1080ti,-,2,Q17,T,T,2,3,6,3,2,F,F,23900.41,2514.21,,11,40135,0.7,638000,1635,8.6973,,,
898,OmniSci,T,T,F,64,1080ti,-,2,Q18,T,T,2,2,8,4,3,F,T,37946.1,26666.59,,17,17018.35,0.2,2492000,3608,8.65485,,,
899,OmniSci,T,T,F,64,1080ti,-,2,Q19,T,F,1,6,10,2,2,F,F,41054.92,55.617,,3,20965.16,0.4,38000,892,8.18718,,,
900,OmniSci,T,T,F,64,1080ti,-,2,Q20,T,T,2,3,17,5,5,F,T,29629.05,7766.57,,23,66733.5,0.8,3074000,4584,9.96691,,,
901,OmniSci,T,T,F,64,1080ti,-,2,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,-,,,,
902,OmniSci,T,T,F,64,1080ti,-,2,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,-,,,,
903,OmniSci,T,T,F,64,1080ti,-,4,Q1,T,F,0,7,7,1,1,F,T,182127.04,19.968,,2,237195.18,4,201000,1759,11.99628,,,
904,OmniSci,T,T,F,64,1080ti,-,4,Q2,T,T,8,0,16,10,5,F,T,7672.68,2571.48,,39,148019570,95,145838000,150097,8.95697,,,
905,OmniSci,T,T,F,64,1080ti,-,4,Q3,T,F,2,4,10,3,3,F,T,80603.93,317.093,,12,46329.78,0.8,426000,1638,8.57542,,,
906,OmniSci,T,T,F,64,1080ti,-,4,Q4,T,T,0,3,7,2,2,F,T,54557.96,55046.45,,69,9732.72,0.1,3845000,5123,26.93975,,,
907,OmniSci,T,T,F,64,1080ti,-,4,Q5,T,F,5,4,16,6,6,F,T,61937.69,78.562,,67,12502.64,0.2,44000,1004,7.92284,,,
908,OmniSci,T,T,F,64,1080ti,-,4,Q6,T,F,0,4,4,1,1,F,F,62140.74,54.594,,1,1840.24,0,9000,789,3.55684,,,
909,OmniSci,T,T,F,64,1080ti,-,4,Q7,T,T,5,5,15,6,5,F,T,67265.38,42.145,,12,42963.06,0.7,55000,956,7.7928,,,
910,OmniSci,T,T,F,64,1080ti,-,4,Q8,T,T,7,5,19,8,8,T,T,74455.08,121.86,,85,33351.56,0.6,72000,1180,8.65258,,,
911,OmniSci,T,T,F,64,1080ti,-,4,Q9,T,T,5,6,16,6,6,F,T,89817.13,24.705,,12,107476.94,1.8,122000,1238,7.62142,,,
912,OmniSci,T,T,F,64,1080ti,-,4,Q10,T,F,3,4,16,4,4,F,T,62857.03,1792.8,,16,141720.88,2.4,309000,1630,8.34269,,,
913,OmniSci,T,T,F,64,1080ti,-,4,Q11,T,T,4,0,8,6,3,F,T,7429.87,2611.5,,22,1198.66,0,179000,1257,9.06866,,,
914,OmniSci,T,T,F,64,1080ti,-,4,Q12,T,F,1,5,7,2,2,T,T,50737.15,42.976,,59,3905.49,0.1,29000,919,7.97667,,,
915,OmniSci,T,T,F,64,1080ti,-,4,Q13,T,T,1,0,6,2,2,F,T,7239.11,1743.13,,59,86453450,90.1,88089000,88518,8.31982,,,
916,OmniSci,T,T,F,64,1080ti,-,4,Q14,T,F,1,4,6,2,2,T,F,54139.18,110.242,,5,8352.29,0.1,22000,916,8.38132,,,
917,OmniSci,T,T,F,64,1080ti,-,4,Q15,T,T,1,4,8,2,2,F,T,54111.75,239.651,,12,3994.4,0.1,110000,787,8.99027,,,
918,OmniSci,T,T,F,64,1080ti,-,4,Q16,T,T,1,0,8,3,3,F,T,4465.89,126917.74,,7,6895.4,0.1,6351000,7254,8.24878,,,
919,OmniSci,T,T,F,64,1080ti,-,4,Q17,T,T,2,3,6,3,2,F,F,47431.66,5001.8,,11,98558.19,1.1,1237000,2273,8.72882,,,
920,OmniSci,T,T,F,64,1080ti,-,4,Q18,T,T,2,2,8,4,3,F,T,76447.55,53029.73,,17,34581.13,0.3,4894000,6121,8.6053,,,
921,OmniSci,T,T,F,64,1080ti,-,4,Q19,T,F,1,6,10,2,2,F,F,81054.92,55.2,,3,50214.55,0.9,68000,1062,10.5896,,,
922,OmniSci,T,T,F,64,1080ti,-,4,Q20,T,T,2,3,17,5,5,F,T,59364.88,15348.96,,23,133217.67,1.1,6014000,7582,9.95435,,,
923,OmniSci,T,T,F,64,1080ti,-,4,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,-,,,,
924,OmniSci,T,T,F,64,1080ti,-,4,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,-,,,,
925,OmniSci,T,T,F,64,1080ti,-,8,Q1,T,F,0,7,7,1,1,F,T,342505.34,19.584,,2,452305.76,7.7,391000,2737,10.53266,,,
926,OmniSci,T,T,F,64,1080ti,-,8,Q2,T,T,8,0,16,10,5,F,T,21292.39,14052.81,,39,594506970,98.6,592289000,597129,13.36948,,,
927,OmniSci,T,T,F,64,1080ti,-,8,Q3,T,F,2,4,10,3,3,F,T,155271.59,647.364,,12,94346.43,1.6,879000,2417,18.04427,,,
928,OmniSci,T,T,F,64,1080ti,-,8,Q4,T,T,0,3,7,2,2,F,T,114080.47,108964.44,,69,19223.68,0.2,7570000,9090,10.90356,,,
929,OmniSci,T,T,F,64,1080ti,-,8,Q5,T,F,5,4,16,6,6,F,T,125340.34,77.824,,67,27261.36,0.5,58000,1221,8.3148,,,
930,OmniSci,T,T,F,64,1080ti,-,8,Q6,T,F,0,4,4,1,1,F,F,125027.03,88.769,,1,3515.8,0.1,11000,936,3.58217,,,
931,OmniSci,T,T,F,64,1080ti,-,8,Q7,T,T,5,5,15,6,5,F,T,134914.68,41.952,,12,91440.41,1.6,100000,1167,7.56974,,,
932,OmniSci,T,T,F,64,1080ti,-,8,Q8,T,T,7,5,19,8,8,T,T,141398.12,120.8,,85,80061.09,0.9,120000,1437,8.42052,,,
933,OmniSci,T,T,F,64,1080ti,-,8,Q9,T,T,5,6,16,6,6,F,T,181053.82,24.097,,12,229224.16,3.9,242000,1699,7.84213,,,
934,OmniSci,T,T,F,64,1080ti,-,8,Q10,T,F,3,4,16,4,4,F,T,125770.7,3.6612,,16,282630.25,4.8,598000,2261,8.16526,,,
935,OmniSci,T,T,F,64,1080ti,-,8,Q11,T,T,4,0,8,6,3,F,T,14659.53,4.01551,,22,2053.41,0,333000,1415,9.04935,,,
936,OmniSci,T,T,F,64,1080ti,-,8,Q12,T,F,1,5,7,2,2,T,T,105348.66,43.104,,59,7715.69,0.1,33000,1121,8.06635,,,
937,OmniSci,T,T,F,64,1080ti,-,8,Q13,T,T,1,0,6,2,2,F,T,14579.55,2.81546,,59,357323110,97.7,356626000,360582,13.10124,,,
938,OmniSci,T,T,F,64,1080ti,-,8,Q14,T,F,1,4,6,2,2,T,F,107905.81,179.586,,5,21917.88,0.4,36000,1043,8.18213,,,
939,OmniSci,T,T,F,64,1080ti,-,8,Q15,T,T,1,4,8,2,2,F,T,108434.11,310.02,,12,8021.86,0.1,162000,959,8.91633,,,
940,OmniSci,T,T,F,64,1080ti,-,8,Q16,T,T,1,0,8,3,3,F,T,8255.73,255.88432,,7,13610.65,0.1,11603000,12525,8.48612,,,
941,OmniSci,T,T,F,64,1080ti,-,8,Q17,T,T,2,3,6,3,2,F,F,94909.3,9509.16,,11,217068.01,2.5,2487000,3639,8.47677,,,
942,OmniSci,T,T,F,64,1080ti,-,8,Q18,T,T,2,2,8,4,3,F,T,132592.39,54260.9,,19,121300.13,1,6324000,7895,9.42848,,,
943,OmniSci,T,T,F,64,1080ti,-,8,Q19,T,F,1,6,10,2,2,F,F,164936.95,90.274,,3,109808.05,1.9,128000,1322,11.70248,,,
944,OmniSci,T,T,F,64,1080ti,-,8,Q20,T,T,2,3,17,5,5,F,T,119111.11,30.92391,,23,267020.4,1.1,11528000,13565,9.67936,,,
945,OmniSci,T,T,F,64,1080ti,-,8,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,-,,,,
946,OmniSci,T,T,F,64,1080ti,-,8,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,-,,,,
859,OmniSci,T,T,F,64,2080ti,-,1,Q1,T,F,0,7,7,1,1,F,T,24186.42,44.96,,2,29754.79,1,62000,1296,9.71344,,,
860,OmniSci,T,T,F,64,2080ti,-,1,Q2,T,T,8,0,16,10,5,F,T,2841.73,1816.18,,39,1244.24,21.2,1367000,2294,12.12828,,,
861,OmniSci,T,T,F,64,2080ti,-,1,Q3,T,F,2,4,10,3,3,F,T,15650.95,212.67,,12,10869.1,0.2,118000,373,10.09452,,,
862,OmniSci,T,T,F,64,2080ti,-,1,Q4,T,T,0,3,7,2,2,F,T,12459.74,14804.04,,149,2827.05,0,1055000,1553,11.13294,,,
863,OmniSci,T,T,F,64,2080ti,-,1,Q5,T,F,5,4,16,6,6,F,T,14702.73,183.199,,147,2844.01,0,75000,194,9.71068,,,
864,OmniSci,T,T,F,64,2080ti,-,1,Q6,T,F,0,4,4,1,1,F,F,15383.98,130.624,,1,564.283,0,13000,93,3.82631,,,
865,OmniSci,T,T,F,64,2080ti,-,1,Q7,T,T,5,5,15,6,5,F,T,16394.59,68.383,,12,9502.74,0.2,32000,125,9.86605,,,
866,OmniSci,T,T,F,64,2080ti,-,1,Q8,T,T,7,5,19,8,8,T,T,17703.68,283.071,,165,3915.36,0.1,81000,326,10.34385,,,
867,OmniSci,T,T,F,64,2080ti,-,1,Q9,T,T,5,6,16,6,6,F,T,22211.7,50.464,,12,16119.11,0.3,40000,169,9.94434,,,
868,OmniSci,T,T,F,64,2080ti,-,1,Q10,T,F,3,4,16,4,4,F,T,15588.05,429.31,,16,32333.27,0.6,100000,354,9.761,,,
869,OmniSci,T,T,F,64,2080ti,-,1,Q11,T,T,4,0,8,6,3,F,T,2155.22,828.729,,68,1894.03,0,89000,474,11.12543,,,
870,OmniSci,T,T,F,64,2080ti,-,1,Q12,T,F,1,5,7,2,2,T,T,11840.23,101.471,,139,1474.58,0,61000,179,9.9835,,,
871,OmniSci,T,T,F,64,2080ti,-,1,Q13,T,T,1,0,6,2,2,F,T,2048.66,341.372,,139,1968800,22.2,1989000,2435,9.78099,,,
872,OmniSci,T,T,F,64,2080ti,-,1,Q14,T,F,1,4,6,2,2,T,F,13326.14,259.486,,5,917.113,0,21000,171,9.94975,,,
873,OmniSci,T,T,F,64,2080ti,-,1,Q15,T,T,1,4,8,2,2,F,T,13499.14,3818.4,,282,2355.06,0,295000,667,10.86216,,,
874,OmniSci,T,T,F,64,2080ti,-,1,Q16,T,T,1,0,8,3,3,F,T,2163.22,35253.31,,7,1808.18,0,1734000,1958,11.37756,,,
875,OmniSci,T,T,F,64,2080ti,-,1,Q17,T,T,2,3,6,3,2,F,F,12239.33,1950.83,,11,4415.94,0.1,324000,594,10.70955,,,
876,OmniSci,T,T,F,64,2080ti,-,1,Q18,T,T,2,2,8,4,3,F,T,19259.8,14892.05,,17,8400.39,0.1,1296000,1640,11.03458,,,
877,OmniSci,T,T,F,64,2080ti,-,1,Q19,T,F,1,6,10,2,2,F,F,19903.15,131.359,,3,3078.67,0.1,22000,129,9.66107,,,
878,OmniSci,T,T,F,64,2080ti,-,1,Q20,T,T,2,3,17,5,5,F,T,15496.88,5038.2,,23,29553.77,0.3,1646000,2282,11.6897,,,
879,OmniSci,T,T,F,64,2080ti,-,1,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,-,-,,,
880,OmniSci,T,T,F,64,2080ti,-,1,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,-,-,,,
881,OmniSci,T,T,F,64,2080ti,-,2,Q1,T,F,0,7,7,1,1,F,T,48905.81,45.792,,2,59414.25,2.1,73000,1356,9.80393,,,
882,OmniSci,T,T,F,64,2080ti,-,2,Q2,T,T,8,0,16,10,5,F,T,4708.51,2208.37,,39,4623530,52,4894000,5796,11.63675,,,
883,OmniSci,T,T,F,64,2080ti,-,2,Q3,T,F,2,4,10,3,3,F,T,31001.07,257.279,,12,21230.67,0.4,210000,522,10.32379,,,
884,OmniSci,T,T,F,64,2080ti,-,2,Q4,T,T,0,3,7,2,2,F,T,24402.56,28083.94,,149,4495.78,0.1,2013000,2515,11.03412,,,
885,OmniSci,T,T,F,64,2080ti,-,2,Q5,T,F,5,4,16,6,6,F,T,29908.25,183.616,,147,4847.84,0.1,71000,205,10.04597,,,
886,OmniSci,T,T,F,64,2080ti,-,2,Q6,T,F,0,4,4,1,1,F,F,31832.46,130.72,,1,821.722,0,10000,88,3.56412,,,
887,OmniSci,T,T,F,64,2080ti,-,2,Q7,T,T,5,5,15,6,5,F,T,34005.12,69.471,,12,18422.22,0.3,37000,127,9.40984,,,
888,OmniSci,T,T,F,64,2080ti,-,2,Q8,T,T,7,5,19,8,8,T,T,35533.72,284.189,,165,7796.21,0.1,81000,344,10.21951,,,
889,OmniSci,T,T,F,64,2080ti,-,2,Q9,T,T,5,6,16,6,6,F,T,45000.08,50.944,,12,33703.11,0.6,52000,200,10.13191,,,
890,OmniSci,T,T,F,64,2080ti,-,2,Q10,T,F,3,4,16,4,4,F,T,30908.34,990.907,,16,64078.46,1.1,161000,472,10.1933,,,
891,OmniSci,T,T,F,64,2080ti,-,2,Q11,T,T,4,0,8,6,3,F,T,4116.87,1344.95,,30,1246.78,0,121000,491,10.84198,,,
892,OmniSci,T,T,F,64,2080ti,-,2,Q12,T,F,1,5,7,2,2,T,T,24545.89,100.448,,139,2185.46,0,59000,187,9.54438,,,
893,OmniSci,T,T,F,64,2080ti,-,2,Q13,T,T,1,0,6,2,2,F,T,3759.56,1130.43,,139,6673550,56.3,7340000,7916,10.10406,,,
894,OmniSci,T,T,F,64,2080ti,-,2,Q14,T,F,1,4,6,2,2,T,F,27361.46,263.167,,5,1481.53,0,19000,169,9.86028,,,
895,OmniSci,T,T,F,64,2080ti,-,2,Q15,T,T,1,4,8,2,2,F,T,27507.41,454.557,,12,2018.51,0,206000,591,11.32098,,,
896,OmniSci,T,T,F,64,2080ti,-,2,Q16,T,T,1,0,8,3,3,F,T,2992.62,69703.97,,7,3204.75,0,3429000,3666,10.4855,,,
897,OmniSci,T,T,F,64,2080ti,-,2,Q17,T,T,2,3,6,3,2,F,F,24181.28,2770.96,,11,20594.97,0.4,613000,898,10.65245,,,
898,OmniSci,T,T,F,64,2080ti,-,2,Q18,T,T,2,2,8,4,3,F,T,36609.41,27923.63,,17,16108.6,0.2,2507000,2867,10.64517,,,
899,OmniSci,T,T,F,64,2080ti,-,2,Q19,T,F,1,6,10,2,2,F,F,40470.78,131.904,,3,9240.29,0.2,25000,145,9.81392,,,
900,OmniSci,T,T,F,64,2080ti,-,2,Q20,T,T,2,3,17,5,5,F,T,30325.4,8158.13,,23,58661.28,0.7,3064000,3696,11.57012,,,
901,OmniSci,T,T,F,64,2080ti,-,2,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,-,-,,,
902,OmniSci,T,T,F,64,2080ti,-,2,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,-,-,,,
903,OmniSci,T,T,F,64,2080ti,-,4,Q1,T,F,0,7,7,1,1,F,T,98418.6,44.896,,2,211388.05,3.6,177000,1119,9.72976,,,
904,OmniSci,T,T,F,64,2080ti,-,4,Q2,T,T,8,0,16,10,5,F,T,8070.21,4142.88,,39,19071570,79.9,19919000,20701,12.45902,,,
905,OmniSci,T,T,F,64,2080ti,-,4,Q3,T,F,2,4,10,3,3,F,T,63259.98,376.799,,12,42535.54,0.7,423000,926,10.45487,,,
906,OmniSci,T,T,F,64,2080ti,-,4,Q4,T,T,0,3,7,2,2,F,T,48519.24,55432.8,,149,7839.85,0.1,3854000,4597,11.09984,,,
907,OmniSci,T,T,F,64,2080ti,-,4,Q5,T,F,5,4,16,6,6,F,T,61036.38,183.519,,147,9294.25,0.2,75000,289,9.80108,,,
908,OmniSci,T,T,F,64,2080ti,-,4,Q6,T,F,0,4,4,1,1,F,F,62444.34,130.719,,1,1331.99,0,10000,86,3.76572,,,
909,OmniSci,T,T,F,64,2080ti,-,4,Q7,T,T,5,5,15,6,5,F,T,67449.56,69.44,,12,36438.1,0.6,51000,190,9.54638,,,
910,OmniSci,T,T,F,64,2080ti,-,4,Q8,T,T,7,5,19,8,8,T,T,70583.91,282.748,,165,18498.41,0.3,89000,420,10.89439,,,
911,OmniSci,T,T,F,64,2080ti,-,4,Q9,T,T,5,6,16,6,6,F,T,89744.52,51.584,,12,72009.56,1.2,89000,350,9.74252,,,
912,OmniSci,T,T,F,64,2080ti,-,4,Q10,T,F,3,4,16,4,4,F,T,62688.43,1894.39,,16,124891.58,2.1,289000,869,10.09647,,,
913,OmniSci,T,T,F,64,2080ti,-,4,Q11,T,T,4,0,8,6,3,F,T,7761.07,2591.95,,22,1437.24,0,190000,640,11.16328,,,
914,OmniSci,T,T,F,64,2080ti,-,4,Q12,T,F,1,5,7,2,2,T,T,49796.58,101.727,,139,3619.59,0.1,59000,243,9.37719,,,
915,OmniSci,T,T,F,64,2080ti,-,4,Q13,T,T,1,0,6,2,2,F,T,7553.39,1826.17,,139,25432380,77.3,27661000,28246,10.40932,,,
916,OmniSci,T,T,F,64,2080ti,-,4,Q14,T,F,1,4,6,2,2,T,F,54207.27,263.135,,5,3767.88,0.1,21000,209,9.627,,,
917,OmniSci,T,T,F,64,2080ti,-,4,Q15,T,T,1,4,8,2,2,F,T,54644.01,469.628,,12,3201.42,0.1,120000,557,11.37391,,,
918,OmniSci,T,T,F,64,2080ti,-,4,Q16,T,T,1,0,8,3,3,F,T,4737.98,129336.55,,7,6119.7,0.1,6336000,6682,10.14651,,,
919,OmniSci,T,T,F,64,2080ti,-,4,Q17,T,T,2,3,6,3,2,F,F,47429.14,5135.49,,11,62336.66,1.1,1215000,1587,10.76451,,,
920,OmniSci,T,T,F,64,2080ti,-,4,Q18,T,T,2,2,8,4,3,F,T,76302.81,53996.9,,17,31781.78,0.4,4902000,5433,11.6058,,,
921,OmniSci,T,T,F,64,2080ti,-,4,Q19,T,F,1,6,10,2,2,F,F,81879,131.839,,3,25228.58,0.4,41000,225,9.74415,,,
922,OmniSci,T,T,F,64,2080ti,-,4,Q20,T,T,2,3,17,5,5,F,T,59433.89,16154.42,,23,116670.81,1,5983000,6947,12.3352,,,
923,OmniSci,T,T,F,64,2080ti,-,4,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,-,-,,,
924,OmniSci,T,T,F,64,2080ti,-,4,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,-,-,,,
925,OmniSci,T,T,F,64,2080ti,-,8,Q1,T,F,0,7,7,1,1,F,T,196389.14,44.8,,2,359142.27,6.1,348000,2681,9.50859,,,
926,OmniSci,T,T,F,64,2080ti,-,8,Q2,T,T,8,0,16,10,5,F,T,15762.84,4731.74,,39,78513730,93.6,82879000,82312,11.86179,,,
927,OmniSci,T,T,F,64,2080ti,-,8,Q3,T,F,2,4,10,3,3,F,T,126702.32,716.41,,12,85199.16,1.5,879000,1646,9.84653,,,
928,OmniSci,T,T,F,64,2080ti,-,8,Q4,T,T,0,3,7,2,2,F,T,97965.97,110212.43,,149,14788.3,0.1,7594000,8366,11.09197,,,
929,OmniSci,T,T,F,64,2080ti,-,8,Q5,T,F,5,4,16,6,6,F,T,122539.03,183.487,,147,19516.91,0.3,83000,374,9.92817,,,
930,OmniSci,T,T,F,64,2080ti,-,8,Q6,T,F,0,4,4,1,1,F,F,125901.1,539.931,,1,2702.64,0,13000,87,3.7327,,,
931,OmniSci,T,T,F,64,2080ti,-,8,Q7,T,T,5,5,15,6,5,F,T,136293.65,68.64,,12,73934.93,1.3,91000,228,9.9229,,,
932,OmniSci,T,T,F,64,2080ti,-,8,Q8,T,T,7,5,19,8,8,T,T,140031.04,283.678,,165,45248.64,0.5,118000,511,10.36928,,,
933,OmniSci,T,T,F,64,2080ti,-,8,Q9,T,T,5,6,16,6,6,F,T,179946.27,51.135,,12,154120.34,2.6,168000,559,9.1684,,,
934,OmniSci,T,T,F,64,2080ti,-,8,Q10,T,F,3,4,16,4,4,F,T,123048.11,3755.65,,16,248493.2,2.8,574000,1340,9.83056,,,
935,OmniSci,T,T,F,64,2080ti,-,8,Q11,T,T,4,0,8,6,3,F,T,15388.31,4165.67,,22,1890.32,0,335000,796,10.94969,,,
936,OmniSci,T,T,F,64,2080ti,-,8,Q12,T,F,1,5,7,2,2,T,T,98366.88,100.48,,139,6753.26,0.1,63000,334,9.7904,,,
937,OmniSci,T,T,F,64,2080ti,-,8,Q13,T,T,1,0,6,2,2,F,T,14709.76,2878.77,,139,98328200,93.8,108178000,108127,9.92989,,,
938,OmniSci,T,T,F,64,2080ti,-,8,Q14,T,F,1,4,6,2,2,T,F,107826.91,798.201,,5,11521.87,0.2,29000,220,10.34373,,,
939,OmniSci,T,T,F,64,2080ti,-,8,Q15,T,T,1,4,8,2,2,F,T,107907.49,543.324,,12,6277.2,0.1,166000,614,10.95336,,,
940,OmniSci,T,T,F,64,2080ti,-,8,Q16,T,T,1,0,8,3,3,F,T,8315.08,261414.24,,7,11875.4,0.1,11592000,11967,10.83127,,,
941,OmniSci,T,T,F,64,2080ti,-,8,Q17,T,T,2,3,6,3,2,F,F,96790.05,10.01728,,11,148734.93,1.7,2402000,2795,10.65639,,,
