Row No.,DBMS,In-memory,"column-
orientedness", Multi-GPU,RAM size (GB),Evolution,Interconnect,"Database 
Size (GB)",Query Name,aggregation,subquery,# of joins,"# of attributes 
to be referenced 
(on the fact table)",# of (projection+selection) attributes to be referenced by query,"# of all tables 
to be referenced","# of distinct tables
 to be referenced",case-when,order by,HtoD time (㎲),DtoH time (㎲),GPU Page Fault,"# of kernels 
invoked","GPU utilization
(Kernel Time, ㎲)","GPU Utilization 
(Kernel Time, %)",Elapsed Time (㎲),"Elapsed Time 
on NVProf (ms)","Profiling 
Overhead (ms)","cudaLaunchKernel 
start time (ms)",,
444,PG-Strom,F,F,F,64,1080ti,-,64,Q19,T,F,1,6,10,2,2,F,F,5870290,6302590,120208,1019,3407540,,80985497,72812.483,7.61146,,,
445,PG-Strom,F,F,F,64,1080ti,-,64,Q22,T,T,0,0,4,3,2,F,T,507122.53,520281.57,10799,31,48823.27,,30061088,30206.961,6.68633,,,
446,PG-Strom,F,F,F,64,1080ti,-,128,Q1,T,F,0,7,7,1,1,F,T,31450820,32358600,2733950,7875,39011140,,183172232,129168.556,7.78665,,,
447,PG-Strom,F,F,F,64,1080ti,-,128,Q2,T,T,8,0,16,10,5,F,T,2798070,2785770,211361,438,1370380,,77354575,76883.71,8.81527,,,
448,PG-Strom,F,F,F,64,1080ti,-,128,Q3,T,F,2,4,10,3,3,F,T,34063540,35098550,2185935,2480,4588810,,210756737,180876.755,9.44326,,,
449,PG-Strom,F,F,F,64,1080ti,-,128,Q4,T,T,0,3,7,2,2,F,T,7086070,7736970,163128,452,267773,,312069890,238990.508,7.1357,,,
450,PG-Strom,F,F,F,64,1080ti,-,128,Q6,T,F,0,4,4,1,1,F,F,31224230,32174520,1731984,3941,8124020,,182344362,145747.216,7.2221,,,
451,PG-Strom,F,F,F,64,1080ti,-,128,Q7,T,T,5,5,15,6,5,F,T,18195690,18587440,1198571,2481,5233270,,198191864,170449.716,8.9375,,,
452,PG-Strom,F,F,F,64,1080ti,-,128,Q8,T,T,7,5,19,8,8,T,T,34265670,35445990,2391549,2549,4610490,,176979004,153083.351,10.41736,,,
453,PG-Strom,F,F,F,64,1080ti,-,128,Q9,T,T,5,6,16,6,6,F,T,32535170,33530090,2321006,2303,5873570,,329078963,304919.47,11.47316,,,
454,PG-Strom,F,F,F,64,1080ti,-,128,Q10,T,F,3,4,16,4,4,F,T,34317790,35460720,2059078,2419,3453840,,266030385,196052.306,8.3098,,,
455,PG-Strom,F,F,F,64,1080ti,-,128,Q11,T,T,4,0,8,6,3,F,T,9596360,9671450,677658,898,867691.03,,15983074,16879.328,10.3097,,,
456,PG-Strom,F,F,F,64,1080ti,-,128,Q12,T,F,1,5,7,2,2,T,T,17494540,18746860,563204,2873,3029090,,267362652,160789.937,8.73283,,,
457,PG-Strom,F,F,F,64,1080ti,-,128,Q14,T,F,1,4,6,2,2,T,F,32057290,35089760,619397,2019,2623450,,239420559,154338.102,8.29237,,,
458,PG-Strom,F,F,F,64,1080ti,-,128,Q15,T,T,1,4,8,2,2,F,T,,,err,err,,,236627224,138221.192,err,,,
459,PG-Strom,F,F,F,64,1080ti,-,128,Q16,T,T,1,0,8,3,3,F,T,2039750,2080540,137584,367,742714.41,,56187280,58267.046,9.38234,,,
460,PG-Strom,F,F,F,64,1080ti,-,128,Q19,T,F,1,6,10,2,2,F,F,32084870,32918290,1866922,4007,8256170,,255283246,139025.857,9.68716,,,
461,PG-Strom,F,F,F,64,1080ti,-,128,Q22,T,T,0,0,4,3,2,F,T,1008080,1039110,19074,62,94963.77,,59321042,62030.194,8.09635,,,
462,PG-Strom,F,F,F,48,2080ti,-,1,Q1,T,F,0,7,7,1,1,F,T,90148.49,73180.71,7009,69,197570.45,,657039,982.54,6.24534,,,
463,PG-Strom,F,F,F,48,2080ti,-,1,Q2,T,T,8,0,16,10,5,F,T,14907.97,2745.91,572,5,6532.68,,355819,703.721,5.45957,,,
464,PG-Strom,F,F,F,48,2080ti,-,1,Q3,T,F,2,4,10,3,3,F,T,117451.08,101107.33,3147,23,20009.08,,2011716,2411.009,6.58144,,,
465,PG-Strom,F,F,F,48,2080ti,-,1,Q4,T,T,0,3,7,2,2,F,T,29345.09,21502.79,315,6,2223.22,,371985,793.317,5.43312,,,
466,PG-Strom,F,F,F,48,2080ti,-,1,Q5,T,F,5,4,16,6,6,F,T,23922.24,651.806,1156,11,13010.73,,439808,775.582,6.79288,,,
467,PG-Strom,F,F,F,48,2080ti,-,1,Q6,T,F,0,4,4,1,1,F,F,88807.99,73055.4,2297,37,33670.79,,539379,899.987,6.2871,,,
468,PG-Strom,F,F,F,48,2080ti,-,1,Q7,T,T,5,5,15,6,5,F,T,24452.4,1132.83,1208,10,14226.24,,492166,914.533,6.49083,,,
469,PG-Strom,F,F,F,48,2080ti,-,1,Q8,T,T,7,5,19,8,8,T,T,22042.78,3446.99,870,7,4524.81,,661732,1026.041,6.21571,,,
470,PG-Strom,F,F,F,48,2080ti,-,1,Q9,T,T,5,6,16,6,6,F,T,,,,,,,,-,,,,
471,PG-Strom,F,F,F,48,2080ti,-,1,Q10,T,F,3,4,16,4,4,F,T,,,,,,,,-,,,,
472,PG-Strom,F,F,F,48,2080ti,-,1,Q11,T,T,4,0,8,6,3,F,T,27630.49,19022.3,922,9,5542.98,,462980,991.882,6.77697,,,
473,PG-Strom,F,F,F,48,2080ti,-,1,Q12,T,F,1,5,7,2,2,T,T,108757.03,103596.13,1648,32,22384.02,,1037267,1375.617,7.92457,,,
474,PG-Strom,F,F,F,48,2080ti,-,1,Q13,T,T,1,0,6,2,2,F,T,26735.97,19401.21,1369,6,25550.38,,655174,944.833,5.59238,,,
475,PG-Strom,F,F,F,48,2080ti,-,1,Q14,T,F,1,4,6,2,2,T,F,89295.03,96919.62,2202,26,18995.27,,986985,1383.797,8.38786,,,
476,PG-Strom,F,F,F,48,2080ti,-,1,Q15,T,T,1,4,8,2,2,F,T,109654.43,97636.96,1449,18,9129.53,,617468,1059.655,5.4232,,,
477,PG-Strom,F,F,F,48,2080ti,-,1,Q16,T,T,1,0,8,3,3,F,T,8810.4,957.978,434,4,14232.68,,740047,1012.097,5.77148,,,
478,PG-Strom,F,F,F,48,2080ti,-,1,Q17,T,T,2,3,6,3,2,F,F,170758.57,168492.81,7882,84,337532.94,,2000173,2556.072,9.58692,,,
479,PG-Strom,F,F,F,48,2080ti,-,1,Q18,T,T,2,2,8,4,3,F,T,102574.73,98352.37,2588,22,11067.34,,2822098,3058.469,6.64487,,,
480,PG-Strom,F,F,F,48,2080ti,-,1,Q19,T,F,1,6,10,2,2,F,F,86745.01,96085.34,1192,20,29038.07,,1031026,1367.262,7.95455,,,
481,PG-Strom,F,F,F,48,2080ti,-,1,Q20,T,T,2,3,17,5,5,F,T,,,,,,,,err,,,,
482,PG-Strom,F,F,F,48,2080ti,-,1,Q21,T,T,3,4,16,6,4,F,T,115818.51,89436.27,2894,24,26019.08,,1207829,1555.767,9.02171,,,
483,PG-Strom,F,F,F,48,2080ti,-,1,Q22,T,T,0,0,4,3,2,F,T,,,,,,,363477,-,,,,
484,PG-Strom,F,F,F,48,2080ti,-,2,Q1,T,F,0,7,7,1,1,F,T,182926.78,173867.36,8086,127,436162.05,,935082,1579.838,6.90141,,,
485,PG-Strom,F,F,F,48,2080ti,-,2,Q2,T,T,8,0,16,10,5,F,T,41718.2,21541.17,1445,11,11710.17,,582152,966.961,7.29587,,,
486,PG-Strom,F,F,F,48,2080ti,-,2,Q3,T,F,2,4,10,3,3,F,T,217124.77,215113.81,5494,41,46019.59,,3950159,4395.262,7.29471,,,
487,PG-Strom,F,F,F,48,2080ti,-,2,Q4,T,T,0,3,7,2,2,F,T,50172.92,45807.4,481,9,4506.44,,520353,941.986,5.87353,,,
488,PG-Strom,F,F,F,48,2080ti,-,2,Q5,T,F,5,4,16,6,6,F,T,52649.29,48144.35,2107,16,22675.84,,961218,1423.354,9.10098,,,
489,PG-Strom,F,F,F,48,2080ti,-,2,Q6,T,F,0,4,4,1,1,F,F,176500.14,172608.13,3351,69,102172.67,,649156,1354.833,7.05243,,,
490,PG-Strom,F,F,F,48,2080ti,-,2,Q7,T,T,5,5,15,6,5,F,T,44311.75,7473.39,1550,14,21318.1,,729488,1077.261,7.50541,,,
491,PG-Strom,F,F,F,48,2080ti,-,2,Q8,T,T,7,5,19,8,8,T,T,43951.64,23074.6,1468,11,8286.73,,1180369,1471.962,6.07305,,,
492,PG-Strom,F,F,F,48,2080ti,-,2,Q9,T,T,5,6,16,6,6,F,T,183656.24,168227.15,4385,34,73821.03,,2436708,2970.863,5.7225,,,
493,PG-Strom,F,F,F,48,2080ti,-,2,Q10,T,F,3,4,16,4,4,F,T,217751.82,239113.26,6106,43,41191.2,,3199427,3674.001,7.79606,,,
494,PG-Strom,F,F,F,48,2080ti,-,2,Q11,T,T,4,0,8,6,3,F,T,55134.04,43362.2,1629,20,14866.77,,560633,1118.03,8.81437,,,
495,PG-Strom,F,F,F,48,2080ti,-,2,Q12,T,F,1,5,7,2,2,T,T,210638.27,221230.91,2657,55,40719.21,,1857296,2299.914,8.75495,,,
496,PG-Strom,F,F,F,48,2080ti,-,2,Q13,T,T,1,0,6,2,2,F,T,52246.01,45261.65,3051,13,69517.45,,1352635,1756.883,8.02011,,,
497,PG-Strom,F,F,F,48,2080ti,-,2,Q14,T,F,1,4,6,2,2,T,F,169959.01,193262.41,5048,41,31906.18,,1700547,2150.257,9.07915,,,
498,PG-Strom,F,F,F,48,2080ti,-,2,Q15,T,T,1,4,8,2,2,F,T,183924.89,197279.45,5059,33,44778.37,,1112354,1561.107,6.91816,,,
499,PG-Strom,F,F,F,48,2080ti,-,2,Q16,T,T,1,0,8,3,3,F,T,36652.91,33014.93,1067,8,8164.08,,922209,1200.791,7.3573,,,
500,PG-Strom,F,F,F,48,2080ti,-,2,Q17,T,T,2,3,6,3,2,F,F,346456.78,342495,15462,159,490504.08,,3770808,4377.717,10.98796,,,
501,PG-Strom,F,F,F,48,2080ti,-,2,Q18,T,T,2,2,8,4,3,F,T,,,,,,,,-,,,,
502,PG-Strom,F,F,F,48,2080ti,-,2,Q19,T,F,1,6,10,2,2,F,F,170264.39,191644.45,1857,35,50975.76,,1769062,2167.419,8.33903,,,
503,PG-Strom,F,F,F,48,2080ti,-,2,Q20,T,T,2,3,17,5,5,F,T,,,,,,,,err,,,,
504,PG-Strom,F,F,F,48,2080ti,-,2,Q21,T,T,3,4,16,6,4,F,T,208250.44,197139.46,5590,42,50928.49,,2145796,2491.2,7.92256,,,
505,PG-Strom,F,F,F,48,2080ti,-,2,Q22,T,T,0,0,4,3,2,F,T,5290.32,6224.94,109,1,998.946,,945937,1270.15,6.1555,,,
506,PG-Strom,F,F,F,48,2080ti,-,4,Q1,T,F,0,7,7,1,1,F,T,357197.64,367313.46,15419,255,801777.92,,1840091,2208.657,7.0969,,,
507,PG-Strom,F,F,F,48,2080ti,-,4,Q2,T,T,8,0,16,10,5,F,T,92323.49,76624.41,3087,30,40267.49,,950139,1279.477,11.0516,,,
508,PG-Strom,F,F,F,48,2080ti,-,4,Q3,T,F,2,4,10,3,3,F,T,451412.71,447219.24,10559,82,116356.48,,2427310,2802.561,7.92076,,,
509,PG-Strom,F,F,F,48,2080ti,-,4,Q4,T,T,0,3,7,2,2,F,T,90935.53,88864.76,1720,17,6034.87,,833096,1307.15,5.36439,,,
510,PG-Strom,F,F,F,48,2080ti,-,4,Q5,T,F,5,4,16,6,6,F,T,115712.47,92925.89,2995,23,20787.81,,1723141,2127.043,8.29627,,,
511,PG-Strom,F,F,F,48,2080ti,-,4,Q6,T,F,0,4,4,1,1,F,F,353939.84,352786.47,8025,129,98383.39,,1589419,2039.631,6.22947,,,
512,PG-Strom,F,F,F,48,2080ti,-,4,Q7,T,T,5,5,15,6,5,F,T,353600.84,343063.56,8890,67,80946.75,,4229494,4782.17,9.34712,,,
513,PG-Strom,F,F,F,48,2080ti,-,4,Q8,T,T,7,5,19,8,8,T,T,107954.67,92883.04,3407,23,20241.12,,2363337,3093.573,8.29461,,,
514,PG-Strom,F,F,F,48,2080ti,-,4,Q9,T,T,5,6,16,6,6,F,T,381261.7,361891.75,8873,64,156029.87,,4681466,5094.97,5.44987,,,
515,PG-Strom,F,F,F,48,2080ti,-,4,Q10,T,F,3,4,16,4,4,F,T,425217.88,474946.11,13659,82,75617.22,,5634498,3273.464,7.72548,,,
516,PG-Strom,F,F,F,48,2080ti,-,4,Q11,T,T,4,0,8,6,3,F,T,112888.01,86018.3,3000,38,30425.91,,803807,1277.597,7.99401,,,
517,PG-Strom,F,F,F,48,2080ti,-,4,Q12,T,F,1,5,7,2,2,T,T,408080.88,461022.33,5175,98,64785.38,,3644271,4152.271,8.06972,,,
518,PG-Strom,F,F,F,48,2080ti,-,4,Q13,T,T,1,0,6,2,2,F,T,,,,,,,,x,,,,
519,PG-Strom,F,F,F,48,2080ti,-,4,Q14,T,F,1,4,6,2,2,T,F,344477.33,386400.04,9515,74,40835.53,,3454177,3978.044,8.02337,,,
520,PG-Strom,F,F,F,48,2080ti,-,4,Q15,T,T,1,4,8,2,2,F,T,351491.6,386351.06,11048,64,97025.97,,2020781,2451.642,6.58497,,,
521,PG-Strom,F,F,F,48,2080ti,-,4,Q16,T,T,1,0,8,3,3,F,T,68082.94,65974.69,2051,14,17501.91,,1733958,2068.903,6.57831,,,
522,PG-Strom,F,F,F,48,2080ti,-,4,Q17,T,T,2,3,6,3,2,F,F,685849.67,689484.38,30390,315,414321.53,,7647311,8177.788,9.05537,,,
523,PG-Strom,F,F,F,48,2080ti,-,4,Q19,T,F,1,6,10,2,2,F,F,339674.93,383296.35,3581,67,96507.71,,3557091,4088.182,7.5582,,,
524,PG-Strom,F,F,F,48,2080ti,-,4,Q21,T,T,3,4,16,6,4,F,T,413211.48,406767.87,11008,81,100502.1,,4365071,4860.974,7.03757,,,
525,PG-Strom,F,F,F,48,2080ti,-,4,Q22,T,T,0,0,4,3,2,F,T,15411.67,11505.4,283,3,1668.29,,1798946,2194.524,5.42985,,,
526,PG-Strom,F,F,F,48,2080ti,-,8,Q1,T,F,0,7,7,1,1,F,T,699350.39,707090.88,24781,503,1575003,,3478994,3810.625,6.3306,,,
527,PG-Strom,F,F,F,48,2080ti,-,8,Q2,T,T,8,0,16,10,5,F,T,170700.12,150062.06,5124,46,82094.91,,1693978,2053.026,10.85925,,,
528,PG-Strom,F,F,F,48,2080ti,-,8,Q3,T,F,2,4,10,3,3,F,T,867987.01,889105.94,20990,159,230134.64,,4442111,5043.807,7.82587,,,
529,PG-Strom,F,F,F,48,2080ti,-,8,Q4,T,T,0,3,7,2,2,F,T,168803.45,178321.4,3167,31,19904.07,,1434661,1918.73,5.47787,,,
530,PG-Strom,F,F,F,48,2080ti,-,8,Q5,T,F,5,4,16,6,6,F,T,942937.27,946400.27,33239,162,400882.08,,10965482,11985.937,9.7562,,,
531,PG-Strom,F,F,F,48,2080ti,-,8,Q6,T,F,0,4,4,1,1,F,F,692061.53,697128.08,14803,251,238437.58,,2883119,3486.827,6.23759,,,
532,PG-Strom,F,F,F,48,2080ti,-,8,Q7,T,T,5,5,15,6,5,F,T,834195.48,838462.51,22300,155,185423.94,,6919617,7655.695,7.6844,,,
533,PG-Strom,F,F,F,48,2080ti,-,8,Q8,T,T,7,5,19,8,8,T,T,854462.68,879602.24,26148,160,229900.81,,9401670,10286.327,7.86527,,,
534,PG-Strom,F,F,F,48,2080ti,-,8,Q9,T,T,5,6,16,6,6,F,T,883776.3,896927.99,27088,156,294371.48,,9757678,10141.534,6.65943,,,
535,PG-Strom,F,F,F,48,2080ti,-,8,Q10,T,F,3,4,16,4,4,F,T,896145.2,921370.24,21474,155,175797.81,,5335885,5843.244,11.17308,,,
536,PG-Strom,F,F,F,48,2080ti,-,8,Q11,T,T,4,0,8,6,3,F,T,207985.2,186915.92,4867,65,50656.58,,1271030,1778.095,7.98006,,,
537,PG-Strom,F,F,F,48,2080ti,-,8,Q12,T,F,1,5,7,2,2,T,T,809707.11,931262.93,9764,187,115507.71,,6476777,7385.289,8.54123,,,
538,PG-Strom,F,F,F,48,2080ti,-,8,Q14,T,F,1,4,6,2,2,T,F,679562.17,769613.29,19942,141,82410.36,,6036817,6904.298,8.03025,,,
539,PG-Strom,F,F,F,48,2080ti,-,8,Q15,T,T,1,4,8,2,2,F,T,673632.63,745772.57,19845,125,297282.88,,3524077,4147.217,6.44582,,,
540,PG-Strom,F,F,F,48,2080ti,-,8,Q16,T,T,1,0,8,3,3,F,T,131657.3,132455.02,4077,25,33674.5,,3359371,3680.068,6.74633,,,
541,PG-Strom,F,F,F,48,2080ti,-,8,Q17,T,T,2,3,6,3,2,F,F,1352810,1386610,60061,624,828422.11,,14502362,15635.709,9.57278,,,
542,PG-Strom,F,F,F,48,2080ti,-,8,Q19,T,F,1,6,10,2,2,F,F,676293.97,764455.62,6877,131,190114.12,,6306597,7095.743,7.86849,,,
543,PG-Strom,F,F,F,48,2080ti,-,8,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,err,,,,
544,PG-Strom,F,F,F,48,2080ti,-,8,Q22,T,T,0,0,4,3,2,F,T,31264.33,23322.33,638,6,5271.82,,3450070,3823.49,5.44528,,,
545,PG-Strom,F,F,F,48,2080ti,-,16,Q1,T,F,0,7,7,1,1,F,T,1352690,1376740,53032,991,3014960,,6852762,6943.542,7.33065,,,
546,PG-Strom,F,F,F,48,2080ti,-,16,Q2,T,T,8,0,16,10,5,F,T,264297.26,248635.44,9531,62,127372.01,,8446437,9073.308,8.44537,,,
547,PG-Strom,F,F,F,48,2080ti,-,16,Q3,T,F,2,4,10,3,3,F,T,1691280,1732670,38929,314,867455.54,,8665115,9609.573,8.44804,,,
548,PG-Strom,F,F,F,48,2080ti,-,16,Q4,T,T,0,3,7,2,2,F,T,308572.05,352337.16,8114,58,28280.68,,2840471,3243.607,6.33257,,,
549,PG-Strom,F,F,F,48,2080ti,-,16,Q5,T,F,5,4,16,6,6,F,T,,,,,,,,-,,,,
550,PG-Strom,F,F,F,48,2080ti,-,16,Q6,T,F,0,4,4,1,1,F,F,1355720,1379500,24776,499,580227.47,,5981832,6525.92,9.30077,,,
551,PG-Strom,F,F,F,48,2080ti,-,16,Q7,T,T,5,5,15,6,5,F,T,1700510,1724100,46400,314,368785.02,,13982740,15130.318,8.70288,,,
552,PG-Strom,F,F,F,48,2080ti,-,16,Q8,T,T,7,5,19,8,8,T,T,1705210,1794570,54716,2,12973.21,,17059758,21007.32,9.05652,,,
553,PG-Strom,F,F,F,48,2080ti,-,16,Q9,T,T,5,6,16,6,6,F,T,1765580,1788530,50604,315,615587.56,,21892831,23045.221,8.46809,,,
554,PG-Strom,F,F,F,48,2080ti,-,16,Q10,T,F,3,4,16,4,4,F,T,1690400,1744400,37959,305,496326.55,,10989629,11652.128,7.25544,,,
555,PG-Strom,F,F,F,48,2080ti,-,16,Q11,T,T,4,0,8,6,3,F,T,409504.45,395707.49,9916,119,81568.34,,2463818,2939.53,8.21777,,,
556,PG-Strom,F,F,F,48,2080ti,-,16,Q12,T,F,1,5,7,2,2,T,T,1593140,1848660,18587,364,272595.05,,12934939,14313.407,8.18074,,,
557,PG-Strom,F,F,F,48,2080ti,-,16,Q14,T,F,1,4,6,2,2,T,F,1334030,1561400,37039,270,157161.31,,12207623,13479.039,8.65891,,,
558,PG-Strom,F,F,F,48,2080ti,-,16,Q15,T,T,1,4,8,2,2,F,T,1324130,1477000,41463,249,711827.87,,7152257,7932.417,6.99908,,,
559,PG-Strom,F,F,F,48,2080ti,-,16,Q16,T,T,1,0,8,3,3,F,T,257932.52,264514.11,7635,47,69768.1,,6801299,7317.566,7.27063,,,
560,PG-Strom,F,F,F,48,2080ti,-,16,Q17,T,T,2,3,6,3,2,F,F,1343900,1403040,72693,994,833764.37,,16396227,17616.382,8.3518,,,
561,PG-Strom,F,F,F,48,2080ti,-,16,Q19,T,F,1,6,10,2,2,F,F,1334380,1549390,13215,257,363455.02,,12725195,13970.055,8.34583,,,
562,PG-Strom,F,F,F,48,2080ti,-,16,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,err,,,,
563,PG-Strom,F,F,F,48,2080ti,-,16,Q22,T,T,0,0,4,3,2,F,T,50985.93,45790.44,992,9,7925.34,,7671889,8021.245,6.49963,,,
564,PG-Strom,F,F,F,48,2080ti,-,32,Q1,T,F,0,7,7,1,1,F,T,2689270,2778080,101440,1975,6351340,,32099822,29272.135,7.30342,,,
565,PG-Strom,F,F,F,48,2080ti,-,32,Q2,T,T,8,0,16,10,5,F,T,527195.83,512037.11,18315,117,242738.85,,19479993,20108.84,8.99486,,,
566,PG-Strom,F,F,F,48,2080ti,-,32,Q3,T,F,2,4,10,3,3,F,T,3376460,3616690,80881,624,1403980,,30399061,32274.801,8.84093,,,
567,PG-Strom,F,F,F,48,2080ti,-,32,Q4,T,T,0,3,7,2,2,F,T,629444.83,707451.96,15257,115,83873.85,,7040787,7813.286,6.18633,,,
568,PG-Strom,F,F,F,48,2080ti,-,32,Q5,T,F,5,4,16,6,6,F,T,,,,,,,,-,,,,
569,PG-Strom,F,F,F,48,2080ti,-,32,Q6,T,F,0,4,4,1,1,F,F,2714890,2777660,48071,989,1372720,,11438450,11870.932,7.41727,,,
570,PG-Strom,F,F,F,48,2080ti,-,32,Q7,T,T,5,5,15,6,5,F,T,3378660,3452310,97142,624,996737.63,,26865091,29200.274,8.95076,,,
571,PG-Strom,F,F,F,48,2080ti,-,32,Q8,T,T,7,5,19,8,8,T,T,,,,,,,,err,,,,
572,PG-Strom,F,F,F,48,2080ti,-,32,Q9,T,T,5,6,16,6,6,F,T,4028530,4113850,134538,701,1818920,,51870791,51689.735,10.72896,,,
573,PG-Strom,F,F,F,48,2080ti,-,32,Q10,T,F,3,4,16,4,4,F,T,3417040,3544220,73471,607,1283340,,21980217,23058.194,7.95094,,,
574,PG-Strom,F,F,F,48,2080ti,-,32,Q11,T,T,4,0,8,6,3,F,T,818291.9,808275.11,17159,230,261486.89,,4281944,4885.003,9.30777,,,
575,PG-Strom,F,F,F,48,2080ti,-,32,Q12,T,F,1,5,7,2,2,T,T,3198620,3728020,36691,726,552278.31,,25065884,29041.33,10.38722,,,
576,PG-Strom,F,F,F,48,2080ti,-,32,Q14,T,F,1,4,6,2,2,T,F,2673560,3140400,79901,532,329243.51,,23666264,26046.099,8.90622,,,
577,PG-Strom,F,F,F,48,2080ti,-,32,Q15,T,T,1,4,8,2,2,F,T,2665840,2967520,80978,496,1214410,,13671591,14932.693,7.51532,,,
578,PG-Strom,F,F,F,48,2080ti,-,32,Q16,T,T,1,0,8,3,3,F,T,517071.89,529345.24,14750,93,146578.49,,13421542,14431.86,8.87293,,,
579,PG-Strom,F,F,F,48,2080ti,-,32,Q17,T,T,2,3,6,3,2,F,F,,,,,,,,-,,,,
580,PG-Strom,F,F,F,48,2080ti,-,32,Q19,T,F,1,6,10,2,2,F,F,2672860,3119770,26206,511,727682.49,,23174351,25629.826,8.58584,,,
581,PG-Strom,F,F,F,48,2080ti,-,32,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,err,,,,
582,PG-Strom,F,F,F,48,2080ti,-,32,Q22,T,T,0,0,4,3,2,F,T,89942.76,92659.9,1746,16,25873.79,,15094178,15535.798,5.58473,,,
583,PG-Strom,F,F,F,48,2080ti,-,64,Q1,T,F,0,7,7,1,1,F,T,5339410,5511860,192457,3941,12883670,,68676049,60337.153,6.97262,,,
584,PG-Strom,F,F,F,48,2080ti,-,64,Q2,T,T,8,0,16,10,5,F,T,1043320,1049920,36860,221,470065.09,,38221061,38494.459,8.42286,,,
585,PG-Strom,F,F,F,48,2080ti,-,64,Q3,T,F,2,4,10,3,3,F,T,6655380,7027590,160548,1242,2553720,,65467463,62486.003,8.66703,,,
586,PG-Strom,F,F,F,48,2080ti,-,64,Q4,T,T,0,3,7,2,2,F,T,1192330,1378480,30565,227,109509.94,,97627365,95907.425,5.51911,,,
587,PG-Strom,F,F,F,48,2080ti,-,64,Q5,T,F,5,4,16,6,6,F,T,,,,,,,,-,,,,
588,PG-Strom,F,F,F,48,2080ti,-,64,Q6,T,F,0,4,4,1,1,F,F,5300440,5576570,111663,1971,2226730,,54179167,52484.926,6.95081,,,
589,PG-Strom,F,F,F,48,2080ti,-,64,Q7,T,T,5,5,15,6,5,F,T,6692130,6935780,199588,1243,1894430,,79142151,75591.781,8.10686,,,
590,PG-Strom,F,F,F,48,2080ti,-,64,Q8,T,T,7,5,19,8,8,T,T,6881920,7271840,176479,1277,1967240,,68744133,67216.76,9.44141,,,
591,PG-Strom,F,F,F,48,2080ti,-,64,Q9,T,T,5,6,16,6,6,F,T,8080640,8420720,276863,1395,3312110,,99365092,97216.816,9.20356,,,
592,PG-Strom,F,F,F,48,2080ti,-,64,Q10,T,F,3,4,16,4,4,F,T,6811580,7360800,164441,1242,2941690,,73884229,71208.908,8.34433,,,
593,PG-Strom,F,F,F,48,2080ti,-,64,Q11,T,T,4,0,8,6,3,F,T,1669920,1695290,36949,453,363834.71,,8102057,8682.829,10.4372,,,
594,PG-Strom,F,F,F,48,2080ti,-,64,Q12,T,F,1,5,7,2,2,T,T,6403620,7481800,72707,1442,1068080,,69731928,69232.12,8.75505,,,
595,PG-Strom,F,F,F,48,2080ti,-,64,Q14,T,F,1,4,6,2,2,T,F,5338290,6294490,163717,1058,672072.27,,66149095,64450.188,9.31692,,,
596,PG-Strom,F,F,F,48,2080ti,-,64,Q15,T,T,1,4,8,2,2,F,T,5503020,6364710,202055,988,1231350,,51445529,46634.726,7.3425,,,
597,PG-Strom,F,F,F,48,2080ti,-,64,Q16,T,T,1,0,8,3,3,F,T,1035890,1068130,31897,185,289566.22,,27102057,28236.93,8.73766,,,
598,PG-Strom,F,F,F,48,2080ti,-,64,Q19,T,F,1,6,10,2,2,F,F,5343800,6249890,53810,1020,1452170,,68082347,67765.43,8.63184,,,
599,PG-Strom,F,F,F,48,2080ti,-,64,Q22,T,T,0,0,4,3,2,F,T,174692.96,186640.22,3877,32,30602.19,,30788019,31097.001,6.32471,,,
600,PG-Strom,F,F,F,48,2080ti,-,128,Q1,T,F,0,7,7,1,1,F,T,10656210,11074150,377252,7875,25624270,,121302680,116723.712,6.92891,,,
601,PG-Strom,F,F,F,48,2080ti,-,128,Q2,T,T,8,0,16,10,5,F,T,2059790,2088960,71771,434,982365.08,,76922879,78782.8,8.98206,,,
602,PG-Strom,F,F,F,48,2080ti,-,128,Q3,T,F,2,4,10,3,3,F,T,13447630,14258460,333648,2479,5019310,,119227488,118385.96,8.10375,,,
603,PG-Strom,F,F,F,48,2080ti,-,128,Q4,T,T,0,3,7,2,2,F,T,2372000,2760690,67270,452,219284.35,,174582011,175178.917,5.87207,,,
604,PG-Strom,F,F,F,48,2080ti,-,128,Q6,T,F,0,4,4,1,1,F,F,10689960,11248240,226755,3939,4329920,,92214946,91546.353,7.44252,,,
605,PG-Strom,F,F,F,48,2080ti,-,128,Q7,T,T,5,5,15,6,5,F,T,13402810,13912350,382436,2481,4308980,,141543568,141873.726,9.14814,,,
606,PG-Strom,F,F,F,48,2080ti,-,128,Q8,T,T,7,5,19,8,8,T,T,13757800,14566690,316945,2548,6069630,,125184120,124386.431,12.49601,,,
607,PG-Strom,F,F,F,48,2080ti,-,128,Q9,T,T,5,6,16,6,6,F,T,11471180,12145490,252552,2304,3913020,,229897909,231999.269,10.5167,,,
608,PG-Strom,F,F,F,48,2080ti,-,128,Q10,T,F,3,4,16,4,4,F,T,13130290,14070870,305805,2420,3801500,,139718489,142461.891,7.74848,,,
