Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,IC,DB_Size,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,KU,ET,ETN,OV
1068,PG-Strom,F,F,F,48,2080ti,11,-,8,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,673632.63,745772.57,19845,125,297282.88,,3524077,4147.217,6.44582
1069,PG-Strom,F,F,F,48,2080ti,11,-,8,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,131657.3,132455.02,4077,25,33674.5,,3359371,3680.068,6.74633
1070,PG-Strom,F,F,F,48,2080ti,11,-,8,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,1352810.0,1386610,60061,624,828422.11,,14502362,15635.709,9.57278
1071,PG-Strom,F,F,F,48,2080ti,11,-,8,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,676293.97,764455.62,6877,131,190114.12000000002,,6306597,7095.743,7.86849
1072,PG-Strom,F,F,F,48,2080ti,11,-,8,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,,err,
1073,PG-Strom,F,F,F,48,2080ti,11,-,8,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,31264.33,23322.33,638,6,5271.82,,3450070,3823.49,5.44528
1074,PG-Strom,F,F,F,48,2080ti,11,-,16,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,1352690.0,1376740,53032,991,3014960.0,,6852762,6943.542,7.33065
1075,PG-Strom,F,F,F,48,2080ti,11,-,16,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,264297.26,248635.44,9531,62,127372.01000000001,,8446437,9073.308,8.44537
1076,PG-Strom,F,F,F,48,2080ti,11,-,16,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,1691280.0,1732670,38929,314,867455.54,,8665115,9609.573,8.44804
1077,PG-Strom,F,F,F,48,2080ti,11,-,16,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,308572.05,352337.16,8114,58,28280.68,,2840471,3243.607,6.33257
1078,PG-Strom,F,F,F,48,2080ti,11,-,16,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,,,,,,,,-,
1079,PG-Strom,F,F,F,48,2080ti,11,-,16,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,1355720.0,1379500,24776,499,580227.4700000001,,5981832,6525.92,9.30077
1080,PG-Strom,F,F,F,48,2080ti,11,-,16,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,1700510.0,1724100,46400,314,368785.01999999996,,13982740,15130.318,8.70288
1081,PG-Strom,F,F,F,48,2080ti,11,-,16,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,1705210.0,1794570,54716,2,12973.21,,17059758,21007.32,9.05652
1082,PG-Strom,F,F,F,48,2080ti,11,-,16,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,1765580.0,1788530,50604,315,615587.56,,21892831,23045.221,8.46809
1083,PG-Strom,F,F,F,48,2080ti,11,-,16,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,1690400.0,1744400,37959,305,496326.55,,10989629,11652.128,7.25544
1084,PG-Strom,F,F,F,48,2080ti,11,-,16,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,409504.45,395707.49,9916,119,81568.34000000001,,2463818,2939.53,8.21777
1085,PG-Strom,F,F,F,48,2080ti,11,-,16,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,1593140.0,1848660,18587,364,272595.05,,12934939,14313.407,8.18074
1086,PG-Strom,F,F,F,48,2080ti,11,-,16,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,1334030.0,1561400,37039,270,157161.31,,12207623,13479.039,8.65891
1087,PG-Strom,F,F,F,48,2080ti,11,-,16,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,1324130.0,1477000,41463,249,711827.87,,7152257,7932.417,6.99908
1088,PG-Strom,F,F,F,48,2080ti,11,-,16,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,257932.52000000002,264514.11000000004,7635,47,69768.1,,6801299,7317.566,7.27063
1089,PG-Strom,F,F,F,48,2080ti,11,-,16,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,1343900.0,1403040,72693,994,833764.37,,16396226.999999998,17616.382,8.3518
1090,PG-Strom,F,F,F,48,2080ti,11,-,16,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,1334380.0,1549390,13215,257,363455.02,,12725195,13970.055,8.34583
1091,PG-Strom,F,F,F,48,2080ti,11,-,16,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,,err,
1092,PG-Strom,F,F,F,48,2080ti,11,-,16,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,50985.93,45790.439999999995,992,9,7925.34,,7671889,8021.245,6.49963
1093,PG-Strom,F,F,F,48,2080ti,11,-,32,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,2689270.0,2778080,101440,1975,6351340.0,,32099822,29272.135,7.30342
1094,PG-Strom,F,F,F,48,2080ti,11,-,32,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,527195.83,512037.11,18315,117,242738.85,,19479993,20108.84,8.99486
1095,PG-Strom,F,F,F,48,2080ti,11,-,32,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,3376460.0,3616690,80881,624,1403980.0,,30399061,32274.801,8.84093
1096,PG-Strom,F,F,F,48,2080ti,11,-,32,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,629444.8300000001,707451.96,15257,115,83873.85,,7040787,7813.286,6.18633
1097,PG-Strom,F,F,F,48,2080ti,11,-,32,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,,,,,,,,-,
1098,PG-Strom,F,F,F,48,2080ti,11,-,32,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,2714890.0,2777660,48071,989,1372720.0,,11438450,11870.932,7.41727
1099,PG-Strom,F,F,F,48,2080ti,11,-,32,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,3378660.0,3452310,97142,624,996737.63,,26865091,29200.274,8.95076
1100,PG-Strom,F,F,F,48,2080ti,11,-,32,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,,,,,,,,err,
1101,PG-Strom,F,F,F,48,2080ti,11,-,32,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,4028530.0,4113850.0000000005,134538,701,1818920.0,,51870791,51689.735,10.72896
1102,PG-Strom,F,F,F,48,2080ti,11,-,32,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,3417040.0,3544220,73471,607,1283340.0,,21980217,23058.194,7.95094
1103,PG-Strom,F,F,F,48,2080ti,11,-,32,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,818291.9,808275.11,17159,230,261486.89,,4281944,4885.003,9.30777
1104,PG-Strom,F,F,F,48,2080ti,11,-,32,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,3198620.0,3728020,36691,726,552278.31,,25065884,29041.33,10.38722
1105,PG-Strom,F,F,F,48,2080ti,11,-,32,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,2673560.0,3140400,79901,532,329243.51,,23666264,26046.099,8.90622
1106,PG-Strom,F,F,F,48,2080ti,11,-,32,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,2665840.0,2967520,80978,496,1214410.0,,13671591,14932.693,7.51532
1107,PG-Strom,F,F,F,48,2080ti,11,-,32,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,517071.8900000001,529345.24,14750,93,146578.49,,13421542,14431.86,8.87293
1108,PG-Strom,F,F,F,48,2080ti,11,-,32,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,,,,,,,,-,
1109,PG-Strom,F,F,F,48,2080ti,11,-,32,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,2672860.0,3119770,26206,511,727682.49,,23174351,25629.826,8.58584
1110,PG-Strom,F,F,F,48,2080ti,11,-,32,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,,err,
1111,PG-Strom,F,F,F,48,2080ti,11,-,32,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,89942.76000000001,92659.9,1746,16,25873.79,,15094178,15535.798,5.58473
1112,PG-Strom,F,F,F,48,2080ti,11,-,64,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,5339410.0,5511860,192457,3941,12883670.0,,68676049,60337.153,6.97262
1113,PG-Strom,F,F,F,48,2080ti,11,-,64,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,1043319.9999999999,1049920,36860,221,470065.09,,38221061,38494.459,8.42286
1114,PG-Strom,F,F,F,48,2080ti,11,-,64,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,6655380.0,7027590,160548,1242,2553720.0,,65467463,62486.003,8.66703
1115,PG-Strom,F,F,F,48,2080ti,11,-,64,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,1192330.0,1378480,30565,227,109509.94,,97627365,95907.425,5.51911
1116,PG-Strom,F,F,F,48,2080ti,11,-,64,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,,,,,,,,-,
1117,PG-Strom,F,F,F,48,2080ti,11,-,64,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,5300440.0,5576570,111663,1971,2226730.0,,54179167,52484.926,6.95081
1118,PG-Strom,F,F,F,48,2080ti,11,-,64,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,6692130.0,6935780,199588,1243,1894430.0,,79142151,75591.781,8.10686
1119,PG-Strom,F,F,F,48,2080ti,11,-,64,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,6881920.0,7271840,176479,1277,1967240.0,,68744133,67216.76,9.44141
1120,PG-Strom,F,F,F,48,2080ti,11,-,64,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,8080640.0,8420720,276863,1395,3312110.0,,99365092,97216.816,9.20356
1121,PG-Strom,F,F,F,48,2080ti,11,-,64,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,6811580.0,7360800,164441,1242,2941690.0,,73884229,71208.908,8.34433
1122,PG-Strom,F,F,F,48,2080ti,11,-,64,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,1669920.0,1695290,36949,453,363834.70999999996,,8102057,8682.829,10.4372
1123,PG-Strom,F,F,F,48,2080ti,11,-,64,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,6403620.0,7481800,72707,1442,1068080.0,,69731928,69232.12,8.75505
1124,PG-Strom,F,F,F,48,2080ti,11,-,64,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,5338290.0,6294490,163717,1058,672072.27,,66149095,64450.188,9.31692
1125,PG-Strom,F,F,F,48,2080ti,11,-,64,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,5503020.0,6364710,202055,988,1231350.0,,51445529,46634.726,7.3425
1126,PG-Strom,F,F,F,48,2080ti,11,-,64,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,1035890.0000000001,1068130,31897,185,289566.22,,27102057,28236.93,8.73766
1127,PG-Strom,F,F,F,48,2080ti,11,-,64,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,5343800.0,6249890,53810,1020,1452170.0,,68082347,67765.43,8.63184
1128,PG-Strom,F,F,F,48,2080ti,11,-,64,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,174692.96,186640.22,3877,32,30602.19,,30788019,31097.001,6.32471
1129,PG-Strom,F,F,F,48,2080ti,11,-,128,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,10656210.0,11074150,377252,7875,25624270.0,,121302680,116723.712,6.92891
1130,PG-Strom,F,F,F,48,2080ti,11,-,128,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,2059790.0,2088960,71771,434,982365.0800000001,,76922879,78782.8,8.98206
1131,PG-Strom,F,F,F,48,2080ti,11,-,128,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,13447630.0,14258460,333648,2479,5019310.0,,119227488,118385.96,8.10375
1132,PG-Strom,F,F,F,48,2080ti,11,-,128,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,2372000.0,2760690,67270,452,219284.34999999998,,174582011,175178.917,5.87207
1133,PG-Strom,F,F,F,48,2080ti,11,-,128,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,10689960.0,11248240,226755,3939,4329920.0,,92214946,91546.353,7.44252
1134,PG-Strom,F,F,F,48,2080ti,11,-,128,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,13402810.0,13912350,382436,2481,4308980.0,,141543568,141873.726,9.14814
1135,PG-Strom,F,F,F,48,2080ti,11,-,128,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,13757800.0,14566690,316945,2548,6069630.0,,125184120,124386.431,12.49601
1136,PG-Strom,F,F,F,48,2080ti,11,-,128,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,11471180.0,12145490,252552,2304,3913020.0,,229897909,231999.269,10.5167
1137,PG-Strom,F,F,F,48,2080ti,11,-,128,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,13130290.0,14070870,305805,2420,3801500.0,,139718489,142461.891,7.74848
1138,PG-Strom,F,F,F,48,2080ti,11,-,128,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,3282280.0,3327220,67008,901,935726.03,,16091412,17105.025,10.28527
1139,PG-Strom,F,F,F,48,2080ti,11,-,128,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,12771890.0,14952320,148009,2873,2152870.0,,129180177,134311.741,9.33751
1140,PG-Strom,F,F,F,48,2080ti,11,-,128,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,10823880.0,12606380,312485,2019,2887220.0,,99751485,102981.06,7.44406
1141,PG-Strom,F,F,F,48,2080ti,11,-,128,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,10837020.0,12643530,432074,1974,2112070.0,,93553412,91310.289,7.77776
1142,PG-Strom,F,F,F,48,2080ti,11,-,128,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,2075310.0,2159870,63383,367,568493.54,,55869695,58049.383,8.84651
1143,PG-Strom,F,F,F,48,2080ti,11,-,128,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,11110990.0,11765530,225962,4007,5058390.0,,91632688,93364.72,9.43765
1144,PG-Strom,F,F,F,48,2080ti,11,-,128,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,320212.57,361382.27,6427,61,152675.7,,65446534,61932.674,6.10273
1145,PG-Strom,F,F,F,64,2080ti,11,-,1,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,88385.86,55088.700000000004,7406,71,196892.08,,496389,870.543,6.13725
1146,PG-Strom,F,F,F,64,2080ti,11,-,1,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,13641.16,1018.6500000000001,692,5,4939.35,,339213,617.555,5.48888
1147,PG-Strom,F,F,F,64,2080ti,11,-,1,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,110526.3,100837.79,2741,23,22290.31,,1981972,2302.206,6.21274
1148,PG-Strom,F,F,F,64,2080ti,11,-,1,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,28988.399999999998,21662.33,311,6,2208.0899999999997,,339864,750.336,6.20325
1149,PG-Strom,F,F,F,64,2080ti,11,-,1,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,23457.88,634.368,1205,11,15059.240000000002,,426440,755.269,6.79775
1150,PG-Strom,F,F,F,64,2080ti,11,-,1,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,86968.63,69106.25,2033,37,34116.67,,508210,854.486,6.15762
1151,PG-Strom,F,F,F,64,2080ti,11,-,1,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,22940.12,1065.25,1149,10,12921.03,,466430,873.265,7.51627
1152,PG-Strom,F,F,F,64,2080ti,11,-,1,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,21260.31,3434.06,858,7,4245.0,,629646,988.521,5.44234
1153,PG-Strom,F,F,F,64,2080ti,11,-,1,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,,,,,,,,-,
1154,PG-Strom,F,F,F,64,2080ti,11,-,1,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,,,,,,,,-,
1155,PG-Strom,F,F,F,64,2080ti,11,-,1,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,25991.45,20265.02,976,9,6302.6900000000005,,412469,959.924,6.37733
1156,PG-Strom,F,F,F,64,2080ti,11,-,1,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,105526.83,104629.72,1725,32,19165.18,,996079,1337.931,7.79796
1157,PG-Strom,F,F,F,64,2080ti,11,-,1,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,25071.68,19510.16,1381,6,26547.809999999998,,660181,973.82,5.51577
1158,PG-Strom,F,F,F,64,2080ti,11,-,1,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,90841.3,97234.62999999999,2461,26,19077.6,,945325,1277.695,7.94175
1159,PG-Strom,F,F,F,64,2080ti,11,-,1,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,95230.12,97080.41,1910,18,8178.07,,567060,949.632,5.21515
1160,PG-Strom,F,F,F,64,2080ti,11,-,1,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,6931.94,999.1020000000001,401,4,15078.78,,730500,980.699,5.44692
1161,PG-Strom,F,F,F,64,2080ti,11,-,1,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,170672.39,168450.41,8139,84,300724.69,,1897015,2414.282,8.3422
1162,PG-Strom,F,F,F,64,2080ti,11,-,1,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,104050.37,98354.7,2537,22,11285.06,,2683096,3005.126,6.61359
1163,PG-Strom,F,F,F,64,2080ti,11,-,1,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,86455.79,95581.31,1215,20,29965.86,,990710,1317.116,7.43088
1164,PG-Strom,F,F,F,64,2080ti,11,-,1,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,,,,,,,,err,
1165,PG-Strom,F,F,F,64,2080ti,11,-,1,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,106369.46,89589.01,3118,24,27017.02,,1152868,1469.336,6.90858
1166,PG-Strom,F,F,F,64,2080ti,11,-,1,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,349939,-,
1167,PG-Strom,F,F,F,64,2080ti,11,-,2,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,170043.49,154801.72,10406,131,481297.57,,1018177,1496.658,6.12648
1168,PG-Strom,F,F,F,64,2080ti,11,-,2,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,42208.579999999994,19632.98,1466,11,11445.890000000001,,552731,942.496,6.64834
1169,PG-Strom,F,F,F,64,2080ti,11,-,2,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,215750.87,211800.47999999998,5467,41,40502.19,,3882501,4277.215,6.1109
1170,PG-Strom,F,F,F,64,2080ti,11,-,2,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,47652.77,43249.7,472,9,3372.36,,499304,980.277,7.30242
1171,PG-Strom,F,F,F,64,2080ti,11,-,2,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,55988.100000000006,47226.439999999995,1915,16,18130.45,,926506,1372.844,8.0391
1172,PG-Strom,F,F,F,64,2080ti,11,-,2,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,165851.33,153734.07,4160,69,53999.32,,866746,1294.434,6.28348
1173,PG-Strom,F,F,F,64,2080ti,11,-,2,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,42540.54,7233.07,1825,15,16886.71,,749430,1166.884,6.99627
1174,PG-Strom,F,F,F,64,2080ti,11,-,2,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,40294.88,22986.79,1409,11,8053.039999999999,,1114859,1452.85,5.29991
1175,PG-Strom,F,F,F,64,2080ti,11,-,2,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,189102.84999999998,158830.13,4335,33,78872.06,,2376822,2749.472,5.42647
1176,PG-Strom,F,F,F,64,2080ti,11,-,2,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,217228.82,238610.03,6078,43,47009.38,,3119595,3658.452,7.77068
1177,PG-Strom,F,F,F,64,2080ti,11,-,2,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,58157.229999999996,35629,1350,18,12470.380000000001,,553158,1043.077,7.69222
1178,PG-Strom,F,F,F,64,2080ti,11,-,2,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,210222.90000000002,217273.77000000002,2635,55,41017.87,,1752231,2178.778,7.6572
1179,PG-Strom,F,F,F,64,2080ti,11,-,2,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,,,,,,,,,
1180,PG-Strom,F,F,F,64,2080ti,11,-,2,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,171028.57,192664.37,4902,41,28524.3,,1662976,2116.252,8.86558
1181,PG-Strom,F,F,F,64,2080ti,11,-,2,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,169485.63999999998,186673.49,3068,33,65026.07000000001,,1056220,1551.824,6.4074
1182,PG-Strom,F,F,F,64,2080ti,11,-,2,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,36283.39,32830.39,1008,8,8729.34,,942964,1257.412,6.72792
1183,PG-Strom,F,F,F,64,2080ti,11,-,2,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,344767.9,342727.22,15172,159,327560.7,,3760304,4085.388,8.46646
1184,PG-Strom,F,F,F,64,2080ti,11,-,2,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,,,,,,,,x,
1185,PG-Strom,F,F,F,64,2080ti,11,-,2,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,170901.13999999998,190935.68,1915,35,50536.8,,1764125,2119.593,7.60434
1186,PG-Strom,F,F,F,64,2080ti,11,-,2,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,,,,,,,,err,
1187,PG-Strom,F,F,F,64,2080ti,11,-,2,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,218226.19,195251.81,5450,42,52623.61,,2095504,2501.248,6.55683
1188,PG-Strom,F,F,F,64,2080ti,11,-,2,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,5100.62,5769.700000000001,140,1,909.212,,917219,1287.345,5.39602
1189,PG-Strom,F,F,F,64,2080ti,11,-,4,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,338866.68,325432.35,16400,255,757187.4,,1781621,2083.952,6.04463
1190,PG-Strom,F,F,F,64,2080ti,11,-,4,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,92175.77,73667.2,3058,30,58426.46,,929564,1295.941,10.7675
1191,PG-Strom,F,F,F,64,2080ti,11,-,4,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,433421.18,410908.57999999996,9920,83,170206.87,,2221379,2665.316,7.18002
1192,PG-Strom,F,F,F,64,2080ti,11,-,4,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,83411.61,85821.72,784,15,12669.76,,808030,1233.988,5.35619
1193,PG-Strom,F,F,F,64,2080ti,11,-,4,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,107721.11,92221.41,3224,23,22676.02,,1605279,2101.687,7.98974
1194,PG-Strom,F,F,F,64,2080ti,11,-,4,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,331266.19,325141.32,8151,129,97008.70000000001,,1497011,1933.393,6.25895
1195,PG-Strom,F,F,F,64,2080ti,11,-,4,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,354454.19,343068.26,9127,67,82626.01,,4230839,4766.04,6.89253
1196,PG-Strom,F,F,F,64,2080ti,11,-,4,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,115373.72,91831.15,3180,23,21438.01,,2537762,3175.179,8.1633
1197,PG-Strom,F,F,F,64,2080ti,11,-,4,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,345011.11,335169.83,10021,64,104706.54000000001,,4794181,5209.56,9.52263
1198,PG-Strom,F,F,F,64,2080ti,11,-,4,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,427289.36,473666.78,14248,82,79287.37,,6191444,6837.243,7.77085
1199,PG-Strom,F,F,F,64,2080ti,11,-,4,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,110877.26000000001,76977.01000000001,2772,37,28382.66,,749466,1236.086,7.63907
1200,PG-Strom,F,F,F,64,2080ti,11,-,4,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,405996.36,453840.77999999997,4860,98,66844.55,,3590830,4133.575,7.52583
1201,PG-Strom,F,F,F,64,2080ti,11,-,4,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,,,,,,,,x,
1202,PG-Strom,F,F,F,64,2080ti,11,-,4,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,345924.95,384839.88,9937,74,46519.399999999994,,3436431,3990.296,7.9221
1203,PG-Strom,F,F,F,64,2080ti,11,-,4,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,343532.56,376329.99,9381,66,102520.24,,1923527,2609.227,6.43184
1204,PG-Strom,F,F,F,64,2080ti,11,-,4,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,68142.31,66061.53,2037,14,16764.52,,1755190,2088.413,6.64349
1205,PG-Strom,F,F,F,64,2080ti,11,-,4,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,686629.9199999999,690264.97,30270,315,589769.59,,7620451,8302.782,8.36593
1206,PG-Strom,F,F,F,64,2080ti,11,-,4,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,342727.08999999997,381716.51,3563,67,96991.5,,3523550,4053.933,7.27653
1207,PG-Strom,F,F,F,64,2080ti,11,-,4,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,416614.3,406348.47000000003,10872,80,97809.12,,4408348,4809.24,6.8075
1208,PG-Strom,F,F,F,64,2080ti,11,-,4,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,15450.46,11445.96,269,3,1811.6399999999999,,1762292,2147.144,5.43986
1209,PG-Strom,F,F,F,64,2080ti,11,-,8,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,173119.53,148201.95,4981,44,81993.44,,1580069,2052.782,11.45917
1210,PG-Strom,F,F,F,64,2080ti,11,-,8,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,848288.36,847827.0499999999,21211,160,228395.95,,4300461,4803.59,7.25334
1211,PG-Strom,F,F,F,64,2080ti,11,-,8,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,164396.4,173104.57,3234,31,24397.55,,1462941,1955.331,5.45924
1212,PG-Strom,F,F,F,64,2080ti,11,-,8,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,942941.2200000001,944970.67,33975,162,401648.26,,10954097,11916.855,10.12363
1213,PG-Strom,F,F,F,64,2080ti,11,-,8,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,657424.38,660538.23,13727,251,249169.37999999998,,2740731,3231.019,6.18528
