Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,IC,DB_Size,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,KU,ET,ETN,OV
619,PG-Strom,F,F,F,48,1080ti,11,-,16,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,7800610.0,7597650,266506,497,1052430.0,,5632359,8429.331,7.2278
620,PG-Strom,F,F,F,48,1080ti,11,-,16,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,4640500.0,4468840,149463,315,679996.04,,13640733,18248.893,9.13465
621,PG-Strom,F,F,F,48,1080ti,11,-,16,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,3481350.0,3422660,106096,317,710554.45,,19306008,23953.414,10.74076
622,PG-Strom,F,F,F,48,1080ti,11,-,16,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,8946950.0,8739020,310548,315,1075720.0,,21345995,25038.185,9.26677
623,PG-Strom,F,F,F,48,1080ti,11,-,16,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,8764550.0,8580270,263990,305,558207.14,,10409038,13796.33,8.5382
624,PG-Strom,F,F,F,48,1080ti,11,-,16,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,2334660.0,2116100,84506,119,144255.46,,2360385,3321.775,9.02053
625,PG-Strom,F,F,F,48,1080ti,11,-,16,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,4496070.0,4430180,70480,366,335737.05,,12697270,17038.792,9.05986
626,PG-Strom,F,F,F,48,1080ti,11,-,16,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,2993810.0,2908790,1208,268,204793.46000000002,,11912680,15734.862,9.30138
627,PG-Strom,F,F,F,48,1080ti,11,-,16,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,7820050.0,7824030,44478,248,852404.31,,6785287,10205.413,7.6223
628,PG-Strom,F,F,F,48,1080ti,11,-,16,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,511111.33999999997,492244.18,16975,47,93550.53,,6733092,7657.544,7.67038
629,PG-Strom,F,F,F,48,1080ti,11,-,16,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,2679110.0,2653090,246805,994,1029440.0,,16509874,19421.146,8.76533
630,PG-Strom,F,F,F,48,1080ti,11,-,16,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,2989660.0,2902100,24964,256,744706.55,,13005604,16592.149,8.40335
631,PG-Strom,F,F,F,48,1080ti,11,-,16,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,,err,
632,PG-Strom,F,F,F,48,1080ti,11,-,16,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,330960.89999999997,241060.26,2709,10,20892.15,,7238074,7672.203,6.68937
633,PG-Strom,F,F,F,48,1080ti,11,-,32,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,15704610.0,15386070,703419,1975,10991.699999999999,,22179200,26504.518,7.34771
634,PG-Strom,F,F,F,48,1080ti,11,-,32,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,,,,,,,,err,
635,PG-Strom,F,F,F,48,1080ti,11,-,32,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,17079520.0,16778970,559708,624,1193750.0,,27662623,33789.613,9.23076
636,PG-Strom,F,F,F,48,1080ti,11,-,32,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,3615820.0,3592810,31857,115,64075.72,,64400672,50696.84,7.26309
637,PG-Strom,F,F,F,48,1080ti,11,-,32,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,,,,,,,,-,
638,PG-Strom,F,F,F,48,1080ti,11,-,32,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,15593560.0,15253540,394556,991,2387740.0,,18717119,33610.174,7.47983
639,PG-Strom,F,F,F,48,1080ti,11,-,32,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,9144840.0,8912860,281954,623,1389670.0,,27049519,42525.387,9.13094
640,PG-Strom,F,F,F,48,1080ti,11,-,32,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,,,,,,,,err,
641,PG-Strom,F,F,F,48,1080ti,11,-,32,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,18701920.0,18368770,678452,701,2751700.0,,48817790,52138.676,10.34629
642,PG-Strom,F,F,F,48,1080ti,11,-,32,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,17393970.0,17158910,529283,608,1053440.0,,21630172,31369.491,8.09587
643,PG-Strom,F,F,F,48,1080ti,11,-,32,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,4752880.0,4481540,167768,228,387240.45,,4283577,5950.057,9.52599
644,PG-Strom,F,F,F,48,1080ti,11,-,32,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,8870930.0,8842640,133808,724,686645.92,,25270298,33652.282,9.99346
645,PG-Strom,F,F,F,48,1080ti,11,-,32,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,5841990.0,5809290,98095,534,386108.27999999997,,23723623,31176.261,12.94841
646,PG-Strom,F,F,F,48,1080ti,11,-,32,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,15690310.0,15671990,87765,496,2045120.0,,13631534,19781.2,8.28582
647,PG-Strom,F,F,F,48,1080ti,11,-,32,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,1020530.0,988520.1,34135,93,212754.05000000002,,13512442,15334.893,9.23807
648,PG-Strom,F,F,F,48,1080ti,11,-,32,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,,,,,,,,x,
649,PG-Strom,F,F,F,48,1080ti,11,-,32,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,5836130.0,5792840,53733,512,1487850.0,,25743771,32966.996,9.88038
650,PG-Strom,F,F,F,48,1080ti,11,-,32,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,,err,
651,PG-Strom,F,F,F,48,1080ti,11,-,32,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,546211.81,482193.54,4371,17,20786.05,,15192597,15858.278,7.74472
652,PG-Strom,F,F,F,48,1080ti,11,-,64,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,31388650.0,30823670,1346536,3941,21926550.0,,44222489,61111.6,7.9383
653,PG-Strom,F,F,F,48,1080ti,11,-,64,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,,,,,,,,err,
654,PG-Strom,F,F,F,48,1080ti,11,-,64,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,34041980.0,33543960,1100984,1242,2299150.0,,80924382,88727.613,9.75717
655,PG-Strom,F,F,F,48,1080ti,11,-,64,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,7147570.0,7196530,74005,227,130856.77999999998,,139565357,128346.889,7.2742
656,PG-Strom,F,F,F,48,1080ti,11,-,64,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,,,,,,,,-,
657,PG-Strom,F,F,F,48,1080ti,11,-,64,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,31094370.0,30631980,834063,1973,3928290.0,,81197806,74472.698,8.29038
658,PG-Strom,F,F,F,48,1080ti,11,-,64,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,18090700.0,17760320,567756,1243,2788410.0,,91314106,92948.731,9.94962
659,PG-Strom,F,F,F,48,1080ti,11,-,64,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,34328450.0,33824300,1192474,1277,2491990.0,,64640808,75212.711,12.17671
660,PG-Strom,F,F,F,48,1080ti,11,-,64,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,37323800.0,36728850,1405297,1395,5385640.0,,92831126,114257.554,11.37413
661,PG-Strom,F,F,F,48,1080ti,11,-,64,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,34846460.0,34148360,992787,1242,3946330.0,,61842630,127800.792,13.57334
662,PG-Strom,F,F,F,48,1080ti,11,-,64,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,9550930.0,9242350,331436,454,682151.01,,7976480,11239.427,11.81493
663,PG-Strom,F,F,F,48,1080ti,11,-,64,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,17918140.0,17960710,272641,1440,1435400.0,,89790491,96698.519,9.4874
664,PG-Strom,F,F,F,48,1080ti,11,-,64,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,11838530.0,11933770,156635,1058,828769.4800000001,,80813164,91645.802,9.9484
665,PG-Strom,F,F,F,48,1080ti,11,-,64,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,31399630.0,31695520,187034,988,2285840.0,,87377225,97876.949,8.61623
666,PG-Strom,F,F,F,48,1080ti,11,-,64,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,2042010.0,1997160,68988,185,429328.17,,27259984,30717.662,11.50874
667,PG-Strom,F,F,F,48,1080ti,11,-,64,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,11839580.0,11857450,2187,1019,3166950.0,,78662664,86132.056,9.4079
668,PG-Strom,F,F,F,48,1080ti,11,-,64,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,1017540.0,971925.25,9848,31,109741.47,,30364242,31124.851,7.81292
669,PG-Strom,F,F,F,48,1080ti,11,-,128,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,62830310.0,61835830,2662658,7875,43887540.0,,87165378,166451.387,8.07435
670,PG-Strom,F,F,F,48,1080ti,11,-,128,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,,,,,,,,err,
671,PG-Strom,F,F,F,48,1080ti,11,-,128,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,68004240.0,67099590,2217382,2480,4402240.0,,174886833,187898.285,9.65738
672,PG-Strom,F,F,F,48,1080ti,11,-,128,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,14232030.0,14397960,152433,452,267400.63,,248416567,267574.904,7.47791
673,PG-Strom,F,F,F,48,1080ti,11,-,128,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,62495910.0,61515510,1470640,3939,9552440.0,,156317625,155761.156,9.02208
674,PG-Strom,F,F,F,48,1080ti,11,-,128,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,36319520.0,35677050,1180782,2480,5508740.0,,172246904,214235.29,9.70377
675,PG-Strom,F,F,F,48,1080ti,11,-,128,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,68583970.0,67682130,2374179,2547,5145500.0,,195075012,232860.601,10.50441
676,PG-Strom,F,F,F,48,1080ti,11,-,128,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,65088130.0,64163910,2284191,2302,5923840.0,,323491295,341184.26,13.12893
677,PG-Strom,F,F,F,48,1080ti,11,-,128,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,68284390.0,67343190,2051482,2420,3913700.0,,210670586,222383.927,10.08358
678,PG-Strom,F,F,F,48,1080ti,11,-,128,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,19139640.0,18703200,671458,899,1223800.0,,15969053,22069.234,11.36173
679,PG-Strom,F,F,F,48,1080ti,11,-,128,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,35094560.0,35300550,556769,2873,3036850.0,,184601712,218596.751,10.05293
680,PG-Strom,F,F,F,48,1080ti,11,-,128,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,63926400.0,64444530,882784,2019,7988900.0,,180860436,186009.011,10.40281
681,PG-Strom,F,F,F,48,1080ti,11,-,128,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,,,err,err,,,192192799,171826.671,err
682,PG-Strom,F,F,F,48,1080ti,11,-,128,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,4106850.0000000005,4032900,134986,368,845864.0299999999,,56270048,62947.226,10.08426
683,PG-Strom,F,F,F,48,1080ti,11,-,128,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,63441190.0,62673170,2030476,4007,6991270.0,,97213366,106724.696,9.29809
684,PG-Strom,F,F,F,48,1080ti,11,-,128,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,2028240.0,1946880,19540,62,228887.75999999998,,66033268,69516.541,7.7826
685,PG-Strom,F,F,F,32,1080ti,11,-,1,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,243808.33000000002,115287.64,22865,69,337253.78,,579822,856.186,7.37568
686,PG-Strom,F,F,F,32,1080ti,11,-,1,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,13271.33,898.112,1361,4,4242.099999999999,,221611,591.118,6.28383
687,PG-Strom,F,F,F,32,1080ti,11,-,1,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,191741.38999999998,150828.37,10176,23,29891.91,,1906791,2276.015,6.82262
688,PG-Strom,F,F,F,32,1080ti,11,-,1,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,88948.62999999999,56143.95,616,6,1475.62,,278574,658.22,6.36207
689,PG-Strom,F,F,F,32,1080ti,11,-,1,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,69629.64,1981.27,9840,11,10113.33,,335457,669.291,7.62358
690,PG-Strom,F,F,F,32,1080ti,11,-,1,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,243758.35,194237.92,19192,37,57844.340000000004,,469505,846.935,6.49063
691,PG-Strom,F,F,F,32,1080ti,11,-,1,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,63055.61,2841.7799999999997,7641,10,8040.639999999999,,385846,766.221,7.39489
692,PG-Strom,F,F,F,32,1080ti,11,-,1,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,64041.56999999999,9890.51,5393,7,4974.4400000000005,,606437,938.584,5.91212
693,PG-Strom,F,F,F,32,1080ti,11,-,1,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,,,,,,,,-,
694,PG-Strom,F,F,F,32,1080ti,11,-,1,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,,,,,,,,-,
695,PG-Strom,F,F,F,32,1080ti,11,-,1,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,39683.48,24743.760000000002,3886,9,7520.79,,289743,943.814,7.16017
696,PG-Strom,F,F,F,32,1080ti,11,-,1,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,213389.45,165989.22999999998,7851,32,29681.3,,940682,1342.436,8.41512
697,PG-Strom,F,F,F,32,1080ti,11,-,1,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,20998.56,5545.96,2978,6,64745.549999999996,,588780,884.689,6.81124
698,PG-Strom,F,F,F,32,1080ti,11,-,1,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,153443.56,147302.42,4668,26,16932.09,,887748,1283.3,8.99896
699,PG-Strom,F,F,F,32,1080ti,11,-,1,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,258012.06000000003,255796.88999999998,2309,16,8349.36,,503981,955.787,5.60814
700,PG-Strom,F,F,F,32,1080ti,11,-,1,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,9880.29,2663.8799999999997,1734,4,5830.9,,647460,936.399,7.81307
701,PG-Strom,F,F,F,32,1080ti,11,-,1,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,215730.53,198182.19,32252,84,110103.48000000001,,1842687,2251.692,10.05848
702,PG-Strom,F,F,F,32,1080ti,11,-,1,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,101208.25,45278.530000000006,6739,22,17110.45,,2691305,3074.861,7.85517
703,PG-Strom,F,F,F,32,1080ti,11,-,1,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,158427.46,146326.71,4244,20,47089.21,,918211,1318.673,7.68223
704,PG-Strom,F,F,F,32,1080ti,11,-,1,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,,,,,,,,err,
705,PG-Strom,F,F,F,32,1080ti,11,-,1,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,215588.31,169756.49000000002,14121,24,38615.78999999999,,1171360,1449.08,7.43539
706,PG-Strom,F,F,F,32,1080ti,11,-,1,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,374638,-,
707,PG-Strom,F,F,F,32,1080ti,11,-,2,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,492990.44,444441.06,38434,129,657676.15,,690702,1581.419,6.84052
708,PG-Strom,F,F,F,32,1080ti,11,-,2,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,88126.44,41769.26,7133,11,13518.25,,410148,837.163,7.09578
709,PG-Strom,F,F,F,32,1080ti,11,-,2,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,330011.98,289789.97,13936,41,48574.89000000001,,3829442,4350.689,7.11372
710,PG-Strom,F,F,F,32,1080ti,11,-,2,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,156310.29,113968.59999999999,1304,10,5182.99,,438881,922.539,5.74245
711,PG-Strom,F,F,F,32,1080ti,11,-,2,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,113333.83,96302.23999999999,9479,16,14100.4,,850875,1276.33,7.76888
712,PG-Strom,F,F,F,32,1080ti,11,-,2,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,491432.59,442531.38,38530,69,108855.81999999999,,777876,1215.989,6.53255
713,PG-Strom,F,F,F,32,1080ti,11,-,2,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,127541.4,20630.4,13537,15,14344.74,,639605,1026.162,6.93234
714,PG-Strom,F,F,F,32,1080ti,11,-,2,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,122615.89,67397,10234,11,10640.41,,1025585,1423.306,6.08074
715,PG-Strom,F,F,F,32,1080ti,11,-,2,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,520874.77999999997,466016.43,33789,34,94224.09000000001,,2293928,2724.929,6.04273
716,PG-Strom,F,F,F,32,1080ti,11,-,2,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,279032.16,282935.97,13598,43,46634.259999999995,,3064724,3547.038,7.57854
717,PG-Strom,F,F,F,32,1080ti,11,-,2,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,112598.13,76746.91,10323,20,14495.35,,395549,968.989,8.29329
718,PG-Strom,F,F,F,32,1080ti,11,-,2,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,345592.26,304878.28,12403,53,43668.29,,1725607,2182.782,8.51888
719,PG-Strom,F,F,F,32,1080ti,11,-,2,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,,,,,,,,,
720,PG-Strom,F,F,F,32,1080ti,11,-,2,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,248557.04,235338.18,6711,41,23907.050000000003,,1612925,2016.96,8.34099
721,PG-Strom,F,F,F,32,1080ti,11,-,2,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,506490.64,507272.98000000004,5991,34,34096.14,,937125,1520.486,7.99001
722,PG-Strom,F,F,F,32,1080ti,11,-,2,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,37120.52,31959.16,2405,8,11090.17,,897343,1194.971,7.43259
723,PG-Strom,F,F,F,32,1080ti,11,-,2,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,382606.45,368456.19,50758,159,242492.16999999998,,3514859,4004.623,8.88984
724,PG-Strom,F,F,F,32,1080ti,11,-,2,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,,,,,,,,-,
725,PG-Strom,F,F,F,32,1080ti,11,-,2,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,245474.23,233694.02,7251,35,106284.69,,1739518,2158.897,7.6079
726,PG-Strom,F,F,F,32,1080ti,11,-,2,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,,,,,,,,err,
727,PG-Strom,F,F,F,32,1080ti,11,-,2,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,361356.91000000003,315318.33999999997,23055,41,80200.23999999999,,2057746.9999999998,2427.172,7.18395
728,PG-Strom,F,F,F,32,1080ti,11,-,2,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,6120.8099999999995,5304.76,90,1,1248.29,,843587,1253.799,5.94481
729,PG-Strom,F,F,F,32,1080ti,11,-,4,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,993838.49,938467.71,71486,251,1301070.0,,1857281,2512.507,6.86383
730,PG-Strom,F,F,F,32,1080ti,11,-,4,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,272505.85000000003,222717.02,23050,30,53086.43,,816370,1264.431,9.83061
731,PG-Strom,F,F,F,32,1080ti,11,-,4,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,1129870.0,1095470,75418,82,163447.69,,2248398,2671.663,8.36107
732,PG-Strom,F,F,F,32,1080ti,11,-,4,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,257240.38999999998,234368.95,3125,16,8137.0199999999995,,759020,1144.052,5.55895
733,PG-Strom,F,F,F,32,1080ti,11,-,4,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,175493.88,140231.03,12383,23,26393.93,,1543852,1993.43,7.53123
734,PG-Strom,F,F,F,32,1080ti,11,-,4,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,980046.05,943504.31,73450,131,213591.36000000002,,1475488,1988.637,7.29343
735,PG-Strom,F,F,F,32,1080ti,11,-,4,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,430059.44,412028.63,27437,67,95155.97,,4199711,4813.037,7.94259
736,PG-Strom,F,F,F,32,1080ti,11,-,4,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,175349.75,142015.21,9209,23,32548.420000000002,,2279252,2987.011,8.26325
737,PG-Strom,F,F,F,32,1080ti,11,-,4,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,1017510.0,976451.09,69672,64,159861.69,,4751552,5271.668,6.10783
738,PG-Strom,F,F,F,32,1080ti,11,-,4,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,497771.45999999996,517743.50000000006,23790,81,91517.75,,6133412,6801.8,8.14396
739,PG-Strom,F,F,F,32,1080ti,11,-,4,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,272017.16,189062.72999999998,22080,37,30946.59,,653916,1147.087,8.33403
740,PG-Strom,F,F,F,32,1080ti,11,-,4,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,621787.37,599816.65,18772,96,83077.76,,3584654,4127.67,8.81076
741,PG-Strom,F,F,F,32,1080ti,11,-,4,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,,,,,,,,,
742,PG-Strom,F,F,F,32,1080ti,11,-,4,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,425299.95,416531.93,9834,72,54059.600000000006,,3339130,3879.854,8.47872
743,PG-Strom,F,F,F,32,1080ti,11,-,4,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,995844.41,1028800,10660,65,95143.93,,1852558,2570.841,6.46491
744,PG-Strom,F,F,F,32,1080ti,11,-,4,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,68606.09,63645.35,4548,14,20709.74,,1695037,2004.499,7.19897
745,PG-Strom,F,F,F,32,1080ti,11,-,4,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,723891.8999999999,699686.7,94012,314,483609.17,,7469115,8241.758,9.64749
746,PG-Strom,F,F,F,32,1080ti,11,-,4,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,425959.17,417768.88,9628,66,211477.82,,3615428,4113.173,8.45307
747,PG-Strom,F,F,F,32,1080ti,11,-,4,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,634581.91,597111.58,42843,80,146256.94999999998,,4314667,4777.983,7.1104
748,PG-Strom,F,F,F,32,1080ti,11,-,4,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,34380.64,21449.07,342,3,2218.4,,1694859,2097.696,6.96994
749,PG-Strom,F,F,F,32,1080ti,11,-,8,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,1968960.0,1960840,180782,499,2462110.0,,3997766,3987.325,6.63943
750,PG-Strom,F,F,F,32,1080ti,11,-,8,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,587226.51,504919.8,44671,44,89483.08,,1581668,1966.465,10.89595
751,PG-Strom,F,F,F,32,1080ti,11,-,8,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,2193080.0,2171200,140776,160,212627.72,,4394411,5131.781,8.35304
752,PG-Strom,F,F,F,32,1080ti,11,-,8,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,480324.45,475088.01,12038,30,15697.26,,1438066,1940.688,5.43303
753,PG-Strom,F,F,F,32,1080ti,11,-,8,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,1015380.0,977703.86,71229,162,501558.53,,11187510,12282.127,20.55966
754,PG-Strom,F,F,F,32,1080ti,11,-,8,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,1951590.0,1932790,133932,251,427787.29,,2709410,3375.239,6.73683
755,PG-Strom,F,F,F,32,1080ti,11,-,8,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,1191560.0,1145870,74329,155,263628.45,,6868453,7681.657,8.03481
756,PG-Strom,F,F,F,32,1080ti,11,-,8,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,938520.35,917668.78,59923,160,354396.13,,9654887,10575.403,9.47387
757,PG-Strom,F,F,F,32,1080ti,11,-,8,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,2182830.0,2158670,157986,156,393859.69,,9596670,10236.611,7.76326
758,PG-Strom,F,F,F,32,1080ti,11,-,8,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,2232610.0,2221140,136390,155,252474.18,,5403966,5928.404,8.04127
759,PG-Strom,F,F,F,32,1080ti,11,-,8,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,571249.37,484118.05,44261,65,60429.21,,1175122,1730.242,8.99936
760,PG-Strom,F,F,F,32,1080ti,11,-,8,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,1156920.0,1176820,35547,187,182229.61000000002,,6512190,7386.398,8.4148
761,PG-Strom,F,F,F,32,1080ti,11,-,8,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,781236.58,782419.39,14350,139,98995.61,,6062475,6864.284,8.4988
762,PG-Strom,F,F,F,32,1080ti,11,-,8,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,1953510.0,2069620,21533,125,202967.24,,3415219,4562.517,7.97607
763,PG-Strom,F,F,F,32,1080ti,11,-,8,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,131364.22999999998,127802.78,8713,25,45841.520000000004,,3379719,3779.45,8.48556
764,PG-Strom,F,F,F,32,1080ti,11,-,8,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,1411940.0,1389850,183198,624,1007720.0,,14987948,16132.677,9.62865
765,PG-Strom,F,F,F,32,1080ti,11,-,8,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,780928.7000000001,779999.3500000001,15949,130,405425.18,,6599152,7321.177,8.43361
766,PG-Strom,F,F,F,32,1080ti,11,-,8,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,,err,
