Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,DB_Size,BS,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,ET
1503,PG-Strom,F,F,F,64,3090,24,4,935.8,Q8,T,T,7,5,19,8,8,T,T,167282.58,56796.573,,28,111866.695,2554950
1504,PG-Strom,F,F,F,64,3090,24,4,935.8,Q9,T,T,5,6,16,6,6,F,T,210678.435,139414.334,,94,163052.734,3371290
1505,PG-Strom,F,F,F,64,3090,24,4,935.8,Q10,T,F,3,4,16,4,4,F,T,270155.57,160056.524,,81,182299.475,2889675
1506,PG-Strom,F,F,F,64,3090,24,4,935.8,Q11,T,T,4,0,8,6,3,F,T,118883.006,39447.342,,21,39838.123,1180770
1507,PG-Strom,F,F,F,64,3090,24,4,935.8,Q12,T,F,1,5,7,2,2,T,T,146786.819,122045.354,,98,79122.665,1767268
1508,PG-Strom,F,F,F,64,3090,24,4,935.8,Q13,T,T,1,0,6,2,2,F,T,,,,,,
1509,PG-Strom,F,F,F,64,3090,24,4,935.8,Q14,T,F,1,4,6,2,2,T,F,200347.453,185054.571,,72,62432.179,1924930
1510,PG-Strom,F,F,F,64,3090,24,4,935.8,Q15,T,T,1,4,8,2,2,F,T,152030.412,139652.604,,63,44380.506,1957500
1511,PG-Strom,F,F,F,64,3090,24,4,935.8,Q16,T,T,1,0,8,3,3,F,T,59109.843,3481.306,,3,30089.852,1633970
1512,PG-Strom,F,F,F,64,3090,24,4,935.8,Q17,T,T,2,3,6,3,2,F,F,295026.173,253638.781,,313,8838685.555,7241890
1513,PG-Strom,F,F,F,64,3090,24,4,935.8,Q18,T,T,2,2,8,4,3,F,T,,,,,,
1514,PG-Strom,F,F,F,64,3090,24,4,935.8,Q19,T,F,1,6,10,2,2,F,F,167439.529,146535.527,,67,89820.398,1916110
1515,PG-Strom,F,F,F,64,3090,24,4,935.8,Q20,T,T,2,3,17,5,5,F,T,,,,,,
1516,PG-Strom,F,F,F,64,3090,24,4,935.8,Q21,T,T,3,4,16,6,4,F,T,391139.358,171268.227,,79,138452.973,4456300
1517,PG-Strom,F,F,F,64,3090,24,4,935.8,Q22,T,T,0,0,4,3,2,F,T,13968.67,2066.657,,4,23115.637,1311460
1518,PG-Strom,F,F,F,64,3090,24,8,935.8,Q1,T,F,0,7,7,1,1,F,T,252384.036,237087.651,,499,1264161.923,2559020
1519,PG-Strom,F,F,F,64,3090,24,8,935.8,Q2,T,T,8,0,16,10,5,F,T,160121.898,78603.683,,30,74290.603,1205750
1520,PG-Strom,F,F,F,64,3090,24,8,935.8,Q3,T,F,2,4,10,3,3,F,T,733982.26,281180.666,,160,339929.145,8530330
1521,PG-Strom,F,F,F,64,3090,24,8,935.8,Q4,T,T,0,3,7,2,2,F,T,193235.416,194214.464,,126,164287.48,42161670
1522,PG-Strom,F,F,F,64,3090,24,8,935.8,Q5,T,F,5,4,16,6,6,F,T,519795.243,260504.591,,160,273332.293,6071870
1523,PG-Strom,F,F,F,64,3090,24,8,935.8,Q6,T,F,0,4,4,1,1,F,F,248292.477,236337.825,,124,120482.726,2491210
1524,PG-Strom,F,F,F,64,3090,24,8,935.8,Q7,T,T,5,5,15,6,5,F,T,773655.371,296567.968,,163,466225.409,9219420
1525,PG-Strom,F,F,F,64,3090,24,8,935.8,Q8,T,T,7,5,19,8,8,T,T,363625.91,298914.671,,172,268908.015,4278990
1526,PG-Strom,F,F,F,64,3090,24,8,935.8,Q9,T,T,5,6,16,6,6,F,T,430736.18,308960.828,,184,281171.586,8564540
1527,PG-Strom,F,F,F,64,3090,24,8,935.8,Q10,T,F,3,4,16,4,4,F,T,471911.395,279710.101,,161,237517.288,6011660
1528,PG-Strom,F,F,F,64,3090,24,8,935.8,Q11,T,T,4,0,8,6,3,F,T,160379.799,94717.446,,63,63794.298,1618700
1529,PG-Strom,F,F,F,64,3090,24,8,935.8,Q12,T,F,1,5,7,2,2,T,T,261747.65,244681.515,,154,104765.079,3657190
1530,PG-Strom,F,F,F,64,3090,24,8,935.8,Q13,T,T,1,0,6,2,2,F,T,,,,,,
1531,PG-Strom,F,F,F,64,3090,24,8,935.8,Q14,T,F,1,4,6,2,2,T,F,204877.676,186407.641,,139,118871.778,2999740
1532,PG-Strom,F,F,F,64,3090,24,8,935.8,Q15,T,T,1,4,8,2,2,F,T,217394.627,210529.51,,251,134775.173,3032810
1533,PG-Strom,F,F,F,64,3090,24,8,935.8,Q16,T,T,1,0,8,3,3,F,T,100474.591,6836.78,,5,25336.619,2797110
1534,PG-Strom,F,F,F,64,3090,24,8,935.8,Q17,T,T,2,3,6,3,2,F,F,,,,,,
1535,PG-Strom,F,F,F,64,3090,24,8,935.8,Q18,T,T,2,2,8,4,3,F,T,,,,,,
1536,PG-Strom,F,F,F,64,3090,24,8,935.8,Q19,T,F,1,6,10,2,2,F,F,292173.881,260218.207,,130,195943.153,3600550
1537,PG-Strom,F,F,F,64,3090,24,8,935.8,Q20,T,T,2,3,17,5,5,F,T,,,,,,
1538,PG-Strom,F,F,F,64,3090,24,8,935.8,Q21,T,T,3,4,16,6,4,F,T,442854.737,410105.564,,280,418329.09,27897350
1539,PG-Strom,F,F,F,64,3090,24,8,935.8,Q22,T,T,0,0,4,3,2,F,T,26977.898,3971.682,,4,14699.133,3490520
1540,PG-Strom,F,F,F,64,3090,24,16,935.8,Q1,T,F,0,7,7,1,1,F,T,460594.134,420038.9,,248,918087.855,5071580
1541,PG-Strom,F,F,F,64,3090,24,16,935.8,Q2,T,T,8,0,16,10,5,F,T,182472.522,12689.783,,10,98166.726,6051230
1542,PG-Strom,F,F,F,64,3090,24,16,935.8,Q3,T,F,2,4,10,3,3,F,T,730224.889,518592.314,,314,315707.85,8792370
1543,PG-Strom,F,F,F,64,3090,24,16,935.8,Q4,T,T,0,3,7,2,2,F,T,477196.966,463236.068,,305,388177.913,9609765
1544,PG-Strom,F,F,F,64,3090,24,16,935.8,Q5,T,F,5,4,16,6,6,F,T,993001.871,507402.554,,317,587100.2,15207570
1545,PG-Strom,F,F,F,64,3090,24,16,935.8,Q6,T,F,0,4,4,1,1,F,F,414131.252,408403.51,,247,207715.544,4896690
1546,PG-Strom,F,F,F,64,3090,24,16,935.8,Q7,T,T,5,5,15,6,5,F,T,601979.71,490300.34,,317,367900.457,6725005
1547,PG-Strom,F,F,F,64,3090,24,16,935.8,Q8,T,T,7,5,19,8,8,T,T,517825.07,468933.065,,319,310207.52,13911900
1548,PG-Strom,F,F,F,64,3090,24,16,935.8,Q9,T,T,5,6,16,6,6,F,T,845060.056,561710.376,,364,654816.447,14637272
1549,PG-Strom,F,F,F,64,3090,24,16,935.8,Q10,T,F,3,4,16,4,4,F,T,556892.771,516740.819,,314,350992.475,728448
1550,PG-Strom,F,F,F,64,3090,24,16,935.8,Q11,T,T,4,0,8,6,3,F,T,359787.766,4958.987,,3,22194.049,6810450
1551,PG-Strom,F,F,F,64,3090,24,16,935.8,Q12,T,F,1,5,7,2,2,T,T,508026.345,492607.509,,304,193382.961,6024420
1552,PG-Strom,F,F,F,64,3090,24,16,935.8,Q13,T,T,1,0,6,2,2,F,T,,,,,,
1553,PG-Strom,F,F,F,64,3090,24,16,935.8,Q14,T,F,1,4,6,2,2,T,F,440257.854,408524.873,,258,186752.28,5589870
1554,PG-Strom,F,F,F,64,3090,24,16,935.8,Q15,T,T,1,4,8,2,2,F,T,380339.649,371098.2,,247,287443.198,5696490
1555,PG-Strom,F,F,F,64,3090,24,16,935.8,Q16,T,T,1,0,8,3,3,F,T,209956.661,13914.457,,11,54239.377,5449280
1556,PG-Strom,F,F,F,64,3090,24,16,935.8,Q17,T,T,2,3,6,3,2,F,F,,,,,,44027000.74
1557,PG-Strom,F,F,F,64,3090,24,16,935.8,Q18,T,T,2,2,8,4,3,F,T,,,,,,
1558,PG-Strom,F,F,F,64,3090,24,16,935.8,Q19,T,F,1,6,10,2,2,F,F,456376.014,413763.749,,256,286537.063,5567480
1559,PG-Strom,F,F,F,64,3090,24,16,935.8,Q20,T,T,2,3,17,5,5,F,T,,,,,,
1560,PG-Strom,F,F,F,64,3090,24,16,935.8,Q21,T,T,3,4,16,6,4,F,T,531999.703,479410.736,,305,226975.059,32224840
1561,PG-Strom,F,F,F,64,3090,24,16,935.8,Q22,T,T,0,0,4,3,2,F,T,44993.401,8078.413,,9,18748.777,4036370
1562,PG-Strom,F,F,F,64,3090,24,32,935.8,Q1,T,F,0,7,7,1,1,F,T,770856.336,789702.172,,1977,4967509.602,10174470
1563,PG-Strom,F,F,F,64,3090,24,32,935.8,Q2,T,T,8,0,16,10,5,F,T,218866.288,127187.046,,96,254768.537,4069720
1564,PG-Strom,F,F,F,64,3090,24,32,935.8,Q3,T,F,2,4,10,3,3,F,T,1020211.341,961356.488,,623,665930.065,16134780
1565,PG-Strom,F,F,F,64,3090,24,32,935.8,Q4,T,T,0,3,7,2,2,F,T,974961.348,948736.636,,608,1007688.075,24116080
1566,PG-Strom,F,F,F,64,3090,24,32,935.8,Q5,T,F,5,4,16,6,6,F,T,1917080.301,981457.693,,625,1093991.853,23846060
1567,PG-Strom,F,F,F,64,3090,24,32,935.8,Q6,T,F,0,4,4,1,1,F,F,784752.861,801129.615,,991,639574.903,9236440
1568,PG-Strom,F,F,F,64,3090,24,32,935.8,Q7,T,T,5,5,15,6,5,F,T,1118103.14,963386.312,,628,580040.064,13837130
1569,PG-Strom,F,F,F,64,3090,24,32,935.8,Q8,T,T,7,5,19,8,8,T,T,1000537.467,977349.086,,646,509216.69,13206500
1570,PG-Strom,F,F,F,64,3090,24,32,935.8,Q9,T,T,5,6,16,6,6,F,T,1690575.29,1110476.728,,719,1097322.983,25887010
1571,PG-Strom,F,F,F,64,3090,24,32,935.8,Q10,T,F,3,4,16,4,4,F,T,995723.493,944766.135,,623,467577.574,15160260
1572,PG-Strom,F,F,F,64,3090,24,32,935.8,Q11,T,T,4,0,8,6,3,F,T,283729.425,250597.41,,228,217364.627,4252160
1573,PG-Strom,F,F,F,64,3090,24,32,935.8,Q12,T,F,1,5,7,2,2,T,T,937204.963,933099.608,,725,404408.522,11517140
1574,PG-Strom,F,F,F,64,3090,24,32,935.8,Q13,T,T,1,0,6,2,2,F,T,,,,,,
1575,PG-Strom,F,F,F,64,3090,24,32,935.8,Q14,T,F,1,4,6,2,2,T,F,802822.911,766486.712,,531,337176.977,10533450
1576,PG-Strom,F,F,F,64,3090,24,32,935.8,Q15,T,T,1,4,8,2,2,F,T,765105.253,771466.857,,493,427685.365,11028850
1577,PG-Strom,F,F,F,64,3090,24,32,935.8,Q16,T,T,1,0,8,3,3,F,T,436991.002,80859.502,,21,61676.699,10756290
1578,PG-Strom,F,F,F,64,3090,24,32,935.8,Q17,T,T,2,3,6,3,2,F,F,,,,,,
1579,PG-Strom,F,F,F,64,3090,24,32,935.8,Q18,T,T,2,2,8,4,3,F,T,,,,,,
1580,PG-Strom,F,F,F,64,3090,24,32,935.8,Q19,T,F,1,6,10,2,2,F,F,843572.839,778371.328,,512,627629.302,10530860
1581,PG-Strom,F,F,F,64,3090,24,32,935.8,Q20,T,T,2,3,17,5,5,F,T,,,,,,
1582,PG-Strom,F,F,F,64,3090,24,32,935.8,Q21,T,T,3,4,16,6,4,F,T,1040749.965,946392.689,,608,479796.922,20541460
1583,PG-Strom,F,F,F,64,3090,24,32,935.8,Q22,T,T,0,0,4,3,2,F,T,86674.067,45639.723,,16,52308.703,7310920
1584,PG-Strom,F,F,F,64,3090,24,64,935.8,Q1,T,F,0,7,7,1,1,F,T,1492706.068,1587621.149,,3939,7132257.374,32397540
1585,PG-Strom,F,F,F,64,3090,24,64,935.8,Q2,T,T,8,0,16,10,5,F,T,436720.779,277270.666,,179,331870.091,7752530
1586,PG-Strom,F,F,F,64,3090,24,64,935.8,Q3,T,F,2,4,10,3,3,F,T,1961046.438,1914997.105,,1241,1249395.401,42389240
1587,PG-Strom,F,F,F,64,3090,24,64,935.8,Q4,T,T,0,3,7,2,2,F,T,1496274.92,1551439.228,,991,1491928.17,448127900
1588,PG-Strom,F,F,F,64,3090,24,64,935.8,Q5,T,F,5,4,16,6,6,F,T,2337974.559,1939404.549,,1245,1144331.777,42092520
1589,PG-Strom,F,F,F,64,3090,24,64,935.8,Q6,T,F,0,4,4,1,1,F,F,1475849.14,1552906.449,,986,797185.871,33141810
1590,PG-Strom,F,F,F,64,3090,24,64,935.8,Q7,T,T,5,5,15,6,5,F,T,3649953.403,1638827.096,,1018,1986997.993,180859960
1591,PG-Strom,F,F,F,64,3090,24,64,935.8,Q8,T,T,7,5,19,8,8,T,T,2377793.922,1968622.96,,1278,1243649.88,47292280
1592,PG-Strom,F,F,F,64,3090,24,64,935.8,Q9,T,T,5,6,16,6,6,F,T,3347597.097,2287589.612,,1426,2267403.863,68248910
1593,PG-Strom,F,F,F,64,3090,24,64,935.8,Q10,T,F,3,4,16,4,4,F,T,3333181.242,1961369.441,,1243,1776826.049,58997680
1594,PG-Strom,F,F,F,64,3090,24,64,935.8,Q11,T,T,4,0,8,6,3,F,T,548499.007,528488.631,,449,311454.77,8056250
1595,PG-Strom,F,F,F,64,3090,24,64,935.8,Q12,T,F,1,5,7,2,2,T,T,1802119.588,1872821.354,,1209,1023940.909,30042910
1596,PG-Strom,F,F,F,64,3090,24,64,935.8,Q13,T,T,1,0,6,2,2,F,T,,,,,,
1597,PG-Strom,F,F,F,64,3090,24,64,935.8,Q14,T,F,1,4,6,2,2,T,F,1533691.583,1535198.869,,1057,686362.691,33570010
1598,PG-Strom,F,F,F,64,3090,24,64,935.8,Q15,T,T,1,4,8,2,2,F,T,,,,,,
1599,PG-Strom,F,F,F,64,3090,24,64,935.8,Q16,T,T,1,0,8,3,3,F,T,709904.004,69452.714,,40,102140.915,35726930
1600,PG-Strom,F,F,F,64,3090,24,64,935.8,Q17,T,T,2,3,6,3,2,F,F,,,,,,
1601,PG-Strom,F,F,F,64,3090,24,64,935.8,Q18,T,T,2,2,8,4,3,F,T,,,,,,
1602,PG-Strom,F,F,F,64,3090,24,64,935.8,Q19,T,F,1,6,10,2,2,F,F,1600257.025,1552951.291,,1019,1118153.085,54965130
1603,PG-Strom,F,F,F,64,3090,24,64,935.8,Q20,T,T,2,3,17,5,5,F,T,,,,,,
1604,PG-Strom,F,F,F,64,3090,24,64,935.8,Q21,T,T,3,4,16,6,4,F,T,,,,,,
1605,PG-Strom,F,F,F,64,3090,24,64,935.8,Q22,T,T,0,0,4,3,2,F,T,145643.454,87402.171,,32,92410.811,36855210
1606,PG-Strom,F,F,F,64,3090,24,128,935.8,Q1,T,F,0,7,7,1,1,F,T,2845790.389,3048724.047,,7875,18253885.23,61377760
1607,PG-Strom,F,F,F,64,3090,24,128,935.8,Q2,T,T,8,0,16,10,5,F,T,795935.549,501987.774,,351,497770.892,14598860
1608,PG-Strom,F,F,F,64,3090,24,128,935.8,Q3,T,F,2,4,10,3,3,F,T,3840216.946,3784772.518,,2479,1733906.858,139542340
1609,PG-Strom,F,F,F,64,3090,24,128,935.8,Q4,T,T,0,3,7,2,2,F,T,3628327.176,3800010.997,,2421,3013467.512,264485360
1610,PG-Strom,F,F,F,64,3090,24,128,935.8,Q5,T,F,5,4,16,6,6,F,T,4392701.079,3890375.722,,2491,2315027.703,138210190
1611,PG-Strom,F,F,F,64,3090,24,128,935.8,Q6,T,F,0,4,4,1,1,F,F,2866789.051,3040796.041,,3939,2517457.838,64011620
1612,PG-Strom,F,F,F,64,3090,24,128,935.8,Q7,T,T,5,5,15,6,5,F,T,4321523.209,3842628.763,,2487,2271545.315,
1613,PG-Strom,F,F,F,64,3090,24,128,935.8,Q8,T,T,7,5,19,8,8,T,T,4714953.866,3942252.557,,2555,2084242.828,150056150
1614,PG-Strom,F,F,F,64,3090,24,128,935.8,Q9,T,T,5,6,16,6,6,F,T,3661099.006,3712427.847,,2602,3130199.97,225719320
1615,PG-Strom,F,F,F,64,3090,24,128,935.8,Q10,T,F,3,4,16,4,4,F,T,3860122.739,3810334.704,,2481,2925677.854,149879590
1616,PG-Strom,F,F,F,64,3090,24,128,935.8,Q11,T,T,4,0,8,6,3,F,T,919343.561,914633.583,,891,546729.918,30887700
1617,PG-Strom,F,F,F,64,3090,24,128,935.8,Q12,T,F,1,5,7,2,2,T,T,3545375.526,3690836.121,,2873,1724685.088,91952950
1618,PG-Strom,F,F,F,64,3090,24,128,935.8,Q13,T,T,1,0,6,2,2,F,T,,,,,,
1619,PG-Strom,F,F,F,64,3090,24,128,935.8,Q14,T,F,1,4,6,2,2,T,F,3074935.994,3100059.277,,2107,1263174.876,105543900
1620,PG-Strom,F,F,F,64,3090,24,128,935.8,Q15,T,T,1,4,8,2,2,F,T,,,,,,
1621,PG-Strom,F,F,F,64,3090,24,128,935.8,Q16,T,T,1,0,8,3,3,F,T,272907.962,232703.727,,151,331691.703,43610460
1622,PG-Strom,F,F,F,64,3090,24,128,935.8,Q17,T,T,2,3,6,3,2,F,F,,,,,,
1623,PG-Strom,F,F,F,64,3090,24,128,935.8,Q18,T,T,2,2,8,4,3,F,T,,,,,,
1624,PG-Strom,F,F,F,64,3090,24,128,935.8,Q19,T,F,1,6,10,2,2,F,F,3228494.521,3143784.934,,2036,2414739.568,106405690
1625,PG-Strom,F,F,F,64,3090,24,128,935.8,Q20,T,T,2,3,17,5,5,F,T,,,,,,
1626,PG-Strom,F,F,F,64,3090,24,128,935.8,Q21,T,T,3,4,16,6,4,F,T,3927985.594,3749141.683,,2419,4103344.39,
1627,PG-Strom,F,F,F,64,3090,24,128,935.8,Q22,T,T,0,0,4,3,2,F,T,132298.444,115260.243,,62,154241.457,70496170
1628,OmniSci,T,T,F,48,1080ti,11,1,484,Q1,T,F,0,7,7,1,1,F,T,42438.78,19.424,,2,33198.73,62000
1629,OmniSci,T,T,F,48,1080ti,11,1,484,Q2,T,T,8,0,16,10,5,F,T,2740.06,1133.28,,39,8981840,9546000
1630,OmniSci,T,T,F,48,1080ti,11,1,484,Q3,T,F,2,4,10,3,3,F,T,26685.94,162.564,,12,11351.34,115000
1631,OmniSci,T,T,F,48,1080ti,11,1,484,Q4,T,T,0,3,7,2,2,F,T,18252.02,22631.54,,69,2741.57,1031000
1632,OmniSci,T,T,F,48,1080ti,11,1,484,Q5,T,F,5,4,16,6,6,F,T,25623.56,77.666,,67,2985.99,37000
1633,OmniSci,T,T,F,48,1080ti,11,1,484,Q6,T,F,0,4,4,1,1,F,F,27210.26,53.953,,1,581.806,11000
1634,OmniSci,T,T,F,48,1080ti,11,1,484,Q7,T,T,5,5,15,6,5,F,T,28506.19,41.762,,12,10607.61,33000
1635,OmniSci,T,T,F,48,1080ti,11,1,484,Q8,T,T,7,5,19,8,8,T,T,28959.08,120.545,,85,5806.73,49000
1636,OmniSci,T,T,F,48,1080ti,11,1,484,Q9,T,T,5,6,16,6,6,F,T,37598.97,24.576,,12,23545.59,45000
1637,OmniSci,T,T,F,48,1080ti,11,1,484,Q10,T,F,3,4,16,4,4,F,T,26379.09,462.978,,16,36394.95,99000
1638,OmniSci,T,T,F,48,1080ti,11,1,484,Q11,T,T,4,0,8,6,3,F,T,2483.89,748.196,,69,1004.58,75000
1639,OmniSci,T,T,F,48,1080ti,11,1,484,Q12,T,F,1,5,7,2,2,T,T,20587.6,42.912,,59,1184.07,28000
1640,OmniSci,T,T,F,48,1080ti,11,1,484,Q13,T,T,1,0,6,2,2,F,T,2549.11,549.061,,59,5370950,5419000
1641,OmniSci,T,T,F,48,1080ti,11,1,484,Q14,T,F,1,4,6,2,2,T,F,21641.65,108.801,,5,985.991,19000
1642,OmniSci,T,T,F,48,1080ti,11,1,484,Q15,T,T,1,4,8,2,2,F,T,21442.93,2360.12,,122,1762.38,232000
1643,OmniSci,T,T,F,48,1080ti,11,1,484,Q16,T,T,1,0,8,3,3,F,T,2813.41,56281.37,,7,1874.19,1741000
1644,OmniSci,T,T,F,48,1080ti,11,1,484,Q17,T,T,2,3,6,3,2,F,F,20294.18,1653.74,,11,12125.86,325000
1645,OmniSci,T,T,F,48,1080ti,11,1,484,Q18,T,T,2,2,8,4,3,F,T,29792.91,22723.62,,17,8600.59,1278000
1646,OmniSci,T,T,F,48,1080ti,11,1,484,Q19,T,F,1,6,10,2,2,F,F,34937.6,54.912,,3,7608.6,25000
1647,OmniSci,T,T,F,48,1080ti,11,1,484,Q20,T,T,2,3,17,5,5,F,T,24837.24,6315.03,,23,33892.22,1668000
1648,OmniSci,T,T,F,48,1080ti,11,1,484,Q21,T,T,3,4,16,6,4,F,T,,,,,,
1649,OmniSci,T,T,F,48,1080ti,11,1,484,Q22,T,T,0,0,4,3,2,F,T,,,,,,
1650,OmniSci,T,T,F,48,2080ti,11,1,616,Q1,T,F,0,7,7,1,1,F,T,42542.81,45.056,,2,29792.48,51000
1651,OmniSci,T,T,F,48,2080ti,11,1,616,Q2,T,T,8,0,16,10,5,F,T,3396.86,1642.84,,39,1204250,1376000
1652,OmniSci,T,T,F,48,2080ti,11,1,616,Q3,T,F,2,4,10,3,3,F,T,22839.45,214.784,,12,10844.13,114000
1653,OmniSci,T,T,F,48,2080ti,11,1,616,Q4,T,T,0,3,7,2,2,F,T,19871.02,21867.36,,149,2862.07,1061000
1654,OmniSci,T,T,F,48,2080ti,11,1,616,Q5,T,F,5,4,16,6,6,F,T,25521.27,213.6,,147,2905.05,75000
1655,OmniSci,T,T,F,48,2080ti,11,1,616,Q6,T,F,0,4,4,1,1,F,F,,130.943,,1,563.935,14000
1656,OmniSci,T,T,F,48,2080ti,11,1,616,Q7,T,T,5,5,15,6,5,F,T,28411.72,68.256,,12,9432.04,33000
1657,OmniSci,T,T,F,48,2080ti,11,1,616,Q8,T,T,7,5,19,8,8,T,T,25878.04,286.336,,165,3900.5,82000
1658,OmniSci,T,T,F,48,2080ti,11,1,616,Q9,T,T,5,6,16,6,6,F,T,37645.72,50.656,,12,16074.19,39000
1659,OmniSci,T,T,F,48,2080ti,11,1,616,Q10,T,F,3,4,16,4,4,F,T,26388.5,787.071,,16,32543.91,96000
1660,OmniSci,T,T,F,48,2080ti,11,1,616,Q11,T,T,4,0,8,6,3,F,T,2495.42,1036.13,,68,1908.09,88000
1661,OmniSci,T,T,F,48,2080ti,11,1,616,Q12,T,F,1,5,7,2,2,T,T,20356.26,101.568,,139,1469.69,60000
1662,OmniSci,T,T,F,48,2080ti,11,1,616,Q13,T,T,1,0,6,2,2,F,T,2664.12,607.071,,139,1909230,2004000
1663,OmniSci,T,T,F,48,2080ti,11,1,616,Q14,T,F,1,4,6,2,2,T,F,24111.38,263.52,,5,931.806,20000
1664,OmniSci,T,T,F,48,2080ti,11,1,616,Q15,T,T,1,4,8,2,2,F,T,23587.93,6173.42,,282,2372.51,308000
1665,OmniSci,T,T,F,48,2080ti,11,1,616,Q16,T,T,1,0,8,3,3,F,T,3141.05,56095,,7,1835.93,1756000
1666,OmniSci,T,T,F,48,2080ti,11,1,616,Q17,T,T,2,3,6,3,2,F,F,21052.54,2074.87,,11,4409.43,320000
1667,OmniSci,T,T,F,48,2080ti,11,1,616,Q18,T,T,2,2,8,4,3,F,T,30264.77,22766.11,,17,8510.86,1303000
1668,OmniSci,T,T,F,48,2080ti,11,1,616,Q19,T,F,1,6,10,2,2,F,F,35041.37,131.584,,3,3115,24000
1669,OmniSci,T,T,F,48,2080ti,11,1,616,Q20,T,T,2,3,17,5,5,F,T,25455.22,6594.7,,23,29621.67,1662000
1670,OmniSci,T,T,F,48,2080ti,11,1,616,Q21,T,T,3,4,16,6,4,F,T,,-,-,-,,
1671,OmniSci,T,T,F,48,2080ti,11,1,616,Q22,T,T,0,0,4,3,2,F,T,,-,-,-,,
1672,OmniSci,T,T,F,48,1080ti,11,2,484,Q1,T,F,0,7,7,1,1,F,T,87820.62,19.649,,2,66565.51,91000
1673,OmniSci,T,T,F,48,1080ti,11,2,484,Q2,T,T,8,0,16,10,5,F,T,4789.55,1849.59,,39,35758850,36106000
1674,OmniSci,T,T,F,48,1080ti,11,2,484,Q3,T,F,2,4,10,3,3,F,T,55362,204.995,,12,23222.27,218000
1675,OmniSci,T,T,F,48,1080ti,11,2,484,Q4,T,T,0,3,7,2,2,F,T,40036.18,36542.03,,69,5019.39,1995000
1676,OmniSci,T,T,F,48,1080ti,11,2,484,Q5,T,F,5,4,16,6,6,F,T,50920.88,77.793,,67,6039.95,41000
1677,OmniSci,T,T,F,48,1080ti,11,2,484,Q6,T,F,0,4,4,1,1,F,F,56585.17,54.304,,1,997.324,11000
1678,OmniSci,T,T,F,48,1080ti,11,2,484,Q7,T,T,5,5,15,6,5,F,T,58448.35,42.304,,12,21049.92,40000
1679,OmniSci,T,T,F,48,1080ti,11,2,484,Q8,T,T,7,5,19,8,8,T,T,56106.25,120.93,,85,13884.42,56000
1680,OmniSci,T,T,F,48,1080ti,11,2,484,Q9,T,T,5,6,16,6,6,F,T,78635.77,24.48,,12,50457.62,69000
1681,OmniSci,T,T,F,48,1080ti,11,2,484,Q10,T,F,3,4,16,4,4,F,T,54334.08,1448.49,,16,72541.43,166000
1682,OmniSci,T,T,F,48,1080ti,11,2,484,Q11,T,T,4,0,8,6,3,F,T,5723.26,1898.29,,30,872.329,116000
1683,OmniSci,T,T,F,48,1080ti,11,2,484,Q12,T,F,1,5,7,2,2,T,T,42834.67,43.168,,59,2111.73,31000
1684,OmniSci,T,T,F,48,1080ti,11,2,484,Q13,T,T,1,0,6,2,2,F,T,5412.91,1221.68,,59,21807130,21676000
1685,OmniSci,T,T,F,48,1080ti,11,2,484,Q14,T,F,1,4,6,2,2,T,F,48844.04,109.313,,5,2977.41,19000
1686,OmniSci,T,T,F,48,1080ti,11,2,484,Q15,T,T,1,4,8,2,2,F,T,48354.23,201.603,,12,1927.86,200000
1687,OmniSci,T,T,F,48,1080ti,11,2,484,Q16,T,T,1,0,8,3,3,F,T,3692.98,110035.12,,7,3561.55,3446000
1688,OmniSci,T,T,F,48,1080ti,11,2,484,Q17,T,T,2,3,6,3,2,F,F,41707.05,3736.21,,11,40477.11,641000
1689,OmniSci,T,T,F,48,1080ti,11,2,484,Q18,T,T,2,2,8,4,3,F,T,60556.85,41046.91,,17,17168.61,2490000
1690,OmniSci,T,T,F,48,1080ti,11,2,484,Q19,T,F,1,6,10,2,2,F,F,72746.45,55.201,,3,21036.98,42000
1691,OmniSci,T,T,F,48,1080ti,11,2,484,Q20,T,T,2,3,17,5,5,F,T,51330.44,12165.02,,23,67558.84,3080000
1692,OmniSci,T,T,F,48,1080ti,11,2,484,Q21,T,T,3,4,16,6,4,F,T,,,,,,
1693,OmniSci,T,T,F,48,1080ti,11,2,484,Q22,T,T,0,0,4,3,2,F,T,,,,,,
1694,OmniSci,T,T,F,48,2080ti,11,2,616,Q1,T,F,0,7,7,1,1,F,T,112099.2,45.568,,2,59484.34,89000
1695,OmniSci,T,T,F,48,2080ti,11,2,616,Q2,T,T,8,0,16,10,5,F,T,5514.45,2554.62,,39,4526810,4925000
1696,OmniSci,T,T,F,48,2080ti,11,2,616,Q3,T,F,2,4,10,3,3,F,T,48824.29,257.598,,12,21521.11,217000
1697,OmniSci,T,T,F,48,2080ti,11,2,616,Q4,T,T,0,3,7,2,2,F,T,42584.44,41534.56,,149,4520.31,2014000
1698,OmniSci,T,T,F,48,2080ti,11,2,616,Q5,T,F,5,4,16,6,6,F,T,53416.22,222.814,,147,4904.63,80000
1699,OmniSci,T,T,F,48,2080ti,11,2,616,Q6,T,F,0,4,4,1,1,F,F,56276.08,131.007,,1,817.726,13000
1700,OmniSci,T,T,F,48,2080ti,11,2,616,Q7,T,T,5,5,15,6,5,F,T,60076.71,69.76,,12,18271.08,41000
