Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,DB_Size,BS,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,ET
905,PG-Strom,F,F,F,64,1080ti,11,8,484,Q5,T,F,5,4,16,6,6,F,T,1011760,975823.13,71533,162,513356.86,11142604
906,PG-Strom,F,F,F,64,1080ti,11,8,484,Q6,T,F,0,4,4,1,1,F,F,1952660,1931700,137803,253,439614.98,2697011
907,PG-Strom,F,F,F,64,1080ti,11,8,484,Q7,T,T,5,5,15,6,5,F,T,1192710,1148660,74889,155,243166.55,6840964
908,PG-Strom,F,F,F,64,1080ti,11,8,484,Q8,T,T,7,5,19,8,8,T,T,940741.9,914202.09,57105,160,348452.54,9630634
909,PG-Strom,F,F,F,64,1080ti,11,8,484,Q9,T,T,5,6,16,6,6,F,T,2183780,2158120,155800,156,405725.48,9756637
910,PG-Strom,F,F,F,64,1080ti,11,8,484,Q10,T,F,3,4,16,4,4,F,T,2310400,2222700,135409,154,234546.18,5499357
911,PG-Strom,F,F,F,64,1080ti,11,8,484,Q11,T,T,4,0,8,6,3,F,T,571446.1,480371.38,42392,65,65933.33,1119405
912,PG-Strom,F,F,F,64,1080ti,11,8,484,Q12,T,F,1,5,7,2,2,T,T,1153880,1170070,34946,187,166140.05,6519801
913,PG-Strom,F,F,F,64,1080ti,11,8,484,Q14,T,F,1,4,6,2,2,T,F,783504.85,783004.29,15316,139,93293.64,6123708
914,PG-Strom,F,F,F,64,1080ti,11,8,484,Q15,T,T,1,4,8,2,2,F,T,1974440,2071950,21681,126,250319.37,3330956
915,PG-Strom,F,F,F,64,1080ti,11,8,484,Q16,T,T,1,0,8,3,3,F,T,131600.45,127972.88,8607,25,41129.5,3335249
916,PG-Strom,F,F,F,64,1080ti,11,8,484,Q17,T,T,2,3,6,3,2,F,F,1417110,1390820,183933,624,1004010,14836155
917,PG-Strom,F,F,F,64,1080ti,11,8,484,Q19,T,F,1,6,10,2,2,F,F,778648.73,783428.73,18987,130,424834.39,6655435
918,PG-Strom,F,F,F,64,1080ti,11,8,484,Q21,T,T,3,4,16,6,4,F,T,,,,,,
919,PG-Strom,F,F,F,64,1080ti,11,8,484,Q22,T,T,0,0,4,3,2,F,T,94903.01,63164.35,1522,6,4449.69,3518282
920,PG-Strom,F,F,F,64,1080ti,11,16,484,Q1,T,F,0,7,7,1,1,F,T,3940430,3963590,374671,989,5043790,7526582
921,PG-Strom,F,F,F,64,1080ti,11,16,484,Q2,T,T,8,0,16,10,5,F,T,,,,,,
922,PG-Strom,F,F,F,64,1080ti,11,16,484,Q3,T,F,2,4,10,3,3,F,T,4311800,4329540,276244,315,515872.96,8178202
923,PG-Strom,F,F,F,64,1080ti,11,16,484,Q4,T,T,0,3,7,2,2,F,T,934788.09,954430.2,26975,59,43126.79,2596706
924,PG-Strom,F,F,F,64,1080ti,11,16,484,Q5,T,F,5,4,16,6,6,F,T,,,,,,
925,PG-Strom,F,F,F,64,1080ti,11,16,484,Q6,T,F,0,4,4,1,1,F,F,3904030,3914560,269801,499,885021.33,5205366
926,PG-Strom,F,F,F,64,1080ti,11,16,484,Q7,T,T,5,5,15,6,5,F,T,2324980,2301070,156538,314,482283.4,13469891
927,PG-Strom,F,F,F,64,1080ti,11,16,484,Q8,T,T,7,5,19,8,8,T,T,1744750,1772690,104703,317,661271.73,18443365
928,PG-Strom,F,F,F,64,1080ti,11,16,484,Q9,T,T,5,6,16,6,6,F,T,4482640,4491900,306490,315,855296.44,20444280
929,PG-Strom,F,F,F,64,1080ti,11,16,484,Q10,T,F,3,4,16,4,4,F,T,4394210,4417610,265491,306,480237.13,9616343
930,PG-Strom,F,F,F,64,1080ti,11,16,484,Q11,T,T,4,0,8,6,3,F,T,1166390,1083680,87351,122,110713.2,2203012
931,PG-Strom,F,F,F,64,1080ti,11,16,484,Q12,T,F,1,5,7,2,2,T,T,2256450,2328730,70241,366,324851.92,12458557
932,PG-Strom,F,F,F,64,1080ti,11,16,484,Q14,T,F,1,4,6,2,2,T,F,1486950,1548130,36777,270,184055.99,11693448
933,PG-Strom,F,F,F,64,1080ti,11,16,484,Q15,T,T,1,4,8,2,2,F,T,3938600,4159610,43607,250,438080.81,6507928
934,PG-Strom,F,F,F,64,1080ti,11,16,484,Q16,T,T,1,0,8,3,3,F,T,256272.36,254601.99,16729,47,83319.99,6684635
935,PG-Strom,F,F,F,64,1080ti,11,16,484,Q17,T,T,2,3,6,3,2,F,F,1340130,1371710,238235,994,1140600,16782745
936,PG-Strom,F,F,F,64,1080ti,11,16,484,Q19,T,F,1,6,10,2,2,F,F,1490170,1541240,23792,257,743630.31,12717025
937,PG-Strom,F,F,F,64,1080ti,11,16,484,Q21,T,T,3,4,16,6,4,F,T,,,,,,
938,PG-Strom,F,F,F,64,1080ti,11,16,484,Q22,T,T,0,0,4,3,2,F,T,165142.38,126659.97,2625,10,9186.1,7586634
939,PG-Strom,F,F,F,64,1080ti,11,32,484,Q1,T,F,0,7,7,1,1,F,T,7879990,8012530,804206,1975,9926420,14383700
940,PG-Strom,F,F,F,64,1080ti,11,32,484,Q2,T,T,8,0,16,10,5,F,T,752185.56,704270.95,57987,115,365885.88,19025189
941,PG-Strom,F,F,F,64,1080ti,11,32,484,Q3,T,F,2,4,10,3,3,F,T,8583470,8654700,548882,623,1038190,16673632
942,PG-Strom,F,F,F,64,1080ti,11,32,484,Q4,T,T,0,3,7,2,2,F,T,1802680,1911330,64618,113,125251.7,6653210
943,PG-Strom,F,F,F,64,1080ti,11,32,484,Q5,T,F,5,4,16,6,6,F,T,,,,,,
944,PG-Strom,F,F,F,64,1080ti,11,32,484,Q6,T,F,0,4,4,1,1,F,F,7811250,7900190,537468,989,1717380,9370488
945,PG-Strom,F,F,F,64,1080ti,11,32,484,Q7,T,T,5,5,15,6,5,F,T,4585190,4592020,289238,624,1282190,24395539
946,PG-Strom,F,F,F,64,1080ti,11,32,484,Q8,T,T,7,5,19,8,8,T,T,,,,,,
947,PG-Strom,F,F,F,64,1080ti,11,32,484,Q9,T,T,5,6,16,6,6,F,T,9406100,9482020,686277,701,2306550,34256468
948,PG-Strom,F,F,F,64,1080ti,11,32,484,Q10,T,F,3,4,16,4,4,F,T,8720280,8828140,533101,607,817046.43,19236231
949,PG-Strom,F,F,F,64,1080ti,11,32,484,Q11,T,T,4,0,8,6,3,F,T,2358870,2294000,168901,232,207674.78,3764246
950,PG-Strom,F,F,F,64,1080ti,11,32,484,Q12,T,F,1,5,7,2,2,T,T,4430660,4648990,133284,722,650151.63,22354522
951,PG-Strom,F,F,F,64,1080ti,11,32,484,Q14,T,F,1,4,6,2,2,T,F,2904770,3082440,98154,534,381353.52,20765717
952,PG-Strom,F,F,F,64,1080ti,11,32,484,Q15,T,T,1,4,8,2,2,F,T,7874480,8323510,103617,495,1037720,11938634
953,PG-Strom,F,F,F,64,1080ti,11,32,484,Q16,T,T,1,0,8,3,3,F,T,511262.75,513084.09,34838,93,184467.5,12866165
954,PG-Strom,F,F,F,64,1080ti,11,32,484,Q17,T,T,2,3,6,3,2,F,F,,,,,,
955,PG-Strom,F,F,F,64,1080ti,11,32,484,Q19,T,F,1,6,10,2,2,F,F,2901370,3067670,49294,512,1496590,22941649
956,PG-Strom,F,F,F,64,1080ti,11,32,484,Q21,T,T,3,4,16,6,4,F,T,,,,,,
957,PG-Strom,F,F,F,64,1080ti,11,32,484,Q22,T,T,0,0,4,3,2,F,T,273236.11,253529.88,4522,17,17742.07,14589545
958,PG-Strom,F,F,F,64,1080ti,11,64,484,Q1,T,F,0,7,7,1,1,F,T,15784010,15993950,1230029,3941,20234630,47414334
959,PG-Strom,F,F,F,64,1080ti,11,64,484,Q2,T,T,8,0,16,10,5,F,T,,,,,,
960,PG-Strom,F,F,F,64,1080ti,11,64,484,Q3,T,F,2,4,10,3,3,F,T,17029120,17509740,1087704,1242,1894140,85469061
961,PG-Strom,F,F,F,64,1080ti,11,64,484,Q4,T,T,0,3,7,2,2,F,T,3567550,3871420,87970,227,129755.1,144657405
962,PG-Strom,F,F,F,64,1080ti,11,64,484,Q5,T,F,5,4,16,6,6,F,T,,,,,,
963,PG-Strom,F,F,F,64,1080ti,11,64,484,Q6,T,F,0,4,4,1,1,F,F,15583720,15970080,842892,1973,3722540,32905888
964,PG-Strom,F,F,F,64,1080ti,11,64,484,Q7,T,T,5,5,15,6,5,F,T,9051830,9231520,573152,1243,2606490,65393651
965,PG-Strom,F,F,F,64,1080ti,11,64,484,Q8,T,T,7,5,19,8,8,T,T,17184550,17687750,1170224,1277,2234260,51666414
966,PG-Strom,F,F,F,64,1080ti,11,64,484,Q9,T,T,5,6,16,6,6,F,T,18790280,19275110,1430250,1395,5087020,91460981
967,PG-Strom,F,F,F,64,1080ti,11,64,484,Q10,T,F,3,4,16,4,4,F,T,17434530,17891140,972898,1242,2798380,63155924
968,PG-Strom,F,F,F,64,1080ti,11,64,484,Q11,T,T,4,0,8,6,3,F,T,4786800,4754970,338219,454,427811.19,8022662
969,PG-Strom,F,F,F,64,1080ti,11,64,484,Q12,T,F,1,5,7,2,2,T,T,8944650,9484640,269195,1442,1461490,84948060
970,PG-Strom,F,F,F,64,1080ti,11,64,484,Q14,T,F,1,4,6,2,2,T,F,5914080,6370660,94591,1056,729224.88,82971006
971,PG-Strom,F,F,F,64,1080ti,11,64,484,Q15,T,T,1,4,8,2,2,F,T,15647140,17092440,181125,988,1133850,89878722
972,PG-Strom,F,F,F,64,1080ti,11,64,484,Q16,T,T,1,0,8,3,3,F,T,1022340,1034510,67503,185,375693.45,27058433
973,PG-Strom,F,F,F,64,1080ti,11,64,484,Q19,T,F,1,6,10,2,2,F,F,5870290,6302590,120208,1019,3407540,80985497
974,PG-Strom,F,F,F,64,1080ti,11,64,484,Q22,T,T,0,0,4,3,2,F,T,507122.53,520281.57,10799,31,48823.27,30061088
975,PG-Strom,F,F,F,64,1080ti,11,128,484,Q1,T,F,0,7,7,1,1,F,T,31450820,32358600,2733950,7875,39011140,183172232
976,PG-Strom,F,F,F,64,1080ti,11,128,484,Q2,T,T,8,0,16,10,5,F,T,2798070,2785770,211361,438,1370380,77354575
977,PG-Strom,F,F,F,64,1080ti,11,128,484,Q3,T,F,2,4,10,3,3,F,T,34063540,35098550,2185935,2480,4588810,210756737
978,PG-Strom,F,F,F,64,1080ti,11,128,484,Q4,T,T,0,3,7,2,2,F,T,7086070,7736970,163128,452,267773,312069890
979,PG-Strom,F,F,F,64,1080ti,11,128,484,Q6,T,F,0,4,4,1,1,F,F,31224230,32174520,1731984,3941,8124020,182344362
980,PG-Strom,F,F,F,64,1080ti,11,128,484,Q7,T,T,5,5,15,6,5,F,T,18195690,18587440,1198571,2481,5233270,198191864
981,PG-Strom,F,F,F,64,1080ti,11,128,484,Q8,T,T,7,5,19,8,8,T,T,34265670,35445990,2391549,2549,4610490,176979004
982,PG-Strom,F,F,F,64,1080ti,11,128,484,Q9,T,T,5,6,16,6,6,F,T,32535170,33530090,2321006,2303,5873570,329078963
983,PG-Strom,F,F,F,64,1080ti,11,128,484,Q10,T,F,3,4,16,4,4,F,T,34317790,35460720,2059078,2419,3453840,266030385
984,PG-Strom,F,F,F,64,1080ti,11,128,484,Q11,T,T,4,0,8,6,3,F,T,9596360,9671450,677658,898,867691.03,15983074
985,PG-Strom,F,F,F,64,1080ti,11,128,484,Q12,T,F,1,5,7,2,2,T,T,17494540,18746860,563204,2873,3029090,267362652
986,PG-Strom,F,F,F,64,1080ti,11,128,484,Q14,T,F,1,4,6,2,2,T,F,32057290,35089760,619397,2019,2623450,239420559
987,PG-Strom,F,F,F,64,1080ti,11,128,484,Q15,T,T,1,4,8,2,2,F,T,,,err,err,,236627224
988,PG-Strom,F,F,F,64,1080ti,11,128,484,Q16,T,T,1,0,8,3,3,F,T,2039750,2080540,137584,367,742714.41,56187280
989,PG-Strom,F,F,F,64,1080ti,11,128,484,Q19,T,F,1,6,10,2,2,F,F,32084870,32918290,1866922,4007,8256170,255283246
990,PG-Strom,F,F,F,64,1080ti,11,128,484,Q22,T,T,0,0,4,3,2,F,T,1008080,1039110,19074,62,94963.77,59321042
991,PG-Strom,F,F,F,48,2080ti,11,1,616,Q1,T,F,0,7,7,1,1,F,T,90148.49,73180.71,7009,69,197570.45,657039
992,PG-Strom,F,F,F,48,2080ti,11,1,616,Q2,T,T,8,0,16,10,5,F,T,14907.97,2745.91,572,5,6532.68,355819
993,PG-Strom,F,F,F,48,2080ti,11,1,616,Q3,T,F,2,4,10,3,3,F,T,117451.08,101107.33,3147,23,20009.08,2011716
994,PG-Strom,F,F,F,48,2080ti,11,1,616,Q4,T,T,0,3,7,2,2,F,T,29345.09,21502.79,315,6,2223.22,371985
995,PG-Strom,F,F,F,48,2080ti,11,1,616,Q5,T,F,5,4,16,6,6,F,T,23922.24,651.806,1156,11,13010.73,439808
996,PG-Strom,F,F,F,48,2080ti,11,1,616,Q6,T,F,0,4,4,1,1,F,F,88807.99,73055.4,2297,37,33670.79,539379
997,PG-Strom,F,F,F,48,2080ti,11,1,616,Q7,T,T,5,5,15,6,5,F,T,24452.4,1132.83,1208,10,14226.24,492166
998,PG-Strom,F,F,F,48,2080ti,11,1,616,Q8,T,T,7,5,19,8,8,T,T,22042.78,3446.99,870,7,4524.81,661732
999,PG-Strom,F,F,F,48,2080ti,11,1,616,Q9,T,T,5,6,16,6,6,F,T,,,,,,
1000,PG-Strom,F,F,F,48,2080ti,11,1,616,Q10,T,F,3,4,16,4,4,F,T,,,,,,
1001,PG-Strom,F,F,F,48,2080ti,11,1,616,Q11,T,T,4,0,8,6,3,F,T,27630.49,19022.3,922,9,5542.98,462980
1002,PG-Strom,F,F,F,48,2080ti,11,1,616,Q12,T,F,1,5,7,2,2,T,T,108757.03,103596.13,1648,32,22384.02,1037267
1003,PG-Strom,F,F,F,48,2080ti,11,1,616,Q13,T,T,1,0,6,2,2,F,T,26735.97,19401.21,1369,6,25550.38,655174
1004,PG-Strom,F,F,F,48,2080ti,11,1,616,Q14,T,F,1,4,6,2,2,T,F,89295.03,96919.62,2202,26,18995.27,986985
1005,PG-Strom,F,F,F,48,2080ti,11,1,616,Q15,T,T,1,4,8,2,2,F,T,109654.43,97636.96,1449,18,9129.53,617468
1006,PG-Strom,F,F,F,48,2080ti,11,1,616,Q16,T,T,1,0,8,3,3,F,T,8810.4,957.978,434,4,14232.68,740047
1007,PG-Strom,F,F,F,48,2080ti,11,1,616,Q17,T,T,2,3,6,3,2,F,F,170758.57,168492.81,7882,84,337532.94,2000173
1008,PG-Strom,F,F,F,48,2080ti,11,1,616,Q18,T,T,2,2,8,4,3,F,T,102574.73,98352.37,2588,22,11067.34,2822098
1009,PG-Strom,F,F,F,48,2080ti,11,1,616,Q19,T,F,1,6,10,2,2,F,F,86745.01,96085.34,1192,20,29038.07,1031026
1010,PG-Strom,F,F,F,48,2080ti,11,1,616,Q20,T,T,2,3,17,5,5,F,T,,,,,,
1011,PG-Strom,F,F,F,48,2080ti,11,1,616,Q21,T,T,3,4,16,6,4,F,T,115818.51,89436.27,2894,24,26019.08,1207829
1012,PG-Strom,F,F,F,48,2080ti,11,1,616,Q22,T,T,0,0,4,3,2,F,T,,,,,,363477
1013,PG-Strom,F,F,F,48,2080ti,11,2,616,Q1,T,F,0,7,7,1,1,F,T,182926.78,173867.36,8086,127,436162.05,935082
1014,PG-Strom,F,F,F,48,2080ti,11,2,616,Q2,T,T,8,0,16,10,5,F,T,41718.2,21541.17,1445,11,11710.17,582152
1015,PG-Strom,F,F,F,48,2080ti,11,2,616,Q3,T,F,2,4,10,3,3,F,T,217124.77,215113.81,5494,41,46019.59,3950159
1016,PG-Strom,F,F,F,48,2080ti,11,2,616,Q4,T,T,0,3,7,2,2,F,T,50172.92,45807.4,481,9,4506.44,520353
1017,PG-Strom,F,F,F,48,2080ti,11,2,616,Q5,T,F,5,4,16,6,6,F,T,52649.29,48144.35,2107,16,22675.84,961218
1018,PG-Strom,F,F,F,48,2080ti,11,2,616,Q6,T,F,0,4,4,1,1,F,F,176500.14,172608.13,3351,69,102172.67,649156
1019,PG-Strom,F,F,F,48,2080ti,11,2,616,Q7,T,T,5,5,15,6,5,F,T,44311.75,7473.39,1550,14,21318.1,729488
1020,PG-Strom,F,F,F,48,2080ti,11,2,616,Q8,T,T,7,5,19,8,8,T,T,43951.64,23074.6,1468,11,8286.73,1180369
1021,PG-Strom,F,F,F,48,2080ti,11,2,616,Q9,T,T,5,6,16,6,6,F,T,183656.24,168227.15,4385,34,73821.03,2436708
1022,PG-Strom,F,F,F,48,2080ti,11,2,616,Q10,T,F,3,4,16,4,4,F,T,217751.82,239113.26,6106,43,41191.2,3199427
1023,PG-Strom,F,F,F,48,2080ti,11,2,616,Q11,T,T,4,0,8,6,3,F,T,55134.04,43362.2,1629,20,14866.77,560633
1024,PG-Strom,F,F,F,48,2080ti,11,2,616,Q12,T,F,1,5,7,2,2,T,T,210638.27,221230.91,2657,55,40719.21,1857296
1025,PG-Strom,F,F,F,48,2080ti,11,2,616,Q13,T,T,1,0,6,2,2,F,T,52246.01,45261.65,3051,13,69517.45,1352635
1026,PG-Strom,F,F,F,48,2080ti,11,2,616,Q14,T,F,1,4,6,2,2,T,F,169959.01,193262.41,5048,41,31906.18,1700547
1027,PG-Strom,F,F,F,48,2080ti,11,2,616,Q15,T,T,1,4,8,2,2,F,T,183924.89,197279.45,5059,33,44778.37,1112354
1028,PG-Strom,F,F,F,48,2080ti,11,2,616,Q16,T,T,1,0,8,3,3,F,T,36652.91,33014.93,1067,8,8164.08,922209
1029,PG-Strom,F,F,F,48,2080ti,11,2,616,Q17,T,T,2,3,6,3,2,F,F,346456.78,342495,15462,159,490504.08,3770808
1030,PG-Strom,F,F,F,48,2080ti,11,2,616,Q18,T,T,2,2,8,4,3,F,T,,,,,,
1031,PG-Strom,F,F,F,48,2080ti,11,2,616,Q19,T,F,1,6,10,2,2,F,F,170264.39,191644.45,1857,35,50975.76,1769062
1032,PG-Strom,F,F,F,48,2080ti,11,2,616,Q20,T,T,2,3,17,5,5,F,T,,,,,,
1033,PG-Strom,F,F,F,48,2080ti,11,2,616,Q21,T,T,3,4,16,6,4,F,T,208250.44,197139.46,5590,42,50928.49,2145796
1034,PG-Strom,F,F,F,48,2080ti,11,2,616,Q22,T,T,0,0,4,3,2,F,T,5290.32,6224.94,109,1,998.946,945937
1035,PG-Strom,F,F,F,48,2080ti,11,4,616,Q1,T,F,0,7,7,1,1,F,T,357197.64,367313.46,15419,255,801777.92,1840091
1036,PG-Strom,F,F,F,48,2080ti,11,4,616,Q2,T,T,8,0,16,10,5,F,T,92323.49,76624.41,3087,30,40267.49,950139
1037,PG-Strom,F,F,F,48,2080ti,11,4,616,Q3,T,F,2,4,10,3,3,F,T,451412.71,447219.24,10559,82,116356.48,2427310
1038,PG-Strom,F,F,F,48,2080ti,11,4,616,Q4,T,T,0,3,7,2,2,F,T,90935.53,88864.76,1720,17,6034.87,833096
1039,PG-Strom,F,F,F,48,2080ti,11,4,616,Q5,T,F,5,4,16,6,6,F,T,115712.47,92925.89,2995,23,20787.81,1723141
1040,PG-Strom,F,F,F,48,2080ti,11,4,616,Q6,T,F,0,4,4,1,1,F,F,353939.84,352786.47,8025,129,98383.39,1589419
1041,PG-Strom,F,F,F,48,2080ti,11,4,616,Q7,T,T,5,5,15,6,5,F,T,353600.84,343063.56,8890,67,80946.75,4229494
1042,PG-Strom,F,F,F,48,2080ti,11,4,616,Q8,T,T,7,5,19,8,8,T,T,107954.67,92883.04,3407,23,20241.12,2363337
1043,PG-Strom,F,F,F,48,2080ti,11,4,616,Q9,T,T,5,6,16,6,6,F,T,381261.7,361891.75,8873,64,156029.87,4681466
1044,PG-Strom,F,F,F,48,2080ti,11,4,616,Q10,T,F,3,4,16,4,4,F,T,425217.88,474946.11,13659,82,75617.22,5634498
1045,PG-Strom,F,F,F,48,2080ti,11,4,616,Q11,T,T,4,0,8,6,3,F,T,112888.01,86018.3,3000,38,30425.91,803807
1046,PG-Strom,F,F,F,48,2080ti,11,4,616,Q12,T,F,1,5,7,2,2,T,T,408080.88,461022.33,5175,98,64785.38,3644271
1047,PG-Strom,F,F,F,48,2080ti,11,4,616,Q13,T,T,1,0,6,2,2,F,T,,,,,,
1048,PG-Strom,F,F,F,48,2080ti,11,4,616,Q14,T,F,1,4,6,2,2,T,F,344477.33,386400.04,9515,74,40835.53,3454177
1049,PG-Strom,F,F,F,48,2080ti,11,4,616,Q15,T,T,1,4,8,2,2,F,T,351491.6,386351.06,11048,64,97025.97,2020781
1050,PG-Strom,F,F,F,48,2080ti,11,4,616,Q16,T,T,1,0,8,3,3,F,T,68082.94,65974.69,2051,14,17501.91,1733958
1051,PG-Strom,F,F,F,48,2080ti,11,4,616,Q17,T,T,2,3,6,3,2,F,F,685849.67,689484.38,30390,315,414321.53,7647311
1052,PG-Strom,F,F,F,48,2080ti,11,4,616,Q19,T,F,1,6,10,2,2,F,F,339674.93,383296.35,3581,67,96507.71,3557091
1053,PG-Strom,F,F,F,48,2080ti,11,4,616,Q21,T,T,3,4,16,6,4,F,T,413211.48,406767.87,11008,81,100502.1,4365071
1054,PG-Strom,F,F,F,48,2080ti,11,4,616,Q22,T,T,0,0,4,3,2,F,T,15411.67,11505.4,283,3,1668.29,1798946
1055,PG-Strom,F,F,F,48,2080ti,11,8,616,Q1,T,F,0,7,7,1,1,F,T,699350.39,707090.88,24781,503,1575003,3478994
1056,PG-Strom,F,F,F,48,2080ti,11,8,616,Q2,T,T,8,0,16,10,5,F,T,170700.12,150062.06,5124,46,82094.91,1693978
1057,PG-Strom,F,F,F,48,2080ti,11,8,616,Q3,T,F,2,4,10,3,3,F,T,867987.01,889105.94,20990,159,230134.64,4442111
1058,PG-Strom,F,F,F,48,2080ti,11,8,616,Q4,T,T,0,3,7,2,2,F,T,168803.45,178321.4,3167,31,19904.07,1434661
1059,PG-Strom,F,F,F,48,2080ti,11,8,616,Q5,T,F,5,4,16,6,6,F,T,942937.27,946400.27,33239,162,400882.08,10965482
1060,PG-Strom,F,F,F,48,2080ti,11,8,616,Q6,T,F,0,4,4,1,1,F,F,692061.53,697128.08,14803,251,238437.58,2883119
1061,PG-Strom,F,F,F,48,2080ti,11,8,616,Q7,T,T,5,5,15,6,5,F,T,834195.48,838462.51,22300,155,185423.94,6919617
1062,PG-Strom,F,F,F,48,2080ti,11,8,616,Q8,T,T,7,5,19,8,8,T,T,854462.68,879602.24,26148,160,229900.81,9401670
1063,PG-Strom,F,F,F,48,2080ti,11,8,616,Q9,T,T,5,6,16,6,6,F,T,883776.3,896927.99,27088,156,294371.48,9757678
1064,PG-Strom,F,F,F,48,2080ti,11,8,616,Q10,T,F,3,4,16,4,4,F,T,896145.2,921370.24,21474,155,175797.81,5335885
1065,PG-Strom,F,F,F,48,2080ti,11,8,616,Q11,T,T,4,0,8,6,3,F,T,207985.2,186915.92,4867,65,50656.58,1271030
1066,PG-Strom,F,F,F,48,2080ti,11,8,616,Q12,T,F,1,5,7,2,2,T,T,809707.11,931262.93,9764,187,115507.71,6476777
1067,PG-Strom,F,F,F,48,2080ti,11,8,616,Q14,T,F,1,4,6,2,2,T,F,679562.17,769613.29,19942,141,82410.36,6036817
1068,PG-Strom,F,F,F,48,2080ti,11,8,616,Q15,T,T,1,4,8,2,2,F,T,673632.63,745772.57,19845,125,297282.88,3524077
1069,PG-Strom,F,F,F,48,2080ti,11,8,616,Q16,T,T,1,0,8,3,3,F,T,131657.3,132455.02,4077,25,33674.5,3359371
1070,PG-Strom,F,F,F,48,2080ti,11,8,616,Q17,T,T,2,3,6,3,2,F,F,1352810,1386610,60061,624,828422.11,14502362
1071,PG-Strom,F,F,F,48,2080ti,11,8,616,Q19,T,F,1,6,10,2,2,F,F,676293.97,764455.62,6877,131,190114.12,6306597
1072,PG-Strom,F,F,F,48,2080ti,11,8,616,Q21,T,T,3,4,16,6,4,F,T,,,,,,
1073,PG-Strom,F,F,F,48,2080ti,11,8,616,Q22,T,T,0,0,4,3,2,F,T,31264.33,23322.33,638,6,5271.82,3450070
1074,PG-Strom,F,F,F,48,2080ti,11,16,616,Q1,T,F,0,7,7,1,1,F,T,1352690,1376740,53032,991,3014960,6852762
1075,PG-Strom,F,F,F,48,2080ti,11,16,616,Q2,T,T,8,0,16,10,5,F,T,264297.26,248635.44,9531,62,127372.01,8446437
1076,PG-Strom,F,F,F,48,2080ti,11,16,616,Q3,T,F,2,4,10,3,3,F,T,1691280,1732670,38929,314,867455.54,8665115
1077,PG-Strom,F,F,F,48,2080ti,11,16,616,Q4,T,T,0,3,7,2,2,F,T,308572.05,352337.16,8114,58,28280.68,2840471
1078,PG-Strom,F,F,F,48,2080ti,11,16,616,Q5,T,F,5,4,16,6,6,F,T,,,,,,
1079,PG-Strom,F,F,F,48,2080ti,11,16,616,Q6,T,F,0,4,4,1,1,F,F,1355720,1379500,24776,499,580227.47,5981832
1080,PG-Strom,F,F,F,48,2080ti,11,16,616,Q7,T,T,5,5,15,6,5,F,T,1700510,1724100,46400,314,368785.02,13982740
1081,PG-Strom,F,F,F,48,2080ti,11,16,616,Q8,T,T,7,5,19,8,8,T,T,1705210,1794570,54716,2,12973.21,17059758
1082,PG-Strom,F,F,F,48,2080ti,11,16,616,Q9,T,T,5,6,16,6,6,F,T,1765580,1788530,50604,315,615587.56,21892831
1083,PG-Strom,F,F,F,48,2080ti,11,16,616,Q10,T,F,3,4,16,4,4,F,T,1690400,1744400,37959,305,496326.55,10989629
1084,PG-Strom,F,F,F,48,2080ti,11,16,616,Q11,T,T,4,0,8,6,3,F,T,409504.45,395707.49,9916,119,81568.34,2463818
1085,PG-Strom,F,F,F,48,2080ti,11,16,616,Q12,T,F,1,5,7,2,2,T,T,1593140,1848660,18587,364,272595.05,12934939
1086,PG-Strom,F,F,F,48,2080ti,11,16,616,Q14,T,F,1,4,6,2,2,T,F,1334030,1561400,37039,270,157161.31,12207623
1087,PG-Strom,F,F,F,48,2080ti,11,16,616,Q15,T,T,1,4,8,2,2,F,T,1324130,1477000,41463,249,711827.87,7152257
1088,PG-Strom,F,F,F,48,2080ti,11,16,616,Q16,T,T,1,0,8,3,3,F,T,257932.52,264514.11,7635,47,69768.1,6801299
1089,PG-Strom,F,F,F,48,2080ti,11,16,616,Q17,T,T,2,3,6,3,2,F,F,1343900,1403040,72693,994,833764.37,16396227
1090,PG-Strom,F,F,F,48,2080ti,11,16,616,Q19,T,F,1,6,10,2,2,F,F,1334380,1549390,13215,257,363455.02,12725195
1091,PG-Strom,F,F,F,48,2080ti,11,16,616,Q21,T,T,3,4,16,6,4,F,T,,,,,,
1092,PG-Strom,F,F,F,48,2080ti,11,16,616,Q22,T,T,0,0,4,3,2,F,T,50985.93,45790.44,992,9,7925.34,7671889
1093,PG-Strom,F,F,F,48,2080ti,11,32,616,Q1,T,F,0,7,7,1,1,F,T,2689270,2778080,101440,1975,6351340,32099822
1094,PG-Strom,F,F,F,48,2080ti,11,32,616,Q2,T,T,8,0,16,10,5,F,T,527195.83,512037.11,18315,117,242738.85,19479993
1095,PG-Strom,F,F,F,48,2080ti,11,32,616,Q3,T,F,2,4,10,3,3,F,T,3376460,3616690,80881,624,1403980,30399061
1096,PG-Strom,F,F,F,48,2080ti,11,32,616,Q4,T,T,0,3,7,2,2,F,T,629444.83,707451.96,15257,115,83873.85,7040787
1097,PG-Strom,F,F,F,48,2080ti,11,32,616,Q5,T,F,5,4,16,6,6,F,T,,,,,,
1098,PG-Strom,F,F,F,48,2080ti,11,32,616,Q6,T,F,0,4,4,1,1,F,F,2714890,2777660,48071,989,1372720,11438450
