Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,DB_Size,CC,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,ET,DT
1430,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q12,T,F,1,5,7,2,2,T,T,6391030,7426350,71878,1442,1224840,66570334,6391030
1431,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q14,T,F,1,4,6,2,2,T,F,5366060,6266850,162015,1058,684042.72,58588913,5366060
1432,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q15,T,T,1,4,8,2,2,F,T,5259740,6174120,210203,989,1327010,44682779,5259740
1433,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q16,T,T,1,0,8,3,3,F,T,1035980,1066000,30753,185,285146.2,27064478,1035980
1434,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q19,T,F,1,6,10,2,2,F,F,5364240,6237030,53948,1020,1471300,62211175,5364240
1435,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q22,T,T,0,0,4,3,2,F,T,172901.4,184063.14,3747,32,30256.97,30382181,172901.4
1436,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q1,T,F,0,7,7,1,1,F,T,10610220,10971070,361358,7871,25971160,120325354,10610220
1437,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q2,T,T,8,0,16,10,5,F,T,2064210,2085300,69110,434,1054590,92751261,2064210
1438,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q3,T,F,2,4,10,3,3,F,T,13254410,13956950,310535,2480,6155530,121094528,13254410
1439,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q4,T,T,0,3,7,2,2,F,T,2366100,2751320,67625,452,221566.63,177413929,2366100
1440,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q6,T,F,0,4,4,1,1,F,F,10481400,11044460,221391,3939,4643010,95786399,10481400
1441,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q7,T,T,5,5,15,6,5,F,T,13390760,13859440,388284,2481,4089270,138060760,13390760
1442,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q8,T,T,7,5,19,8,8,T,T,13645190,14338410,296889,2547,6704680,132045414,13645190
1443,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q9,T,T,5,6,16,6,6,F,T,11144680,11865020,258229,2306,3789420,234607511,11144680
1444,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q10,T,F,3,4,16,4,4,F,T,12914500,13868450,284809,2418,5107980,139540364,12914500
1445,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q11,T,T,4,0,8,6,3,F,T,3220430,3264780,68604,900,805294.66,15411709,3220430
1446,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q12,T,F,1,5,7,2,2,T,T,12735440,14912650,151591,2871,1951290,125534149,12735440
1447,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q14,T,F,1,4,6,2,2,T,F,10496260,12341380,307141,2020,3912320,98066091,10496260
1448,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q15,T,T,1,4,8,2,2,F,T,10489620,12418100,410561,1973,2865030,90781008,10489620
1449,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q16,T,T,1,0,8,3,3,F,T,2077750,2163110,61758,367,588444.32,59757261,2077750
1450,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q19,T,F,1,6,10,2,2,F,F,10893960,11572340,224341,4009,5154500,95083054,10893960
1451,PG-Strom,F,F,F,32,2080ti,11,128,4352,Q22,T,T,0,0,4,3,2,F,T,334233.3,365176.37,6137,61,193529.63,66667413,334233.3
1452,PG-Strom,F,F,F,64,3090,24,1,10496,Q1,T,F,0,7,7,1,1,F,T,84799.642,22919.667,,69,405187.221,576850,84799.642
1453,PG-Strom,F,F,F,64,3090,24,1,10496,Q2,T,T,8,0,16,10,5,F,T,19319.707,955.397,,4,14856.065,343080,19319.707
1454,PG-Strom,F,F,F,64,3090,24,1,10496,Q3,T,F,2,4,10,3,3,F,T,158723.811,54488.954,,22,41285.622,1191670,158723.811
1455,PG-Strom,F,F,F,64,3090,24,1,10496,Q4,T,T,0,3,7,2,2,F,T,28013.239,242.106,,4,2877.534,419290,28013.239
1456,PG-Strom,F,F,F,64,3090,24,1,10496,Q5,T,F,5,4,16,6,6,F,T,35204.642,618.162,,9,42281.731,545710,35204.642
1457,PG-Strom,F,F,F,64,3090,24,1,10496,Q6,T,F,0,4,4,1,1,F,F,82382.388,41138.391,,35,60560.041,531950,82382.388
1458,PG-Strom,F,F,F,64,3090,24,1,10496,Q7,T,T,5,5,15,6,5,F,T,18388.968,954.939,,6,46834.805,816080,18388.968
1459,PG-Strom,F,F,F,64,3090,24,1,10496,Q8,T,T,7,5,19,8,8,T,T,34239.631,582.522,,6,30473.25,720290,34239.631
1460,PG-Strom,F,F,F,64,3090,24,1,10496,Q9,T,T,5,6,16,6,6,F,T,138842.454,2702.422,,3,33698.835,2242320,138842.454
1461,PG-Strom,F,F,F,64,3090,24,1,10496,Q10,T,F,3,4,16,4,4,F,T,155451.589,28455.287,,24,88143.951,1017460,155451.589
1462,PG-Strom,F,F,F,64,3090,24,1,10496,Q11,T,T,4,0,8,6,3,F,T,31995.932,12035.959,,7,10400.604,496870,31995.932
1463,PG-Strom,F,F,F,64,3090,24,1,10496,Q12,T,F,1,5,7,2,2,T,T,108947.917,43179.886,,32,53575.794,541080,108947.917
1464,PG-Strom,F,F,F,64,3090,24,1,10496,Q13,T,T,1,0,6,2,2,F,T,23509.427,8479.839,,5,14826.778,827544,23509.427
1465,PG-Strom,F,F,F,64,3090,24,1,10496,Q14,T,F,1,4,6,2,2,T,F,92453.98,28288.028,,27,31327.319,590330,92453.98
1466,PG-Strom,F,F,F,64,3090,24,1,10496,Q15,T,T,1,4,8,2,2,F,T,88787.615,25458.349,,16,51350.249,568770,88787.615
1467,PG-Strom,F,F,F,64,3090,24,1,10496,Q16,T,T,1,0,8,3,3,F,T,12214.272,1010.569,,3,31240.488,485310,12214.272
1468,PG-Strom,F,F,F,64,3090,24,1,10496,Q17,T,T,2,3,6,3,2,F,F,136502.015,80435.932,,83,1335114.5,1788760,136502.015
1469,PG-Strom,F,F,F,64,3090,24,1,10496,Q18,T,T,2,2,8,4,3,F,T,,,,,,,
1470,PG-Strom,F,F,F,64,3090,24,1,10496,Q19,T,F,1,6,10,2,2,F,F,96401.811,28504.701,,20,34819.496,1378420,96401.811
1471,PG-Strom,F,F,F,64,3090,24,1,10496,Q20,T,T,2,3,17,5,5,F,T,,,,,,,
1472,PG-Strom,F,F,F,64,3090,24,1,10496,Q21,T,T,3,4,16,6,4,F,T,110382.446,45008.657,,23,25862.981,1520100,110382.446
1473,PG-Strom,F,F,F,64,3090,24,1,10496,Q22,T,T,0,0,4,3,2,F,T,,,,,,481380,
1474,PG-Strom,F,F,F,64,3090,24,2,10496,Q1,T,F,0,7,7,1,1,F,T,172604.813,111694.995,,133,522300.776,884270,172604.813
1475,PG-Strom,F,F,F,64,3090,24,2,10496,Q2,T,T,8,0,16,10,5,F,T,40863.517,7825.818,,9,13520.387,531940,40863.517
1476,PG-Strom,F,F,F,64,3090,24,2,10496,Q3,T,F,2,4,10,3,3,F,T,234097.726,103693.932,,42,88823.812,2614700,234097.726
1477,PG-Strom,F,F,F,64,3090,24,2,10496,Q4,T,T,0,3,7,2,2,F,T,47157.331,618.855,,10,19377.018,526279,47157.331
1478,PG-Strom,F,F,F,64,3090,24,2,10496,Q5,T,F,5,4,16,6,6,F,T,65294.797,11383.255,,18,125867.073,1104000,65294.797
1479,PG-Strom,F,F,F,64,3090,24,2,10496,Q6,T,F,0,4,4,1,1,F,F,164575.05,125273.737,,69,109784.259,838060,164575.05
1480,PG-Strom,F,F,F,64,3090,24,2,10496,Q7,T,T,5,5,15,6,5,F,T,48942.32,4420.16,,9,38997.135,1824120,48942.32
1481,PG-Strom,F,F,F,64,3090,24,2,10496,Q8,T,T,7,5,19,8,8,T,T,64082.088,8946.252,,15,121668.407,1951850,64082.088
1482,PG-Strom,F,F,F,64,3090,24,2,10496,Q9,T,T,5,6,16,6,6,F,T,285937.376,4589.273,,2,19744.82,4803490,285937.376
1483,PG-Strom,F,F,F,64,3090,24,2,10496,Q10,T,F,3,4,16,4,4,F,T,136972.894,74863.234,,45,110516.304,1612037,136972.894
1484,PG-Strom,F,F,F,64,3090,24,2,10496,Q11,T,T,4,0,8,6,3,F,T,60406.653,25870.79,,14,20750.665,923680,60406.653
1485,PG-Strom,F,F,F,64,3090,24,2,10496,Q12,T,F,1,5,7,2,2,T,T,162171.225,100234.481,,52,54007.056,1229910,162171.225
1486,PG-Strom,F,F,F,64,3090,24,2,10496,Q13,T,T,1,0,6,2,2,F,T,,,,,,,
1487,PG-Strom,F,F,F,64,3090,24,2,10496,Q14,T,F,1,4,6,2,2,T,F,178934.597,115260.707,,42,58377.385,1182800,178934.597
1488,PG-Strom,F,F,F,64,3090,24,2,10496,Q15,T,T,1,4,8,2,2,F,T,172974.305,110003.025,,33,53204.057,1165240,172974.305
1489,PG-Strom,F,F,F,64,3090,24,2,10496,Q16,T,T,1,0,8,3,3,F,T,28923.965,1789.754,,3,31692.615,1040690,28923.965
1490,PG-Strom,F,F,F,64,3090,24,2,10496,Q17,T,T,2,3,6,3,2,F,F,156590.473,110706.942,,159,1073676.06,3446590,156590.473
1491,PG-Strom,F,F,F,64,3090,24,2,10496,Q18,T,T,2,2,8,4,3,F,T,,,,,,,
1492,PG-Strom,F,F,F,64,3090,24,2,10496,Q19,T,F,1,6,10,2,2,F,F,180696.94,116318.729,,36,57729.568,1143970,180696.94
1493,PG-Strom,F,F,F,64,3090,24,2,10496,Q20,T,T,2,3,17,5,5,F,T,,,,,,,
1494,PG-Strom,F,F,F,64,3090,24,2,10496,Q21,T,T,3,4,16,6,4,F,T,80446.035,57357.321,,42,40880.858,2084490,80446.035
1495,PG-Strom,F,F,F,64,3090,24,2,10496,Q22,T,T,0,0,4,3,2,F,T,5765.164,1054.319,,3,10591.174,894820,5765.164
1496,PG-Strom,F,F,F,64,3090,24,4,10496,Q1,T,F,0,7,7,1,1,F,T,148196,125606.907,,251,942685.246,1424180,148196
1497,PG-Strom,F,F,F,64,3090,24,4,10496,Q2,T,T,8,0,16,10,5,F,T,71623.698,19859.057,,13,16518.78,830270,71623.698
1498,PG-Strom,F,F,F,64,3090,24,4,10496,Q3,T,F,2,4,10,3,3,F,T,392999.303,151316.891,,82,168701.16,4598980,392999.303
1499,PG-Strom,F,F,F,64,3090,24,4,10496,Q4,T,T,0,3,7,2,2,F,T,82562.331,7747.361,,15,32084.775,820914,82562.331
1500,PG-Strom,F,F,F,64,3090,24,4,10496,Q5,T,F,5,4,16,6,6,F,T,124004.347,58705.945,,21,80412.452,2044270,124004.347
1501,PG-Strom,F,F,F,64,3090,24,4,10496,Q6,T,F,0,4,4,1,1,F,F,152978.639,141621.13,,127,146046.671,1342640,152978.639
1502,PG-Strom,F,F,F,64,3090,24,4,10496,Q7,T,T,5,5,15,6,5,F,T,298632.899,147301.356,,84,178396.406,3625490,298632.899
1503,PG-Strom,F,F,F,64,3090,24,4,10496,Q8,T,T,7,5,19,8,8,T,T,167282.58,56796.573,,28,111866.695,2554950,167282.58
1504,PG-Strom,F,F,F,64,3090,24,4,10496,Q9,T,T,5,6,16,6,6,F,T,210678.435,139414.334,,94,163052.734,3371290,210678.435
1505,PG-Strom,F,F,F,64,3090,24,4,10496,Q10,T,F,3,4,16,4,4,F,T,270155.57,160056.524,,81,182299.475,2889675,270155.57
1506,PG-Strom,F,F,F,64,3090,24,4,10496,Q11,T,T,4,0,8,6,3,F,T,118883.006,39447.342,,21,39838.123,1180770,118883.006
1507,PG-Strom,F,F,F,64,3090,24,4,10496,Q12,T,F,1,5,7,2,2,T,T,146786.819,122045.354,,98,79122.665,1767268,146786.819
1508,PG-Strom,F,F,F,64,3090,24,4,10496,Q13,T,T,1,0,6,2,2,F,T,,,,,,,
1509,PG-Strom,F,F,F,64,3090,24,4,10496,Q14,T,F,1,4,6,2,2,T,F,200347.453,185054.571,,72,62432.179,1924930,200347.453
1510,PG-Strom,F,F,F,64,3090,24,4,10496,Q15,T,T,1,4,8,2,2,F,T,152030.412,139652.604,,63,44380.506,1957500,152030.412
1511,PG-Strom,F,F,F,64,3090,24,4,10496,Q16,T,T,1,0,8,3,3,F,T,59109.843,3481.306,,3,30089.852,1633970,59109.843
1512,PG-Strom,F,F,F,64,3090,24,4,10496,Q17,T,T,2,3,6,3,2,F,F,295026.173,253638.781,,313,8838685.555,7241890,295026.173
1513,PG-Strom,F,F,F,64,3090,24,4,10496,Q18,T,T,2,2,8,4,3,F,T,,,,,,,
1514,PG-Strom,F,F,F,64,3090,24,4,10496,Q19,T,F,1,6,10,2,2,F,F,167439.529,146535.527,,67,89820.398,1916110,167439.529
1515,PG-Strom,F,F,F,64,3090,24,4,10496,Q20,T,T,2,3,17,5,5,F,T,,,,,,,
1516,PG-Strom,F,F,F,64,3090,24,4,10496,Q21,T,T,3,4,16,6,4,F,T,391139.358,171268.227,,79,138452.973,4456300,391139.358
1517,PG-Strom,F,F,F,64,3090,24,4,10496,Q22,T,T,0,0,4,3,2,F,T,13968.67,2066.657,,4,23115.637,1311460,13968.67
1518,PG-Strom,F,F,F,64,3090,24,8,10496,Q1,T,F,0,7,7,1,1,F,T,252384.036,237087.651,,499,1264161.923,2559020,252384.036
1519,PG-Strom,F,F,F,64,3090,24,8,10496,Q2,T,T,8,0,16,10,5,F,T,160121.898,78603.683,,30,74290.603,1205750,160121.898
1520,PG-Strom,F,F,F,64,3090,24,8,10496,Q3,T,F,2,4,10,3,3,F,T,733982.26,281180.666,,160,339929.145,8530330,733982.26
1521,PG-Strom,F,F,F,64,3090,24,8,10496,Q4,T,T,0,3,7,2,2,F,T,193235.416,194214.464,,126,164287.48,42161670,193235.416
1522,PG-Strom,F,F,F,64,3090,24,8,10496,Q5,T,F,5,4,16,6,6,F,T,519795.243,260504.591,,160,273332.293,6071870,519795.243
1523,PG-Strom,F,F,F,64,3090,24,8,10496,Q6,T,F,0,4,4,1,1,F,F,248292.477,236337.825,,124,120482.726,2491210,248292.477
1524,PG-Strom,F,F,F,64,3090,24,8,10496,Q7,T,T,5,5,15,6,5,F,T,773655.371,296567.968,,163,466225.409,9219420,773655.371
1525,PG-Strom,F,F,F,64,3090,24,8,10496,Q8,T,T,7,5,19,8,8,T,T,363625.91,298914.671,,172,268908.015,4278990,363625.91
1526,PG-Strom,F,F,F,64,3090,24,8,10496,Q9,T,T,5,6,16,6,6,F,T,430736.18,308960.828,,184,281171.586,8564540,430736.18
1527,PG-Strom,F,F,F,64,3090,24,8,10496,Q10,T,F,3,4,16,4,4,F,T,471911.395,279710.101,,161,237517.288,6011660,471911.395
1528,PG-Strom,F,F,F,64,3090,24,8,10496,Q11,T,T,4,0,8,6,3,F,T,160379.799,94717.446,,63,63794.298,1618700,160379.799
1529,PG-Strom,F,F,F,64,3090,24,8,10496,Q12,T,F,1,5,7,2,2,T,T,261747.65,244681.515,,154,104765.079,3657190,261747.65
1530,PG-Strom,F,F,F,64,3090,24,8,10496,Q13,T,T,1,0,6,2,2,F,T,,,,,,,
1531,PG-Strom,F,F,F,64,3090,24,8,10496,Q14,T,F,1,4,6,2,2,T,F,204877.676,186407.641,,139,118871.778,2999740,204877.676
1532,PG-Strom,F,F,F,64,3090,24,8,10496,Q15,T,T,1,4,8,2,2,F,T,217394.627,210529.51,,251,134775.173,3032810,217394.627
1533,PG-Strom,F,F,F,64,3090,24,8,10496,Q16,T,T,1,0,8,3,3,F,T,100474.591,6836.78,,5,25336.619,2797110,100474.591
1534,PG-Strom,F,F,F,64,3090,24,8,10496,Q17,T,T,2,3,6,3,2,F,F,,,,,,,
1535,PG-Strom,F,F,F,64,3090,24,8,10496,Q18,T,T,2,2,8,4,3,F,T,,,,,,,
1536,PG-Strom,F,F,F,64,3090,24,8,10496,Q19,T,F,1,6,10,2,2,F,F,292173.881,260218.207,,130,195943.153,3600550,292173.881
1537,PG-Strom,F,F,F,64,3090,24,8,10496,Q20,T,T,2,3,17,5,5,F,T,,,,,,,
1538,PG-Strom,F,F,F,64,3090,24,8,10496,Q21,T,T,3,4,16,6,4,F,T,442854.737,410105.564,,280,418329.09,27897350,442854.737
1539,PG-Strom,F,F,F,64,3090,24,8,10496,Q22,T,T,0,0,4,3,2,F,T,26977.898,3971.682,,4,14699.133,3490520,26977.898
1540,PG-Strom,F,F,F,64,3090,24,16,10496,Q1,T,F,0,7,7,1,1,F,T,460594.134,420038.9,,248,918087.855,5071580,460594.134
1541,PG-Strom,F,F,F,64,3090,24,16,10496,Q2,T,T,8,0,16,10,5,F,T,182472.522,12689.783,,10,98166.726,6051230,182472.522
1542,PG-Strom,F,F,F,64,3090,24,16,10496,Q3,T,F,2,4,10,3,3,F,T,730224.889,518592.314,,314,315707.85,8792370,730224.889
1543,PG-Strom,F,F,F,64,3090,24,16,10496,Q4,T,T,0,3,7,2,2,F,T,477196.966,463236.068,,305,388177.913,9609765,477196.966
1544,PG-Strom,F,F,F,64,3090,24,16,10496,Q5,T,F,5,4,16,6,6,F,T,993001.871,507402.554,,317,587100.2,15207570,993001.871
1545,PG-Strom,F,F,F,64,3090,24,16,10496,Q6,T,F,0,4,4,1,1,F,F,414131.252,408403.51,,247,207715.544,4896690,414131.252
1546,PG-Strom,F,F,F,64,3090,24,16,10496,Q7,T,T,5,5,15,6,5,F,T,601979.71,490300.34,,317,367900.457,6725005,601979.71
1547,PG-Strom,F,F,F,64,3090,24,16,10496,Q8,T,T,7,5,19,8,8,T,T,517825.07,468933.065,,319,310207.52,13911900,517825.07
1548,PG-Strom,F,F,F,64,3090,24,16,10496,Q9,T,T,5,6,16,6,6,F,T,845060.056,561710.376,,364,654816.447,14637272,845060.056
1549,PG-Strom,F,F,F,64,3090,24,16,10496,Q10,T,F,3,4,16,4,4,F,T,556892.771,516740.819,,314,350992.475,728448,556892.771
1550,PG-Strom,F,F,F,64,3090,24,16,10496,Q11,T,T,4,0,8,6,3,F,T,359787.766,4958.987,,3,22194.049,6810450,359787.766
1551,PG-Strom,F,F,F,64,3090,24,16,10496,Q12,T,F,1,5,7,2,2,T,T,508026.345,492607.509,,304,193382.961,6024420,508026.345
1552,PG-Strom,F,F,F,64,3090,24,16,10496,Q13,T,T,1,0,6,2,2,F,T,,,,,,,
1553,PG-Strom,F,F,F,64,3090,24,16,10496,Q14,T,F,1,4,6,2,2,T,F,440257.854,408524.873,,258,186752.28,5589870,440257.854
1554,PG-Strom,F,F,F,64,3090,24,16,10496,Q15,T,T,1,4,8,2,2,F,T,380339.649,371098.2,,247,287443.198,5696490,380339.649
1555,PG-Strom,F,F,F,64,3090,24,16,10496,Q16,T,T,1,0,8,3,3,F,T,209956.661,13914.457,,11,54239.377,5449280,209956.661
1556,PG-Strom,F,F,F,64,3090,24,16,10496,Q17,T,T,2,3,6,3,2,F,F,,,,,,44027000.74,
1557,PG-Strom,F,F,F,64,3090,24,16,10496,Q18,T,T,2,2,8,4,3,F,T,,,,,,,
1558,PG-Strom,F,F,F,64,3090,24,16,10496,Q19,T,F,1,6,10,2,2,F,F,456376.014,413763.749,,256,286537.063,5567480,456376.014
1559,PG-Strom,F,F,F,64,3090,24,16,10496,Q20,T,T,2,3,17,5,5,F,T,,,,,,,
1560,PG-Strom,F,F,F,64,3090,24,16,10496,Q21,T,T,3,4,16,6,4,F,T,531999.703,479410.736,,305,226975.059,32224840,531999.703
1561,PG-Strom,F,F,F,64,3090,24,16,10496,Q22,T,T,0,0,4,3,2,F,T,44993.401,8078.413,,9,18748.777,4036370,44993.401
1562,PG-Strom,F,F,F,64,3090,24,32,10496,Q1,T,F,0,7,7,1,1,F,T,770856.336,789702.172,,1977,4967509.602,10174470,770856.336
1563,PG-Strom,F,F,F,64,3090,24,32,10496,Q2,T,T,8,0,16,10,5,F,T,218866.288,127187.046,,96,254768.537,4069720,218866.288
1564,PG-Strom,F,F,F,64,3090,24,32,10496,Q3,T,F,2,4,10,3,3,F,T,1020211.341,961356.488,,623,665930.065,16134780,1020211.341
1565,PG-Strom,F,F,F,64,3090,24,32,10496,Q4,T,T,0,3,7,2,2,F,T,974961.348,948736.636,,608,1007688.075,24116080,974961.348
1566,PG-Strom,F,F,F,64,3090,24,32,10496,Q5,T,F,5,4,16,6,6,F,T,1917080.301,981457.693,,625,1093991.853,23846060,1917080.301
1567,PG-Strom,F,F,F,64,3090,24,32,10496,Q6,T,F,0,4,4,1,1,F,F,784752.861,801129.615,,991,639574.903,9236440,784752.861
1568,PG-Strom,F,F,F,64,3090,24,32,10496,Q7,T,T,5,5,15,6,5,F,T,1118103.14,963386.312,,628,580040.064,13837130,1118103.14
1569,PG-Strom,F,F,F,64,3090,24,32,10496,Q8,T,T,7,5,19,8,8,T,T,1000537.467,977349.086,,646,509216.69,13206500,1000537.467
1570,PG-Strom,F,F,F,64,3090,24,32,10496,Q9,T,T,5,6,16,6,6,F,T,1690575.29,1110476.728,,719,1097322.983,25887010,1690575.29
1571,PG-Strom,F,F,F,64,3090,24,32,10496,Q10,T,F,3,4,16,4,4,F,T,995723.493,944766.135,,623,467577.574,15160260,995723.493
1572,PG-Strom,F,F,F,64,3090,24,32,10496,Q11,T,T,4,0,8,6,3,F,T,283729.425,250597.41,,228,217364.627,4252160,283729.425
1573,PG-Strom,F,F,F,64,3090,24,32,10496,Q12,T,F,1,5,7,2,2,T,T,937204.963,933099.608,,725,404408.522,11517140,937204.963
1574,PG-Strom,F,F,F,64,3090,24,32,10496,Q13,T,T,1,0,6,2,2,F,T,,,,,,,
1575,PG-Strom,F,F,F,64,3090,24,32,10496,Q14,T,F,1,4,6,2,2,T,F,802822.911,766486.712,,531,337176.977,10533450,802822.911
1576,PG-Strom,F,F,F,64,3090,24,32,10496,Q15,T,T,1,4,8,2,2,F,T,765105.253,771466.857,,493,427685.365,11028850,765105.253
1577,PG-Strom,F,F,F,64,3090,24,32,10496,Q16,T,T,1,0,8,3,3,F,T,436991.002,80859.502,,21,61676.699,10756290,436991.002
1578,PG-Strom,F,F,F,64,3090,24,32,10496,Q17,T,T,2,3,6,3,2,F,F,,,,,,,
1579,PG-Strom,F,F,F,64,3090,24,32,10496,Q18,T,T,2,2,8,4,3,F,T,,,,,,,
1580,PG-Strom,F,F,F,64,3090,24,32,10496,Q19,T,F,1,6,10,2,2,F,F,843572.839,778371.328,,512,627629.302,10530860,843572.839
1581,PG-Strom,F,F,F,64,3090,24,32,10496,Q20,T,T,2,3,17,5,5,F,T,,,,,,,
1582,PG-Strom,F,F,F,64,3090,24,32,10496,Q21,T,T,3,4,16,6,4,F,T,1040749.965,946392.689,,608,479796.922,20541460,1040749.965
1583,PG-Strom,F,F,F,64,3090,24,32,10496,Q22,T,T,0,0,4,3,2,F,T,86674.067,45639.723,,16,52308.703,7310920,86674.067
1584,PG-Strom,F,F,F,64,3090,24,64,10496,Q1,T,F,0,7,7,1,1,F,T,1492706.068,1587621.149,,3939,7132257.374,32397540,1492706.068
1585,PG-Strom,F,F,F,64,3090,24,64,10496,Q2,T,T,8,0,16,10,5,F,T,436720.779,277270.666,,179,331870.091,7752530,436720.779
1586,PG-Strom,F,F,F,64,3090,24,64,10496,Q3,T,F,2,4,10,3,3,F,T,1961046.438,1914997.105,,1241,1249395.401,42389240,1961046.438
1587,PG-Strom,F,F,F,64,3090,24,64,10496,Q4,T,T,0,3,7,2,2,F,T,1496274.92,1551439.228,,991,1491928.17,448127900,1496274.92
1588,PG-Strom,F,F,F,64,3090,24,64,10496,Q5,T,F,5,4,16,6,6,F,T,2337974.559,1939404.549,,1245,1144331.777,42092520,2337974.559
1589,PG-Strom,F,F,F,64,3090,24,64,10496,Q6,T,F,0,4,4,1,1,F,F,1475849.14,1552906.449,,986,797185.871,33141810,1475849.14
1590,PG-Strom,F,F,F,64,3090,24,64,10496,Q7,T,T,5,5,15,6,5,F,T,3649953.403,1638827.096,,1018,1986997.993,180859960,3649953.403
1591,PG-Strom,F,F,F,64,3090,24,64,10496,Q8,T,T,7,5,19,8,8,T,T,2377793.922,1968622.96,,1278,1243649.88,47292280,2377793.922
1592,PG-Strom,F,F,F,64,3090,24,64,10496,Q9,T,T,5,6,16,6,6,F,T,3347597.097,2287589.612,,1426,2267403.863,68248910,3347597.097
1593,PG-Strom,F,F,F,64,3090,24,64,10496,Q10,T,F,3,4,16,4,4,F,T,3333181.242,1961369.441,,1243,1776826.049,58997680,3333181.242
1594,PG-Strom,F,F,F,64,3090,24,64,10496,Q11,T,T,4,0,8,6,3,F,T,548499.007,528488.631,,449,311454.77,8056250,548499.007
1595,PG-Strom,F,F,F,64,3090,24,64,10496,Q12,T,F,1,5,7,2,2,T,T,1802119.588,1872821.354,,1209,1023940.909,30042910,1802119.588
1596,PG-Strom,F,F,F,64,3090,24,64,10496,Q13,T,T,1,0,6,2,2,F,T,,,,,,,
1597,PG-Strom,F,F,F,64,3090,24,64,10496,Q14,T,F,1,4,6,2,2,T,F,1533691.583,1535198.869,,1057,686362.691,33570010,1533691.583
1598,PG-Strom,F,F,F,64,3090,24,64,10496,Q15,T,T,1,4,8,2,2,F,T,,,,,,,
1599,PG-Strom,F,F,F,64,3090,24,64,10496,Q16,T,T,1,0,8,3,3,F,T,709904.004,69452.714,,40,102140.915,35726930,709904.004
1600,PG-Strom,F,F,F,64,3090,24,64,10496,Q17,T,T,2,3,6,3,2,F,F,,,,,,,
1601,PG-Strom,F,F,F,64,3090,24,64,10496,Q18,T,T,2,2,8,4,3,F,T,,,,,,,
1602,PG-Strom,F,F,F,64,3090,24,64,10496,Q19,T,F,1,6,10,2,2,F,F,1600257.025,1552951.291,,1019,1118153.085,54965130,1600257.025
1603,PG-Strom,F,F,F,64,3090,24,64,10496,Q20,T,T,2,3,17,5,5,F,T,,,,,,,
1604,PG-Strom,F,F,F,64,3090,24,64,10496,Q21,T,T,3,4,16,6,4,F,T,,,,,,,
1605,PG-Strom,F,F,F,64,3090,24,64,10496,Q22,T,T,0,0,4,3,2,F,T,145643.454,87402.171,,32,92410.811,36855210,145643.454
1606,PG-Strom,F,F,F,64,3090,24,128,10496,Q1,T,F,0,7,7,1,1,F,T,2845790.389,3048724.047,,7875,18253885.23,61377760,2845790.389
1607,PG-Strom,F,F,F,64,3090,24,128,10496,Q2,T,T,8,0,16,10,5,F,T,795935.549,501987.774,,351,497770.892,14598860,795935.549
1608,PG-Strom,F,F,F,64,3090,24,128,10496,Q3,T,F,2,4,10,3,3,F,T,3840216.946,3784772.518,,2479,1733906.858,139542340,3840216.946
1609,PG-Strom,F,F,F,64,3090,24,128,10496,Q4,T,T,0,3,7,2,2,F,T,3628327.176,3800010.997,,2421,3013467.512,264485360,3628327.176
1610,PG-Strom,F,F,F,64,3090,24,128,10496,Q5,T,F,5,4,16,6,6,F,T,4392701.079,3890375.722,,2491,2315027.703,138210190,4392701.079
1611,PG-Strom,F,F,F,64,3090,24,128,10496,Q6,T,F,0,4,4,1,1,F,F,2866789.051,3040796.041,,3939,2517457.838,64011620,2866789.051
1612,PG-Strom,F,F,F,64,3090,24,128,10496,Q7,T,T,5,5,15,6,5,F,T,4321523.209,3842628.763,,2487,2271545.315,,4321523.209
1613,PG-Strom,F,F,F,64,3090,24,128,10496,Q8,T,T,7,5,19,8,8,T,T,4714953.866,3942252.557,,2555,2084242.828,150056150,4714953.866
1614,PG-Strom,F,F,F,64,3090,24,128,10496,Q9,T,T,5,6,16,6,6,F,T,3661099.006,3712427.847,,2602,3130199.97,225719320,3661099.006
