Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,DB_Size,CC,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,ET,DT
202,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q4,T,T,0,3,7,2,2,F,T,322.215,153.603,0,165,44695.79,59141,475.818
203,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q5,T,F,5,4,16,6,6,F,T,485.643,174.822,0,179,24058.65,35510,660.465
204,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q6,T,F,0,4,4,1,1,F,F,257.607,51.968,0,44,19262.28,28584,309.575
205,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q7,T,T,5,5,15,6,5,F,T,700.5,262.76,0,266,60393.53,81590,963.26
206,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q8,T,T,7,5,19,8,8,T,T,779.706,217.445,0,237,23327.9,40749,997.151
207,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q9,T,T,5,6,16,6,6,F,T,412.552,147.877,0,162,144426.55,152669,560.429
208,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q10,T,F,3,4,16,4,4,F,T,514.955,203.587,0,279,50086.67,61604,718.542
209,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
210,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q12,T,F,1,5,7,2,2,T,T,358.281,81.698,0,114,62070.08,69902,439.979
211,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q13,T,T,1,0,6,2,2,F,T,158.113,60.097,0,71,474746.8,477138,218.21
212,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q14,T,F,1,4,6,2,2,T,F,409.771,102.855,0,72,14486.41,22682,512.626
213,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q15,T,T,1,4,8,2,2,F,T,291.686,78.497,0,104,13857.05,22217,370.183
214,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q16,T,T,1,0,8,3,3,F,T,571.563,212.355,0,329,94250.9,109559,783.918
215,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q17,T,T,2,3,6,3,2,F,F,358.928,48.097,0,41,48977.55,56672,407.025
216,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q18,T,T,2,2,8,4,3,F,T,420.401,181.441,0,192,75964.33,86656,601.842
217,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q19,T,F,1,6,10,2,2,F,F,808.532,303.14,0,169,129712.51,143714,1111.672
218,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q20,T,T,2,3,17,5,5,F,T,594.735,245.636,0,248,37056.4,48668,840.371
219,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q21,T,T,3,4,16,6,4,F,T,10549.864,1287.811,457580,1565,49377625.86,48354246,11837.675
220,BlazingSQL,T,T,F,48,1080ti,11,2,3584,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
221,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q1,T,F,0,7,7,1,1,F,T,480.999,96.163,93,140,125351.77,147718,577.162
222,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q2,T,T,8,0,16,10,5,F,T,583.403,260.107,0,294,42642.91,70248,843.51
223,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q3,T,F,2,4,10,3,3,F,T,459.305,151.171,76,165,55671.57,59469,610.476
224,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q4,T,T,0,3,7,2,2,F,T,333.417,138.818,0,165,89879.75,111761,472.235
225,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q5,T,F,5,4,16,6,6,F,T,472.837,166.408,37,173,61187.08,63412,639.245
226,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q6,T,F,0,4,4,1,1,F,F,281.098,63.585,30,44,47537.18,45546,344.683
227,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q7,T,T,5,5,15,6,5,F,T,711.6,266.503,75,266,131290.52,136127,978.103
228,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q8,T,T,7,5,19,8,8,T,T,787.258,261.864,6,239,57264.49,64703,1049.122
229,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q9,T,T,5,6,16,6,6,F,T,424.459,148.196,260,157,303499.94,309647,572.655
230,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q10,T,F,3,4,16,4,4,F,T,517.577,213.571,30,281,116460.66,124595,731.148
231,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
232,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q12,T,F,1,5,7,2,2,T,T,368.103,81.764,12,114,134088.26,133090,449.867
233,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q13,T,T,1,0,6,2,2,F,T,150.531,60.291,0,71,951317.41,970769,210.822
234,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q14,T,F,1,4,6,2,2,T,F,411.342,114.274,22,72,39240.84,37250,525.616
235,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q15,T,T,1,4,8,2,2,F,T,302.791,98.434,23,106,38410.13,35334,401.225
236,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q16,T,T,1,0,8,3,3,F,T,570.636,241.313,29,326,247334.32,264289,811.949
237,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q17,T,T,2,3,6,3,2,F,F,359.916,48.226,0,41,103703.79,112209,408.142
238,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q18,T,T,2,2,8,4,3,F,T,429.262,185.541,0,196,169399.93,181301,614.803
239,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q19,T,F,1,6,10,2,2,F,F,831.962,326.152,94,169,274010.35,281135,1158.114
240,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q20,T,T,2,3,17,5,5,F,T,602.672,229.062,29,252,84679.08,90915,831.734
241,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q21,T,T,3,4,16,6,4,F,T,,,,,,153088378,
242,BlazingSQL,T,T,F,48,1080ti,11,4,3584,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
243,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q1,T,F,0,7,7,1,1,F,T,472.421,97.667,110,140,229295.35,277407,570.088
244,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q2,T,T,8,0,16,10,5,F,T,601.52,265.124,103,296,87630.57,115768,866.644
245,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q3,T,F,2,4,10,3,3,F,T,456.01,152.353,0,167,89950.16,99971,608.363
246,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q4,T,T,0,3,7,2,2,F,T,334.956,139.202,37,165,190502.11,201901,474.158
247,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q5,T,F,5,4,16,6,6,F,T,472.969,170.881,0,173,100155.77,105867,643.85
248,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q6,T,F,0,4,4,1,1,F,F,258.31,72.067,0,44,78085.44,84129,330.377
249,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q7,T,T,5,5,15,6,5,F,T,707.352,302.659,0,266,241599.39,253441,1010.011
250,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q8,T,T,7,5,19,8,8,T,T,793.681,273.474,8,250,91577.87,101995,1067.155
251,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q9,T,T,5,6,16,6,6,F,T,408.844,154.179,339,157,614375.32,601117,563.023
252,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q10,T,F,3,4,16,4,4,F,T,518.088,213.637,8,283,233583.99,237615,731.725
253,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
254,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q12,T,F,1,5,7,2,2,T,T,361.517,95.013,87,114,250377.67,259658,456.53
255,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q13,T,T,1,0,6,2,2,F,T,151.397,63.809,130,71,1913158.899,1903197,215.206
256,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q14,T,F,1,4,6,2,2,T,F,414.149,115.042,0,72,58269.89,65358,529.191
257,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q15,T,T,1,4,8,2,2,F,T,294.729,93.028,0,108,56054.34,61737,387.757
258,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q16,T,T,1,0,8,3,3,F,T,601.227,214.788,323,328,549812.58,544653,816.015
259,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q17,T,T,2,3,6,3,2,F,F,351.526,54.784,0,41,212847.27,221077,406.31
260,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q18,T,T,2,2,8,4,3,F,T,421.257,202.471,182,195,359039.96,348409,623.728
261,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q19,T,F,1,6,10,2,2,F,F,825.432,307.237,414,169,547407.88,568413,1132.669
262,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q20,T,T,2,3,17,5,5,F,T,597.297,230.724,0,258,149612.48,162587,828.021
263,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q21,T,T,3,4,16,6,4,F,T,,,,,,,
264,BlazingSQL,T,T,F,48,1080ti,11,8,3584,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
265,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q1,T,F,0,7,7,1,1,F,T,478.475,95.937,0,140,29766.27,55452,574.412
266,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q2,T,T,8,0,16,10,5,F,T,567.383,228.931,0,281,10830.39,39293,796.314
267,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q3,T,F,2,4,10,3,3,F,T,468.297,115.298,0,161,12665.33,27963,583.595
268,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q4,T,T,0,3,7,2,2,F,T,323.175,156.098,0,165,22630.88,37040,479.273
269,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q5,T,F,5,4,16,6,6,F,T,465.967,155.683,0,168,11701.56,26512,621.65
270,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q6,T,F,0,4,4,1,1,F,F,257.412,51.68,0,44,10067.73,17492,309.092
271,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q7,T,T,5,5,15,6,5,F,T,692.243,277.669,0,266,31970.34,54650,969.912
272,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q8,T,T,7,5,19,8,8,T,T,793.586,218.629,0,239,10769.07,30174,1012.215
273,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q9,T,T,5,6,16,6,6,F,T,407.084,151.909,0,157,67313.15,82486,558.993
274,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q10,T,F,3,4,16,4,4,F,T,513.062,204.359,0,282,21369.04,33986,717.421
275,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
276,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q12,T,F,1,5,7,2,2,T,T,378.378,86.113,0,114,32548.11,42976,464.491
277,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q13,T,T,1,0,6,2,2,F,T,149.124,66.181,0,71,235486.96,244862,215.305
278,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q14,T,F,1,4,6,2,2,T,F,409.452,102.306,0,72,7526.06,15586,511.758
279,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q15,T,T,1,4,8,2,2,F,T,291.56,73.506,0,102,7493.23,16083,365.066
280,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q16,T,T,1,0,8,3,3,F,T,573.133,211.14,0,327,49246.08,67177,784.273
281,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q17,T,T,2,3,6,3,2,F,F,349.355,47.488,0,41,22492.75,30318,396.843
282,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q18,T,T,2,2,8,4,3,F,T,421.997,183.619,0,193,32826.83,43913,605.616
283,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q19,T,F,1,6,10,2,2,F,F,818.519,302.694,0,169,64270.21,77439,1121.213
284,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q20,T,T,2,3,17,5,5,F,T,596.626,247.492,0,251,19086.35,31454,844.118
285,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q21,T,T,3,4,16,6,4,F,T,1974.516,1169.594,0,1561,3972151.488,4002280,3144.11
286,BlazingSQL,T,T,F,32,1080ti,11,1,3584,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
287,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q1,T,F,0,7,7,1,1,F,T,472.63,95.267,0,140,55017.66,81402,567.897
288,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q2,T,T,8,0,16,10,5,F,T,565.197,236.005,0,280,20959.31,51397,801.202
289,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q3,T,F,2,4,10,3,3,F,T,448.549,149.957,0,163,23238.27,37744,598.506
290,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q4,T,T,0,3,7,2,2,F,T,331.595,145.574,0,165,44689.51,59762,477.169
291,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q5,T,F,5,4,16,6,6,F,T,468.809,152.451,0,168,24110.67,36518,621.26
292,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q6,T,F,0,4,4,1,1,F,F,266.693,63.457,0,44,20284.11,28584,330.15
293,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q7,T,T,5,5,15,6,5,F,T,695.761,263.048,0,266,60720.08,81590,958.809
294,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q8,T,T,7,5,19,8,8,T,T,788.214,228.803,0,237,23193.93,42339,1017.017
295,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q9,T,T,5,6,16,6,6,F,T,432.239,153.286,0,162,144367.8,153192,585.525
296,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q10,T,F,3,4,16,4,4,F,T,513.201,207.842,0,279,50289.76,61862,721.043
297,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
298,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q12,T,F,1,5,7,2,2,T,T,357.83,81.346,0,114,61154.22,71837,439.176
299,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q13,T,T,1,0,6,2,2,F,T,149.505,60.096,0,71,474601.81,477503,209.601
300,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q14,T,F,1,4,6,2,2,T,F,416.141,105.573,0,72,14477.37,22831,521.714
301,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q15,T,T,1,4,8,2,2,F,T,290.633,84.739,0,104,13879.4,22818,375.372
302,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q16,T,T,1,0,8,3,3,F,T,583.285,218.79,0,329,93795.37,111513,802.075
303,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q17,T,T,2,3,6,3,2,F,F,348.874,47.681,0,41,49005.57,56832,396.555
304,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q18,T,T,2,2,8,4,3,F,T,426.985,173.381,0,192,75494.67,87954,600.366
305,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q19,T,F,1,6,10,2,2,F,F,815.314,251.301,0,169,130627.48,143984,1066.615
306,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q20,T,T,2,3,17,5,5,F,T,598.033,231.238,0,248,37049.46,49428,829.271
307,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q21,T,T,3,4,16,6,4,F,T,10501.252,1283.606,463042,1565,49259887.62,48354246,11784.858
308,BlazingSQL,T,T,F,32,1080ti,11,2,3584,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
309,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q1,T,F,0,7,7,1,1,F,T,472.649,97.22,96,140,117390.46,148531,569.869
310,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q2,T,T,8,0,16,10,5,F,T,576.012,260.036,0,287,41615.9,71755,836.048
311,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q3,T,F,2,4,10,3,3,F,T,452.231,144.93,64,165,56054.67,60006,597.161
312,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q4,T,T,0,3,7,2,2,F,T,330.603,139.332,0,165,89891.78,123741,469.935
313,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q5,T,F,5,4,16,6,6,F,T,466.474,164.229,27,167,61502.09,63771,630.703
314,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q6,T,F,0,4,4,1,1,F,F,269.225,56.288,41,44,48189.77,45661,325.513
315,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q7,T,T,5,5,15,6,5,F,T,700.815,294.022,70,266,131697.82,137669,994.837
316,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q8,T,T,7,5,19,8,8,T,T,796.817,247.718,6,236,57526.95,64971,1044.535
317,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q9,T,T,5,6,16,6,6,F,T,411.655,149.89,153,157,312558.48,328450,561.545
318,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q10,T,F,3,4,16,4,4,F,T,518.095,210.854,26,281,116580.66,125027,728.949
319,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
320,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q12,T,F,1,5,7,2,2,T,T,358.508,83.809,12,114,133492.42,134046,442.317
321,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q13,T,T,1,0,6,2,2,F,T,150.755,60.29,0,71,953905.3,970962,211.045
322,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q14,T,F,1,4,6,2,2,T,F,431.015,120.259,13,72,38921.66,37678,551.274
323,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q15,T,T,1,4,8,2,2,F,T,294.215,94.882,26,106,38197.16,35465,389.097
324,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q16,T,T,1,0,8,3,3,F,T,571.756,234.116,23,326,247228.43,267729,805.872
325,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q17,T,T,2,3,6,3,2,F,F,348.999,48.706,0,41,103672.25,112585,397.705
326,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q18,T,T,2,2,8,4,3,F,T,454.734,183.202,0,196,169374.32,181848,637.936
327,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q19,T,F,1,6,10,2,2,F,F,812.051,308.84,109,169,272157.22,281428,1120.891
328,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q20,T,T,2,3,17,5,5,F,T,612.625,221.99,56,252,84283.86,91350,834.615
329,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q21,T,T,3,4,16,6,4,F,T,,,,,,,
330,BlazingSQL,T,T,F,32,1080ti,11,4,3584,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
331,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q1,T,F,0,7,7,1,1,F,T,493.068,97.344,123,140,262761.66,280550,590.412
332,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q2,T,T,8,0,16,10,5,F,T,580.659,251.846,0,284,80865.91,117699,832.505
333,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q3,T,F,2,4,10,3,3,F,T,516.07,181.122,0,167,95760.84,102383,697.192
334,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q4,T,T,0,3,7,2,2,F,T,326.153,144.135,34,165,190637.07,202220,470.288
335,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q5,T,F,5,4,16,6,6,F,T,479.987,166.468,0,167,100329.33,114078,646.455
336,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q6,T,F,0,4,4,1,1,F,F,260.229,68.674,0,44,78184.77,84687,328.903
337,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q7,T,T,5,5,15,6,5,F,T,710.802,275.72,0,266,242092.71,259026,986.522
338,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q8,T,T,7,5,19,8,8,T,T,785.656,229.062,0,238,92718.25,114119,1014.718
339,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q9,T,T,5,6,16,6,6,F,T,411.015,135.266,298,157,616758.27,632756,546.281
340,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q10,T,F,3,4,16,4,4,F,T,558.836,221.699,11,283,237049.39,250765,780.535
341,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
342,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q12,T,F,1,5,7,2,2,T,T,377.991,87.587,71,114,253123.73,266404,465.578
343,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q13,T,T,1,0,6,2,2,F,T,151.301,63.651,0,71,1935960.667,1939124,214.952
344,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q14,T,F,1,4,6,2,2,T,F,412.869,106.88,0,72,58279.48,68205,519.749
345,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q15,T,T,1,4,8,2,2,F,T,293.673,98.209,0,108,56174.28,64288,391.882
346,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q16,T,T,1,0,8,3,3,F,T,599.92,222.756,335,328,551646.74,563452,822.676
347,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q17,T,T,2,3,6,3,2,F,F,358.986,54.72,0,41,213092.2,234591,413.706
348,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q18,T,T,2,2,8,4,3,F,T,421.577,187.555,261,195,354671.17,362751,609.132
349,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q19,T,F,1,6,10,2,2,F,F,813.743,256.839,428,169,548056.3,570113,1070.582
350,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q20,T,T,2,3,17,5,5,F,T,595.385,216.295,0,258,149732.62,169594,811.68
351,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q21,T,T,3,4,16,6,4,F,T,,,,,,,
352,BlazingSQL,T,T,F,32,1080ti,11,8,3584,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
353,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q1,T,F,0,7,7,1,1,F,T,338.748,80.096,0,140,20734.71,40841,418.844
354,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q2,T,T,8,0,16,10,5,F,T,425.157,185.306,0,287,4088.5,29568,610.463
355,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q3,T,F,2,4,10,3,3,F,T,324.601,109.597,0,161,7015.46,20919,434.198
356,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q4,T,T,0,3,7,2,2,F,T,233.948,101.631,0,165,14771.02,30676,335.579
357,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q5,T,F,5,4,16,6,6,F,T,346.481,100.605,0,174,6705.64,23312,447.086
358,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q6,T,F,0,4,4,1,1,F,F,189.272,45.535,0,44,5736.52,13456,234.807
359,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q7,T,T,5,5,15,6,5,F,T,504.773,170.225,0,226,13852.84,38482,674.998
360,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q8,T,T,7,5,19,8,8,T,T,570.477,139.197,0,240,6537.07,24652,709.674
361,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q9,T,T,5,6,16,6,6,F,T,297.596,85.184,0,162,30775.91,45214,382.78
362,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q10,T,F,3,4,16,4,4,F,T,372.196,138.497,0,282,8739.25,24474,510.693
363,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
364,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q12,T,F,1,5,7,2,2,T,T,261.469,61.663,0,114,16877.18,28578,323.132
365,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q13,T,T,1,0,6,2,2,F,T,108.766,40.447,0,71,76993.99,86480,149.213
366,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q14,T,F,1,4,6,2,2,T,F,308.415,74.336,0,72,4476.17,86480,382.751
367,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q15,T,T,1,4,8,2,2,F,T,212.384,55.84,0,102,4702.99,12837,268.224
368,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q16,T,T,1,0,8,3,3,F,T,406.457,159.196,0,325,24912.24,44653,565.653
369,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q17,T,T,2,3,6,3,2,F,F,256.734,40.319,0,41,11472.93,23585,297.053
370,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q18,T,T,2,2,8,4,3,F,T,307.264,113.952,0,193,13556.52,36215,421.216
371,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q19,T,F,1,6,10,2,2,F,F,595.073,185.888,0,169,36974.62,54405,780.961
372,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q20,T,T,2,3,17,5,5,F,T,434.334,154.56,0,251,9698.78,28130,588.894
373,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q21,T,T,3,4,16,6,4,F,T,1461.082,851.738,500,1561,1124220.594,1122868,2312.82
374,BlazingSQL,T,T,F,32,2080ti,11,1,4352,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
375,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q1,T,F,0,7,7,1,1,F,T,339.07,80.351,0,140,39568.29,64712,419.421
376,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q2,T,T,8,0,16,10,5,F,T,428.988,195.452,0,301,7309.03,37752,624.44
377,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q3,T,F,2,4,10,3,3,F,T,327.005,110.784,0,163,13049.23,29103,437.789
378,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q4,T,T,0,3,7,2,2,F,T,234.301,102.911,0,165,29434.34,44841,337.212
379,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q5,T,F,5,4,16,6,6,F,T,337.663,97.055,0,167,13417.05,30845,434.718
380,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q6,T,F,0,4,4,1,1,F,F,187.903,44.192,0,44,11245.09,20599,232.095
381,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q7,T,T,5,5,15,6,5,F,T,505.92,170.049,0,266,26570.05,47437,675.969
382,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q8,T,T,7,5,19,8,8,T,T,573.057,137.888,0,238,13256.59,34783,710.945
383,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q9,T,T,5,6,16,6,6,F,T,296.924,94.366,0,162,68481.68,82162,391.29
384,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q10,T,F,3,4,16,4,4,F,T,371.87,139.39,0,279,20592.42,34495,511.26
385,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
386,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q12,T,F,1,5,7,2,2,T,T,261.726,62.911,0,114,33414.11,44862,324.637
387,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q13,T,T,1,0,6,2,2,F,T,107.768,40.128,0,71,156361.09,171029,147.896
